HBNAME,Site,Date,Date.Analysed,SW.Sample.Number,N1.Description,N1.Reported.Value,N1.Sample.1,N1.Sample.2,N1.Sample.3,Calculated.Mean,Standard.Deviation,Flow..l.day.,Ammonia..mg.l.,pH.Value,Modelled.Flow..l.day.,Million.Gene.Copies.Per.Person.per.Day,Analysis.Lab,X.Row.Count.,logMillion
Dumfries and Galloway,Loch Ryan,2021-07-27,28/07/2021,15183077,Positive,43393,47123.77,39663.91,NA,43393.84,5274.916,NA,10.87,NA,9674136.5,37.7652,SEPA - Low Volume,1,3.6313879686
Dumfries and Galloway,Loch Ryan,2021-07-28,29/07/2021,15188424,Weak Positive,5628.744,5210.404,6047.084,NA,5628.744,591.6219,NA,11.46,NA,9384177,4.751811,SEPA - Low Volume,1,1.5585257337
Dumfries and Galloway,Loch Ryan,2021-08-03,04/08/2021,15211149,Positive,13265,14869.44,11662.32,NA,13265.88,2267.773,NA,11.12,NA,9548314.1,11.395,SEPA - Low Volume,1,2.433174274
Dumfries and Galloway,Loch Ryan,2021-08-12,13/08/2021,15237701,Weak Positive,3882.182,0,7764.364,NA,3882.182,5490.234,NA,6.93,NA,12536206.7,4.378179,SEPA - Low Volume,1,1.4766328072
Dumfries and Galloway,Loch Ryan,2021-08-13,16/08/2021,15239975,Positive,26738,17935.41,35541.63,NA,26738.52,12449.48,NA,8.01,NA,11533280.9,27.74225,SEPA - Low Volume,1,3.3229566446
Dumfries and Galloway,Loch Ryan,2021-08-16,17/08/2021,15258162,Weak Positive,3080.052,0,6160.103,NA,3080.052,4355.851,NA,11.75,NA,9250125,2.56305,SEPA - Low Volume,1,0.94119792
Dumfries and Galloway,Loch Ryan,2021-08-20,23/08/2021,15253211,Positive,33368,21790.39,44946.75,NA,33368.57,16374.02,NA,10.19,NA,10040715.1,30.14072,SEPA - Low Volume,1,3.405877167
Dumfries and Galloway,Loch Ryan,2021-08-24,25/08/2021,15282409,Positive,32169,25599.35,38738.95,NA,32169.15,9291.097,NA,9.58,NA,10403975.5,30.10858,SEPA - Low Volume,1,3.4048103406
Dumfries and Galloway,Loch Ryan,2021-08-27,30/08/2021,15277484,Positive,120420,107998.4,132842.5,NA,120420.4,17567.39,NA,11.99,NA,9143066.9,99.04751,SEPA - Low Volume,1,4.5955996131
Dumfries and Galloway,Loch Ryan,2021-08-31,01/09/2021,15302283,Positive,130772,118580.9,142963.2,NA,130772.1,17240.86,NA,13.45,NA,8557777.1,100.6763,SEPA - Low Volume,1,4.6119108166
Dumfries and Galloway,Loch Ryan,2021-09-02,03/09/2021,NA,Positive,306961,322249.3,291674.6,NA,306962,21619.61,NA,13.43,NA,8565112.1,236.5207,SEPA - Low Volume,1,5.4660355627
Dumfries and Galloway,Loch Ryan,2021-09-08,09/09/2021,NA,Positive,145548,176940.9,114156.2,NA,145548.6,44395.46,NA,NA,NA,NA,172.1748,SEPA - Low Volume,1,5.1485099552
Dumfries and Galloway,Loch Ryan,2021-09-09,10/09/2021,15339960,Positive,131273,133653.3,128893.3,NA,131273.3,3365.828,NA,9.23,NA,10629317.5,125.5259,SEPA - Low Volume,1,4.8325121332
Dumfries and Galloway,Loch Ryan,2021-09-13,14/09/2021,15355759,Positive,94822,79939.55,109705.1,NA,94822.33,21047.42,NA,9.17,NA,10669303.5,91.01189,SEPA - Low Volume,1,4.5109901922
Dumfries and Galloway,Loch Ryan,2021-09-14,15/09/2021,15351854,Positive,62498,66337.01,58659.07,NA,62498.04,5429.117,NA,11.12,NA,9548314.1,53.68396,SEPA - Low Volume,1,3.9831142883
Dumfries and Galloway,Loch Ryan,2021-09-20,21/09/2021,15374816,Positive,25195,26450.03,23940.99,NA,25195.51,1774.155,NA,9.68,NA,10341959.8,23.44107,SEPA - Low Volume,1,3.1544896997
Dumfries and Galloway,Loch Ryan,2021-10-07,08/10/2021,15443618,Positive,31416,18865.41,43967.2,NA,31416.3,17749.65,NA,9.41,NA,10511777.6,29.70864,SEPA - Low Volume,1,3.3914377618
Dumfries and Galloway,Loch Ryan,2021-10-27,28/10/2021,15514376,Positive,12837,8878.148,16796.73,NA,12837.44,5599.281,NA,5.25,NA,14709052.3,16.98691,SEPA - Low Volume,1,2.8324433182
Dumfries and Galloway,Loch Ryan,2021-11-01,02/11/2021,15538481,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,2.76,NA,21298971,NA,SEPA - Low Volume,1,NA
Dumfries and Galloway,Loch Ryan,2021-11-03,04/11/2021,15541261,Positive (DNQ),8998.593,11912.27,6084.917,NA,8998.593,4120.56,NA,2.9,NA,20700780.3,16.75764,SEPA - Low Volume,1,2.8188540818
Dumfries and Galloway,Loch Ryan,2021-11-12,16/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,5.08,NA,14990466.7,NA,SEPA - Low Volume,1,NA
Dumfries and Galloway,Loch Ryan,2021-11-15,16/11/2021,15576259,Positive,13579,11680.52,15477.52,NA,13579.02,2684.884,NA,5.12,NA,14922928.5,18.22947,SEPA - Low Volume,1,2.9030393692
Dumfries and Galloway,Loch Ryan,2021-11-16,17/11/2021,15589690,Positive (DNQ),9097,11307,6887,NA,9097,3125.412,NA,4.38,NA,16326250.5,13.36091,SEPA - Low Volume,1,2.5923334497
Dumfries and Galloway,Loch Ryan,2021-11-22,23/11/2021,15600557,Positive,67804,89613.03,45996.31,NA,67804.67,30841.68,NA,6.98,NA,12484426.4,76.15171,SEPA - Low Volume,1,4.3327275484
Dumfries and Galloway,Loch Ryan,2021-11-23,24/11/2021,15611630,Positive,116065,112808.5,119322.8,NA,116065.7,4606.291,NA,8.38,NA,11237296.9,117.3322,SEPA - Low Volume,1,4.7650088026
Dumfries and Galloway,Loch Ryan,2021-12-06,07/12/2021,15645576,Weak Positive,2506.5,0,5013,NA,2506.5,3544.726,NA,4.73,NA,15619401.8,3.521953,SEPA - Low Volume,1,1.2590156933
Dumfries and Galloway,Loch Ryan,2021-12-08,09/12/2021,15651988,Weak Positive,2644.697,5289.394,0,NA,2644.697,3740.166,NA,0.47,NA,59018696.6,14.04161,SEPA - Low Volume,1,2.6420252103
Dumfries and Galloway,Loch Ryan,2021-12-13,14/12/2021,15674540,Positive,10703,10877.46,10530.22,NA,10703.84,245.5345,NA,3.74,NA,17880648.8,17.21767,SEPA - Low Volume,1,2.8459360458
Dumfries and Galloway,Loch Ryan,2021-12-15,16/12/2021,15681626,Positive,19300,20767.38,17834.41,NA,19300.9,2073.924,NA,4.95,NA,15215879.7,26.41959,SEPA - Low Volume,1,3.2741056507
Dumfries and Galloway,Loch Ryan,2022-01-11,12/01/2022,15766093,Positive,15961,17191.09,14732.1,NA,15961.59,1738.767,NA,6.8,NA,12673634.2,18.19822,SEPA - Low Volume,1,2.9013237598
Dumfries and Galloway,Loch Ryan,2022-01-13,14/01/2022,NA,Positive,30130,31607.89,28652.32,NA,30130.11,2089.899,NA,NA,NA,NA,35.64201,SEPA - Low Volume,1,3.5735249816
Dumfries and Galloway,Lockerbie,2020-08-19,(Empty),14121445,Negative,0,NA,NA,NA,NA,NA,2531520,14.08,7.3,2636892.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-08-24,(Empty),14140953,Negative,0,NA,NA,NA,NA,NA,11802240,10.6,7.3,3415732.8,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-01,(Empty),14156910,Negative,0,NA,NA,NA,NA,NA,3751488,9.07,NA,3937265.4,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-07,(Empty),14177307,Positive (DNQ),9209,10286.29,6077.721,11262.91,9208.974,2755.359,4016736,8.35,7.3,4245593.4,8.96076,SEPA,1,2.1928550116
Dumfries and Galloway,Lockerbie,2020-09-11,(Empty),14270715,Negative,0,NA,1083.184,NA,1083.184,NA,2831328,13.42,7.3,2754852.7,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-14,(Empty),14270722,Negative,0,NA,NA,NA,NA,NA,2422656,12.47,7.3,2945535.1,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-15,(Empty),14209917,Negative,0,NA,NA,461.2115,461.2115,NA,2344032,14.22,7.3,2613217.2,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-16,(Empty),14270731,Negative,0,NA,930.0231,NA,930.0231,NA,2272320,16.66,7.3,2261950.6,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-18,(Empty),14222185,Weak Positive,605,613.6054,NA,597.6312,605.6183,11.29547,1995840,17.35,7.2,2179804.1,0.2928094,SEPA,1,-1.2282333732
Dumfries and Galloway,Lockerbie,2020-09-21,(Empty),14270738,Weak Positive,1014.5,996.8196,1032.451,1911.712,1313.661,518.2338,1900800,16.93,7.3,2229044.2,0.604895,SEPA,1,-0.5027003836
Dumfries and Galloway,Lockerbie,2020-09-22,(Empty),14270745,Negative,0,NA,NA,336.8276,336.8276,NA,1935360,19.65,7.3,1945970,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-23,(Empty),14270759,Negative,0,NA,NA,874.0627,874.0627,NA,2151360,18.72,7.3,2033903.9,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-25,(Empty),14241856,Negative,0,NA,NA,NA,NA,NA,1935360,20.2,7.3,1897613.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-28,(Empty),14270770,Negative,0,860.7544,NA,NA,860.7544,NA,1581120,21.87,7.3,1765068.2,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-09-29,(Empty),NA,Weak Positive,1085.882,708.9953,NA,1462.533,1085.764,532.8316,NA,24.73,7.3,1578000.3,0.4150524,SEPA,1,-0.879350586
Dumfries and Galloway,Lockerbie,2020-10-01,(Empty),14270784,Negative,0,NA,NA,NA,NA,NA,4717440,10.23,7.2,3528168.8,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-10-02,(Empty),14276371,Positive (DNQ),1741.794,1471.127,2166.206,1587.432,1741.588,372.2991,1926720,16.94,7.4,2227844.7,0.8128762,SEPA,1,-0.2071764684
Dumfries and Galloway,Lockerbie,2020-10-05,(Empty),14266051,Negative,0,NA,NA,NA,NA,NA,3913920,6.89,NA,5058516.6,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-10-06,(Empty),14278979,Negative,0,NA,NA,NA,NA,NA,2730240,16.46,7.4,2286990.5,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-10-12,(Empty),14299660,Positive (DNQ),4844,5019.657,3966.797,5544.947,4843.8,803.6377,1926720,14.22,7.4,2613217.2,2.260816,SEPA,1,0.8157255892
Dumfries and Galloway,Lockerbie,2020-10-13,(Empty),14328877,Positive (DNQ),3145.015,2077.081,3701.348,3656.66,3145.03,925.1407,3015360,11.24,7.3,3237988.9,2.297334,SEPA,1,0.8317494737
Dumfries and Galloway,Lockerbie,2020-10-14,(Empty),14313323,Positive (DNQ),6296.009,4901.158,4793.067,9193.827,6296.017,2510.158,2013120,13.94,7.3,2661021.7,3.070407,SEPA,1,1.1218099674
Dumfries and Galloway,Lockerbie,2020-10-16,(Empty),14319044,Positive (DNQ),6593.847,5791.408,5602.891,8386.783,6593.694,1555.719,1736640,16.8,7.4,2244761.8,2.773952,SEPA,1,1.0202729667
Dumfries and Galloway,Lockerbie,2020-10-19,(Empty),14321168,Positive (DNQ),3248.773,3271.063,3203.919,3271.337,3248.773,38.84481,1823040,17.21,7.2,2195962.2,1.434749,SEPA,1,0.3609898387
Dumfries and Galloway,Lockerbie,2020-10-27,(Empty),14360537,Positive (DNQ),3595.232,2911.727,3359.926,4514.043,3595.232,826.6684,4345920,6.93,7.3,5031894.5,3.785027,SEPA,1,1.3310529449
Dumfries and Galloway,Lockerbie,2020-11-02,(Empty),14382419,Positive (DNQ),2979.108,2722.671,3226.914,2988.064,2979.216,252.2381,9806400,2.84,7.2,11346986.6,7.077371,SEPA,1,1.9569024673
Dumfries and Galloway,Lockerbie,2020-11-10,(Empty),14385547,Positive,11803,13390.93,12927.46,9093.027,11803.81,2359.012,3058560,11.39,7.3,3199095.2,8.745796,SEPA,1,2.1685731728
Dumfries and Galloway,Lockerbie,2020-11-12,(Empty),14400495,Positive,207612,195588.8,217640.4,209608,207612.4,11160.4,4691520,9.18,7.2,3894236.8,235.9539,SEPA,1,5.4636365165
Dumfries and Galloway,Lockerbie,2020-11-18,(Empty),14415850,Positive (DNQ),2237.983,1258.728,3918.273,1536.896,2237.966,1461.821,4043520,8.85,7.3,4026386.9,2.192165,SEPA,1,0.7848897992
Dumfries and Galloway,Lockerbie,2020-11-20,(Empty),14406196,Positive (DNQ),1434.866,1103.502,919.378,2281.319,1434.733,738.9224,4665600,6.81,7.3,5112657.2,1.621582,SEPA,1,0.483402154
Dumfries and Galloway,Lockerbie,2020-11-24,(Empty),14440796,Positive,31715,32600.98,30830.82,31715.9,31715.9,885.079,7793280,7.2,7.2,4859598.9,59.87667,SEPA,1,4.0922869458
Dumfries and Galloway,Lockerbie,2020-11-27,(Empty),14426766,Positive (DNQ),9022,8662.547,8048.215,10356.7,9022.487,1195.594,4268160,7.66,7.4,4592858.5,9.328832,SEPA,1,2.2331098629
Dumfries and Galloway,Lockerbie,2020-12-02,(Empty),14460952,Negative,0,NA,NA,NA,NA,NA,2903040,13.3,7.2,2777501.1,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2020-12-04,(Empty),14447040,Weak Positive,444.7753,656.7389,NA,676.9128,666.8258,14.26513,2678400,13.75,7.4,2694519.6,0.4326614,SEPA,1,-0.837799819
Dumfries and Galloway,Lockerbie,2020-12-11,(Empty),14469076,Positive (DNQ),1350.238,1737.623,1157.401,1156.405,1350.476,335.279,3335040,14.55,7.1,2559135.9,1.091059,SEPA,1,0.0871489718
Dumfries and Galloway,Lockerbie,2020-12-16,(Empty),14525359,Positive (DNQ),2173.032,1186.463,4587.961,744.7686,2173.064,2102.99,7862400,3.72,7.1,8872053.8,4.13893,SEPA,1,1.4204372018
Dumfries and Galloway,Lockerbie,2021-01-07,12/01/2021,14560298,Positive,15945,17691.64,15123.07,15021.95,15945.56,1513,2341440,17.79,7.3,2130605.3,9.044468,SEPA,1,2.2021532843
Dumfries and Galloway,Lockerbie,2021-01-08,12/01/2021,14562598,Positive,19756,18683.44,18932.39,21653.35,19756.39,1647.518,2246400,18.96,7.3,2010422.3,10.75115,SEPA,1,2.3750130427
Dumfries and Galloway,Lockerbie,2021-01-13,14/01/2021,14565474,Positive (DNQ),8694.949,10495.3,6894.5,NA,8694.899,2546.148,2013120,20.95,7.3,1835588.8,4.24028,SEPA,1,1.4446292056
Dumfries and Galloway,Lockerbie,2021-01-14,18/01/2021,14577522,Positive (DNQ),6241,7415.658,5068.228,NA,6241.943,1659.884,6946560,12.19,7.2,3007146.7,10.50388,SEPA,1,2.351745085
Dumfries and Galloway,Lockerbie,2021-01-19,20/01/2021,14590128,Negative,0,NA,1660.169,NA,1660.169,NA,3844800,10.66,7.4,3398203.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-01-22,25/01/2021,14594722,Positive (DNQ),6255,4408.304,8103.328,NA,6255.816,2612.777,5806080,5.88,NA,5844887.9,8.798877,SEPA,1,2.1746241403
Dumfries and Galloway,Lockerbie,2021-01-26,27/01/2021,14606001,Positive (DNQ),6488,9106.843,7434.239,2923.271,6488.118,3198.515,3274560,11.28,NA,3227520.6,5.146737,Roslin,1,1.6383629439
Dumfries and Galloway,Lockerbie,2021-01-29,01/02/2021,14601862,Positive,29497,26083.01,32912.57,NA,29497.79,4829.228,7715520,4.65,NA,7239117.1,55.13342,SEPA,1,4.0097561141
Dumfries and Galloway,Lockerbie,2021-02-05,10/02/2021,14615297,Negative,0,NA,NA,NA,NA,NA,10437120,2.55,NA,12517606.4,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-02-06,10/02/2021,14630982,Positive (DNQ),2095,2095.464,1389.462,NA,1742.463,499.2191,9175680,3.78,NA,8743592.6,3.873131,SEPA,1,1.3540631173
Dumfries and Galloway,Lockerbie,2021-02-08,10/02/2021,14641453,Positive (DNQ),1413,NA,1413.905,NA,1413.905,NA,5702400,6.64,NA,5231842.3,1.953161,SEPA,1,0.6694492408
Dumfries and Galloway,Lockerbie,2021-02-09,11/02/2021,14649747,Weak Positive,1630,1654.56,1605.885,NA,1630.222,34.41811,4950720,NA,NA,NA,1.95513,SEPA,1,0.6704564703
Dumfries and Galloway,Lockerbie,2021-02-21,23/02/2021,14671522,Negative,0,NA,NA,NA,NA,NA,8389440,4.06,NA,8192200.7,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-02-22,24/02/2021,14682318,Analysis Failed,NA,NA,NA,NA,NA,NA,5538240,5.78,NA,5936996.4,NA,SEPA,1,NA
Dumfries and Galloway,Lockerbie,2021-02-23,25/02/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-02-24,25/02/2021,14688691,Analysis Failed,NA,NA,NA,NA,NA,NA,10100160,3.03,NA,10696551.3,NA,SEPA,1,NA
Dumfries and Galloway,Lockerbie,2021-03-02,04/03/2021,14713847,Negative,0,NA,NA,NA,NA,NA,3784320,9.64,NA,3724484.1,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-04,05/03/2021,14668796,Negative,0,0,0,NA,0,0,3136320,12.13,NA,3020702.7,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-08,10/03/2021,14730900,Negative,0,NA,NA,NA,NA,NA,2367360,15.69,NA,2389081.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-10,11/03/2021,14739112,Positive (DNQ),2189,2785.914,1593.581,NA,2189.748,843.1063,5806080,12.73,NA,2890646,3.079905,SEPA,1,1.1248989074
Dumfries and Galloway,Lockerbie,2021-03-15,16/03/2021,14757687,Negative,0,0,0,NA,0,0,NA,6.33,NA,5464903,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-17,18/03/2021,14748915,Weak Positive,1028.384,970.8276,1085.94,NA,1028.384,81.39668,NA,9.23,NA,3875002.5,0.965356,SEPA,1,-0.0352583557
Dumfries and Galloway,Lockerbie,2021-03-23,25/03/2021,14765102,Negative,0,NA,NA,NA,NA,NA,NA,15.89,NA,2361655.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-25,26/03/2021,14776847,Negative,0,NA,NA,NA,NA,NA,NA,16.02,NA,2344179.6,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-29,30/03/2021,14791145,Negative,0,NA,NA,NA,NA,NA,NA,3.96,NA,8380568.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-03-31,06/04/2021,14793940,Negative,0,NA,NA,NA,NA,NA,NA,5.29,NA,6436298.6,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-04-06,08/04/2021,14810766,Negative,0,NA,NA,NA,NA,NA,NA,15.06,NA,2480017.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-04-08,09/04/2021,14820477,Negative,0,NA,NA,NA,NA,NA,NA,16.31,NA,2306155.4,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-04-12,13/04/2021,14841007,Weak Positive,379,0,758.2518,NA,379.1259,536.165,NA,18.94,NA,2012357.3,0.1848199,SEPA,1,-1.6883731782
Dumfries and Galloway,Lockerbie,2021-04-14,15/04/2021,14834345,Negative,0,NA,NA,NA,NA,NA,NA,21.61,NA,1784416,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-04-26,28/04/2021,14878189,Negative,0,NA,NA,NA,NA,NA,NA,25.53,NA,1532862.9,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-05,06/05/2021,14894532,Negative,0,NA,NA,NA,NA,NA,NA,19.2,NA,1987502,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-10,11/05/2021,14914171,Negative,0,NA,NA,NA,NA,NA,NA,22.49,NA,1720658.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-12,13/05/2021,14918021,Negative,0,NA,NA,NA,NA,NA,2013120,19.8,NA,1932527.2,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-17,18/05/2021,14936641,Negative,0,NA,NA,NA,NA,NA,NA,20.21,NA,1896757.3,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-19,20/05/2021,14946809,Negative,0,NA,NA,NA,NA,NA,NA,21.17,NA,1818192.4,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-24,26/05/2021,14972287,Negative,0,NA,NA,NA,NA,NA,NA,8.09,NA,4369797,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-05-27,28/05/2021,14974512,Negative,0,NA,NA,NA,NA,NA,NA,14.21,NA,2614893.4,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-06-02,03/06/2021,14981511,Negative,0,NA,NA,NA,NA,NA,NA,21.91,NA,1762130.6,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-06-03,04/06/2021,14995324,Negative,0,NA,NA,NA,NA,NA,NA,26.13,NA,1500745.5,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-06-07,09/06/2021,15013781,Weak Positive,532.4576,0,1064.915,NA,532.4576,753.0088,NA,24.01,NA,1621078.6,0.2090978,SEPA,1,-1.5649531899
Dumfries and Galloway,Lockerbie,2021-06-10,11/06/2021,15020402,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,25.66,NA,1525782.3,NA,SEPA,1,NA
Dumfries and Galloway,Lockerbie,2021-06-15,17/06/2021,15042164,Weak Positive,677.9046,0,1355.809,NA,677.9046,958.7018,NA,18.87,NA,2019161,0.3315888,SEPA,1,-1.1038597156
Dumfries and Galloway,Lockerbie,2021-06-18,21/06/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-06-22,23/06/2021,15070141,Negative,0,NA,NA,NA,NA,NA,NA,29.46,NA,1345306.5,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-06-24,25/06/2021,15057408,Negative,0,0,0,NA,0,0,NA,27.79,NA,1418808.5,0,SEPA,1,-5
Dumfries and Galloway,Lockerbie,2021-07-01,02/07/2021,15092703,Positive,35228,36009.56,34446.53,NA,35228.05,1105.228,NA,30.76,NA,1293380.6,11.03762,SEPA,1,2.4013089908
Dumfries and Galloway,Lockerbie,2021-07-05,06/07/2021,15111593,Positive,150459,113577.2,187342.6,NA,150459.9,52160.07,NA,23.19,NA,1673249.5,60.98764,SEPA - Low Volume,1,4.1106711472
Dumfries and Galloway,Lockerbie,2021-07-07,08/07/2021,15118187,Positive,45736,46810.49,44662.32,NA,45736.41,1518.983,NA,25.24,NA,1548909.2,17.16123,SEPA - Low Volume,1,2.8426525651
Dumfries and Galloway,Lockerbie,2021-07-13,14/07/2021,15143484,Positive (DNQ),6773.463,11059.8,2487.13,NA,6773.463,6061.79,NA,25.52,NA,1533410.4,2.516109,SEPA - Low Volume,1,0.92271379
Dumfries and Galloway,Lockerbie,2021-07-19,20/07/2021,15164643,Positive,10002,7662.235,12342.7,NA,10002.47,3309.587,NA,30.22,NA,1314431.3,3.18497,SEPA - Low Volume,1,1.1584427209
Dumfries and Galloway,Lockerbie,2021-07-21,26/07/2021,15168217,Positive,59426,65250.27,53603.46,NA,59426.86,8235.538,NA,29.27,NA,1353264.6,19.48165,SEPA - Low Volume,1,2.9694732378
Dumfries and Galloway,Lockerbie,2021-08-03,04/08/2021,15211152,Positive,11581,9333.829,13828.54,NA,11581.18,3178.241,NA,35.39,NA,1138198.6,3.193239,SEPA - Low Volume,1,1.1610356247
Dumfries and Galloway,Lockerbie,2021-08-05,06/08/2021,15217973,Positive,128092,134688.3,121496.1,NA,128092.2,9328.35,NA,32.35,NA,1235305.4,38.33163,SEPA - Low Volume,1,3.646275486
Dumfries and Galloway,Lockerbie,2021-08-10,11/08/2021,15188427,Positive,60015,58537,61494,NA,60015.5,2090.915,NA,18.03,NA,2104737.6,30.60002,SEPA - Low Volume,1,3.4210006508
Dumfries and Galloway,Lockerbie,2021-08-11,12/08/2021,15194135,Positive,50005,54057,45953,NA,50005,5730.393,NA,21.96,NA,1758473,21.30146,SEPA - Low Volume,1,3.0587757811
Dumfries and Galloway,Lockerbie,2021-08-17,18/08/2021,15253214,Positive,178935,167902.4,189968.4,NA,178935.4,15603.03,NA,26.67,NA,1473021.8,63.85073,SEPA - Low Volume,1,4.1565479421
Dumfries and Galloway,Lockerbie,2021-08-19,20/08/2021,15258165,Positive,202616,202684.4,202549.3,NA,202616.8,95.51918,NA,26.84,NA,1464514.7,71.88356,SEPA - Low Volume,1,4.2750476315
