,Site,Year,Week,x
2320,Blackwood,2021,21,17432
2321,Blairgowrie,2021,21,NA
2322,Boness,2021,21,1409.5
2323,Bonnybridge,2021,21,26916
2324,Bothwellbank,2021,21,7115
2325,Bowhouse,2021,21,432
2326,Carbarns,2021,21,5025
2327,Coldstream,2021,21,482.5
2328,Cumnock,2021,21,1377
2329,Cupar,2021,21,0
2330,Dalbeattie,2021,21,0
2331,Daldowie,2021,21,19115
2332,Dalmuir,2021,21,23371
2333,Denny,2021,21,6579.5
2334,Dunbar,2021,21,6695
2335,Dunblane,2021,21,53386
2336,Dunfermline,2021,21,6486.5
2337,Dunnswood,2021,21,4653
2338,Duns,2021,21,0
2339,East Calder,2021,21,13357
2340,Ellon,2021,21,3901
2341,Eyemouth,2021,21,0
2342,Fairlie,2021,21,212
2343,Falkirk,2021,21,6424
2344,Fauldhouse,2021,21,1172.5
2345,Forfar,2021,21,2877.5
2346,Forres,2021,21,16531.5
2347,Fort William,2021,21,12859.5
2348,Fraserburgh,2021,21,182
2349,Galashiels,2021,21,1127
2350,Girvan,2021,21,0
2351,Grantown on Spey,2021,21,0
2352,Guardbridge,2021,21,0
2353,Hamilton,2021,21,16543.5
2354,Harthill,2021,21,3208
2355,Hatton,2021,21,12309.5
2356,Hatton - Fintry East,2021,21,1136.5
2357,Hatton - Fintry North,2021,21,31354.5
2358,Hatton - Fintry West,2021,21,1141.5
2359,Hawick,2021,21,398
2360,Helensburgh,2021,21,3009
2361,Inverclyde,2021,21,5142
2362,Inverurie,2021,21,5480
2363,Ironmill Bay,2021,21,7046
2364,Kelso,2021,21,0
2365,Kincardine,2021,21,6484.5
2366,Kirkcaldy,2021,21,12932
2367,Kirkwall,2021,21,158.5
2368,Lanark,2021,21,2822
2369,Langholm,2021,21,0
2370,Largs,2021,21,0
2371,Lerwick,2021,21,NA
2372,Lesmahagow,2021,21,1958
2373,Levenmouth,2021,21,2085.5
2374,Linlithgow,2021,21,739
2375,Lockerbie,2021,21,0
2376,Lossiemouth,2021,21,3344
2377,Mauldslie,2021,21,8646
2378,Maybole,2021,21,0
2379,Meadowhead,2021,21,17788.3333333333
2380,Meadowhead - Kilmarnock HMP,2021,21,3429.5
2381,Nairn,2021,21,NA
2382,Neilston,2021,21,2654
2383,New Cumnock,2021,21,4061
2384,Newburgh,2021,21,0
2385,Newport & Tayport,2021,21,0
2386,Newtown St Boswell,2021,21,1274
2387,Nigg,2021,21,6133.33333333333
2388,Nigg - Torry,2021,21,0
2389,Paisley,2021,21,20738
2390,Paisley - Blackhall,2021,21,163942
2391,Paisley - Brediland,2021,21,7612.5
2392,Peebles,2021,21,0
2393,Penicuik,2021,21,90792
2394,Persley - Northfield,2021,21,0
2395,Perth,2021,21,11609.5
2396,Peterhead,2021,21,1098
2397,Philipshill,2021,21,20816
2398,Sanquhar,2021,21,1025
2399,Seafield,2021,21,21736.6666666667
2400,Selkirk,2021,21,0
2401,Shieldhall,2021,21,50553.5
2402,Shieldhall - Barrhead,2021,21,32991
2403,Shieldhall - Gorbals,2021,21,151453.5
2404,Shieldhall - Govanhill,2021,21,177504.5
2405,Shotts,2021,21,2002
2406,Skellyton,2021,21,29114
2407,Springfield,2021,21,0
2408,St Andrews,2021,21,3781.5
2409,Stevenston,2021,21,6577.5
2410,Stevenston - Stevenston East,2021,21,381836
2411,Stevenston - Stevenston West,2021,21,7962
2412,Stirling,2021,21,1557
2413,Stonehouse,2021,21,0
2414,Stornoway,2021,21,0
2415,Strathaven,2021,21,2443
2416,Tillicoultry,2021,21,2671.5
2417,Troqueer,2021,21,0
2418,Turriff,2021,21,3743
2419,Whitburn,2021,21,483
2420,Winchburgh,2021,21,24420.5
2421,Annan,2020,22,0
2422,Carbarns,2020,22,0
2423,Dalmuir,2020,22,569
2424,Dunfermline,2020,22,0
2425,Hatton,2020,22,1752
2426,Levenmouth,2020,22,0
2427,Nigg,2020,22,0
2428,Philipshill,2020,22,0
2429,Shieldhall,2020,22,1462
2430,Allanfearn,2021,22,745.5
2431,Allers,2021,22,12959
2432,Alloa,2021,22,41124
2433,Alva,2021,22,98068.5
2434,Annan,2021,22,11180
2435,Ardoch,2021,22,1747.5
2436,Armadale,2021,22,19098
2437,Banchory,2021,22,491
2438,Banff,2021,22,3378
2439,Bathgate,2021,22,16904
2440,Blackburn,2021,22,41432.5
2441,Blackridge,2021,22,16923
2442,Blackwood,2021,22,36023
2443,Blairgowrie,2021,22,13043
2444,Boness,2021,22,5957.5
2445,Bonnybridge,2021,22,26921
2446,Bothwellbank,2021,22,11258
2447,Bowhouse,2021,22,1235.5
2448,Carbarns,2021,22,12397
2449,Coldstream,2021,22,799
2450,Cumnock,2021,22,43794
2451,Cupar,2021,22,1915
2452,Dalbeattie,2021,22,0
2453,Daldowie,2021,22,10724
2454,Dalmuir,2021,22,58757
2455,Dalmuir - Auchinairn (6298),2021,22,24781
2456,Dalmuir - Auchinairn (6330),2021,22,11109
2457,Dalmuir - Clydebank,2021,22,76376
2458,Denny,2021,22,2157.5
2459,Dunbar,2021,22,NA
2460,Dunblane,2021,22,7144
2461,Dunfermline,2021,22,4198.5
2462,Dunnswood,2021,22,8219
2463,Duns,2021,22,476.5
2464,East Calder,2021,22,12126.5
2465,Ellon,2021,22,151.5
2466,Eyemouth,2021,22,0
2467,Fairlie,2021,22,266
2468,Falkirk,2021,22,6178.5
2469,Fauldhouse,2021,22,30551.5
2470,Forfar,2021,22,4043.5
2471,Forres,2021,22,7889.5
2472,Fort William,2021,22,39183
2473,Fraserburgh,2021,22,223
2474,Galashiels,2021,22,0
2475,Girvan,2021,22,2259
2476,Grantown on Spey,2021,22,0
2477,Guardbridge,2021,22,1224.5
2478,Hamilton,2021,22,27673.5
2479,Harthill,2021,22,0
2480,Hatton,2021,22,30918.6666666667
2481,Hatton - Fintry East,2021,22,2449.5
2482,Hatton - Fintry North,2021,22,22880.5
2483,Hatton - Fintry West,2021,22,18241.5
2484,Helensburgh,2021,22,7290
2485,Huntly,2021,22,301
2486,Inverclyde,2021,22,14763.3333333333
2487,Inverclyde - Gourock,2021,22,144433
2488,Inverurie,2021,22,10530
2489,Ironmill Bay,2021,22,28050
2490,Kelso,2021,22,0
2491,Kincardine,2021,22,17129
2492,Kirkcaldy,2021,22,48594
2493,Kirkwall,2021,22,0
2494,Lanark,2021,22,40004
2495,Langholm,2021,22,0
2496,Largs,2021,22,346
2497,Lerwick,2021,22,2155.5
2498,Lesmahagow,2021,22,0
2499,Levenmouth,2021,22,10352.5
2500,Linlithgow,2021,22,1265
2501,Loch Ryan,2021,22,0
2502,Lockerbie,2021,22,0
2503,Lossiemouth,2021,22,1677
2504,Mauldslie,2021,22,2155
2505,Maybole,2021,22,0
2506,Meadowhead,2021,22,35870.6666666667
2507,Meadowhead - Kilmarnock HMP,2021,22,4887
2508,Nairn,2021,22,0
2509,Neilston,2021,22,4585
2510,New Cumnock,2021,22,1624
2511,Newburgh,2021,22,1595
2512,Newport & Tayport,2021,22,9759
2513,Newtown St Boswell,2021,22,10669
2514,Nigg,2021,22,13565
2515,Paisley,2021,22,37866
2516,Paisley - Blackhall,2021,22,45619.5
2517,Paisley - Brediland,2021,22,451
2518,Peebles,2021,22,0
2519,Penicuik,2021,22,30379
2520,Perth,2021,22,32989
2521,Peterhead,2021,22,1757
2522,Philipshill,2021,22,46633
2523,Sanquhar,2021,22,1843.5
2524,Seafield,2021,22,46131
2525,Seafield - Cockenzie,2021,22,528.2
2526,Selkirk,2021,22,0
2527,Shieldhall,2021,22,81407
2528,Shieldhall - Barrhead,2021,22,22543.5
2529,Shieldhall - Gorbals,2021,22,18303
2530,Shotts,2021,22,0
2531,Skellyton,2021,22,24463
2532,Springfield,2021,22,854
2533,St Andrews,2021,22,22548.5
2534,Stevenston,2021,22,16957
2535,Stevenston - Stevenston East,2021,22,12575.5
2536,Stevenston - Stevenston West,2021,22,1641
2537,Stirling,2021,22,6532
2538,Stonehouse,2021,22,15034
2539,Stornoway,2021,22,0
2540,Strathaven,2021,22,0
2541,Swinstie,2021,22,1140
2542,Tillicoultry,2021,22,4663
2543,Troqueer,2021,22,1473
2544,Turriff,2021,22,1179
2545,Whitburn,2021,22,15629.5
2546,Winchburgh,2021,22,4575
2547,Allanfearn,2020,23,0
2548,Dunfermline,2020,23,0
2549,Falkirk,2020,23,0
2550,Galashiels,2020,23,0
2551,Hatton,2020,23,1175
2552,Levenmouth,2020,23,0
2553,Nairn,2020,23,0
2554,Nigg,2020,23,0
2555,Philipshill,2020,23,405
2556,Shieldhall,2020,23,845.5
2557,Troqueer,2020,23,0
2558,Allanfearn,2021,23,2384
2559,Allers,2021,23,9470
2560,Alloa,2021,23,53874
2561,Alva,2021,23,57177
2562,Annan,2021,23,NA
2563,Ardoch,2021,23,7418.5
2564,Armadale,2021,23,10945
2565,Aviemore,2021,23,769
2566,Banchory,2021,23,1450
2567,Banff,2021,23,3509.66666666667
2568,Bathgate,2021,23,5091
2569,Blackburn,2021,23,60334
2570,Blackridge,2021,23,17948.5
2571,Blackwood,2021,23,59357
2572,Blairgowrie,2021,23,4231
2573,Boness,2021,23,4450
2574,Bonnybridge,2021,23,13068.5
2575,Bothwellbank,2021,23,10441
2576,Bowhouse,2021,23,5463
2577,Buckie,2021,23,8102
2578,Carbarns,2021,23,27286.5
2579,Coldstream,2021,23,0
2580,Cumnock,2021,23,24304
2581,Cupar,2021,23,562.5
2582,Dalbeattie,2021,23,0
2583,Daldowie,2021,23,10230
2584,Dalmarnock,2021,23,56732
2585,Dalmuir,2021,23,57962
2586,Dalmuir - Auchinairn (6298),2021,23,39685.5
2587,Dalmuir - Auchinairn (6330),2021,23,38931
2588,Dalmuir - Clydebank,2021,23,6310.5
2589,Denny,2021,23,1581
2590,Dunbar,2021,23,39307
2591,Dunblane,2021,23,27148.5
2592,Dunfermline,2021,23,17137.5
2593,Dunnswood,2021,23,20282
2594,Duns,2021,23,367.5
2595,East Calder,2021,23,14772
2596,Ellon,2021,23,0
2597,Eyemouth,2021,23,0
2598,Fairlie,2021,23,1098
2599,Falkirk,2021,23,19289.5
2600,Fauldhouse,2021,23,19377
2601,Forfar,2021,23,52049
2602,Forres,2021,23,3927
2603,Fort William,2021,23,28924
2604,Fraserburgh,2021,23,221
2605,Galashiels,2021,23,2436
2606,Girvan,2021,23,3816
2607,Guardbridge,2021,23,1554
2608,Hamilton,2021,23,21692
2609,Harthill,2021,23,0
2610,Hatton,2021,23,68302
2611,Hatton - Fintry East,2021,23,9481
2612,Hatton - Fintry North,2021,23,35251.5
2613,Hatton - Fintry West,2021,23,638259
2614,Helensburgh,2021,23,3424
2615,Huntly,2021,23,0
2616,Inverclyde,2021,23,12814.5
2617,Inverclyde - Gourock,2021,23,488456
2618,Inverurie,2021,23,1043
2619,Ironmill Bay,2021,23,4003.5
2620,Kelso,2021,23,1469.5
2621,Kincardine,2021,23,NA
2622,Kirkcaldy,2021,23,68596
2623,Kirkwall,2021,23,3218.5
2624,Lanark,2021,23,6425
2625,Langholm,2021,23,0
2626,Largs,2021,23,0
2627,Lerwick,2021,23,543
2628,Lesmahagow,2021,23,0
2629,Levenmouth,2021,23,8199.5
2630,Linlithgow,2021,23,28703
2631,Loch Ryan,2021,23,551.5
2632,Lockerbie,2021,23,532
2633,Lossiemouth,2021,23,0
2634,Mauldslie,2021,23,10347
2635,Maybole,2021,23,5454
2636,Meadowhead,2021,23,78546.3333333333
2637,Meadowhead - Kilmarnock HMP,2021,23,1926
2638,Nairn,2021,23,9999
2639,Neilston,2021,23,6264
2640,New Cumnock,2021,23,18370
2641,Newburgh,2021,23,220
2642,Newport & Tayport,2021,23,25749
2643,Newtown St Boswell,2021,23,1263
2644,Nigg,2021,23,24950
2645,Paisley,2021,23,23996.5
2646,Paisley - Blackhall,2021,23,38513
2647,Paisley - Brediland,2021,23,12637.5
2648,Peebles,2021,23,622
2649,Penicuik,2021,23,102458
2650,Perth,2021,23,40225.5
2651,Peterhead,2021,23,483
2652,Philipshill,2021,23,39946
2653,Sanquhar,2021,23,182288
2654,Seafield,2021,23,68605.6666666667
2655,Seafield - Cockenzie,2021,23,9878.5
2656,Shieldhall,2021,23,NA
2657,Shieldhall - Barrhead,2021,23,29829
2658,Shieldhall - Gorbals,2021,23,103029.5
2659,Shieldhall - Pollockshields West,2021,23,248052.4
2660,Shotts,2021,23,30217
2661,Skellyton,2021,23,34342
2662,Springfield,2021,23,2749.5
2663,St Andrews,2021,23,19768
2664,Stevenston,2021,23,19006.5
2665,Stevenston - Stevenston East,2021,23,9009.5
2666,Stevenston - Stevenston West,2021,23,2195
2667,Stirling,2021,23,1855
2668,Stonehouse,2021,23,36704
2669,Stornoway,2021,23,0
2670,Swinstie,2021,23,38263
2671,Tillicoultry,2021,23,94127
2672,Troqueer,2021,23,1984
2673,Turriff,2021,23,0
2674,Whitburn,2021,23,22068.5
2675,Winchburgh,2021,23,15531.5
2676,Allanfearn,2020,24,0
2677,Dalmuir,2020,24,0
2678,Dunfermline,2020,24,0
2679,Falkirk,2020,24,0
2680,Hawick,2020,24,0
2681,Helensburgh,2020,24,0
2682,Kirkwall,2020,24,0
2683,Lerwick,2020,24,0
2684,Levenmouth,2020,24,0
2685,Nigg,2020,24,0
2686,Shieldhall,2020,24,1162
2687,Troqueer,2020,24,0
2688,Allanfearn,2021,24,8624.75
2689,Allers,2021,24,14018
2690,Alloa,2021,24,32946
2691,Alva,2021,24,41562.5
2692,Annan,2021,24,37858
2693,Ardoch,2021,24,5290
2694,Armadale,2021,24,67787
2695,Aviemore,2021,24,10969
2696,Banchory,2021,24,7755.5
2697,Banff,2021,24,232.666666666667
2698,Bathgate,2021,24,599
2699,Blackburn,2021,24,38499.5
2700,Blackridge,2021,24,23050.5
2701,Blackwood,2021,24,38819
2702,Blairgowrie,2021,24,19224
2703,Boness,2021,24,155
2704,Bonnybridge,2021,24,8529
2705,Bothwellbank,2021,24,17020
2706,Bowhouse,2021,24,19738
2707,Buckie,2021,24,NA
2708,Carbarns,2021,24,23752
2709,Coldstream,2021,24,2471.5
2710,Cumnock,2021,24,17045
2711,Cupar,2021,24,14174.5
2712,Dalbeattie,2021,24,5281
2713,Daldowie,2021,24,50757
2714,Dalmarnock,2021,24,42970.5
2715,Dalmuir,2021,24,28595.5
2716,Dalmuir - Auchinairn (6298),2021,24,973
2717,Dalmuir - Auchinairn (6330),2021,24,46764
2718,Dalmuir - Clydebank,2021,24,4938.5
2719,Denny,2021,24,35974.5
2720,Dunbar,2021,24,9722
2721,Dunblane,2021,24,15835007
2722,Dunfermline,2021,24,25072.5
2723,Duns,2021,24,6951
2724,East Calder,2021,24,12534
2725,Ellon,2021,24,584
2726,Fairlie,2021,24,212.5
2727,Falkirk,2021,24,17207.5
2728,Fauldhouse,2021,24,73529
2729,Forfar,2021,24,44831
2730,Forres,2021,24,31014.5
2731,Fort William,2021,24,10048
2732,Fraserburgh,2021,24,4200.5
2733,Galashiels,2021,24,8766
2734,Girvan,2021,24,8416
2735,Guardbridge,2021,24,4366.5
2736,Hamilton,2021,24,39221
2737,Harthill,2021,24,109664
2738,Hatton,2021,24,43429.6666666667
2739,Hatton - Fintry East,2021,24,341282
2740,Hatton - Fintry North,2021,24,105639.5
2741,Hatton - Fintry West,2021,24,16749
2742,Hawick,2021,24,2845
2743,Helensburgh,2021,24,0
2744,Huntly,2021,24,836
2745,Inverclyde,2021,24,6175
2746,Inverclyde - Gourock,2021,24,67622.5
2747,Inverurie,2021,24,11302.5
2748,Ironmill Bay,2021,24,32813.5
2749,Kelso,2021,24,143
2750,Kincardine,2021,24,NA
2751,Kirkcaldy,2021,24,76697
2752,Kirkwall,2021,24,2858.5
2753,Lanark,2021,24,41809
2754,Langholm,2021,24,0
2755,Largs,2021,24,11646.5
2756,Lerwick,2021,24,3481.5
2757,Lesmahagow,2021,24,6998
2758,Levenmouth,2021,24,10691
2759,Linlithgow,2021,24,6520
2760,Loch Ryan,2021,24,781
2761,Lockerbie,2021,24,339
2762,Lossiemouth,2021,24,2280.66666666667
2763,Mauldslie,2021,24,96411
2764,Maybole,2021,24,28477
2765,Meadowhead,2021,24,25732.3333333333
2766,Meadowhead - Kilmarnock HMP,2021,24,7275
2767,Nairn,2021,24,1608
2768,Neilston,2021,24,6812.5
2769,New Cumnock,2021,24,22739
2770,Newburgh,2021,24,1443.5
2771,Newport & Tayport,2021,24,22865.5
2772,Newtown St Boswell,2021,24,2591
2773,Nigg,2021,24,26676.5
2774,Paisley,2021,24,26198
2775,Paisley - Blackhall,2021,24,80287
2776,Paisley - Brediland,2021,24,243.5
2777,Penicuik,2021,24,50799
2778,Perth,2021,24,52920.5
2779,Peterhead,2021,24,419.5
2780,Philipshill,2021,24,24692
2781,Sanquhar,2021,24,149634
2782,Seafield,2021,24,77748.6666666667
2783,Seafield - Cockenzie,2021,24,15877
2784,Shieldhall,2021,24,27952
2785,Shieldhall - Barrhead,2021,24,2735
2786,Shieldhall - Gorbals,2021,24,15978
2787,Shieldhall - Pollockshields West,2021,24,38181
2788,Shotts,2021,24,12032
2789,Skellyton,2021,24,39901
2790,Springfield,2021,24,11342.5
2791,St Andrews,2021,24,18153
2792,Stevenston,2021,24,18057
2793,Stevenston - Stevenston East,2021,24,4749.5
2794,Stevenston - Stevenston West,2021,24,2901
2795,Stirling,2021,24,7662
2796,Stonehouse,2021,24,6989
2797,Stornoway,2021,24,1487
2798,Swinstie,2021,24,4964
2799,Tillicoultry,2021,24,9012
2800,Troqueer,2021,24,15892.3333333333
2801,Turriff,2021,24,1447.5
2802,Whitburn,2021,24,35746
2803,Winchburgh,2021,24,10431.5
2804,Allanfearn,2020,25,0
2805,Carbarns,2020,25,0
2806,Kirkwall,2020,25,0
2807,Levenmouth,2020,25,0
2808,Shieldhall,2020,25,538
2809,Allanfearn,2021,25,23548.5
2810,Allers,2021,25,77538
2811,Alloa,2021,25,69111
2812,Alva,2021,25,44692.5
2813,Annan,2021,25,13711
2814,Ardoch,2021,25,11299.5
2815,Armadale,2021,25,99278.5
2816,Aviemore,2021,25,26286
2817,Banchory,2021,25,1022.5
2818,Banff,2021,25,3083.66666666667
2819,Bathgate,2021,25,109897.5
2820,Blackburn,2021,25,36486.5
2821,Blackridge,2021,25,37410.5
2822,Blackwood,2021,25,18537
2823,Blairgowrie,2021,25,17855
2824,Boness,2021,25,37804.5
2825,Bonnybridge,2021,25,24122.5
2826,Bothwellbank,2021,25,14392
2827,Bowhouse,2021,25,59703.5
2828,Buckie,2021,25,37956.5
2829,Carbarns,2021,25,44494
2830,Coldstream,2021,25,2535.5
2831,Cumnock,2021,25,22342
2832,Cupar,2021,25,59234
2833,Daldowie,2021,25,41747
2834,Dalmarnock,2021,25,82536.5
2835,Dalmuir,2021,25,116101.5
2836,Dalmuir - Auchinairn (6298),2021,25,19929
2837,Dalmuir - Auchinairn (6330),2021,25,37054.5
2838,Dalmuir - Clydebank,2021,25,84473
2839,Denny,2021,25,20181.5
2840,Dunbar,2021,25,48780
2841,Dunblane,2021,25,103307
2842,Dunfermline,2021,25,88483.5
2843,Dunnswood,2021,25,17425
2844,Duns,2021,25,316
2845,East Calder,2021,25,41337
2846,Ellon,2021,25,9002
2847,Fairlie,2021,25,1474.5
2848,Falkirk,2021,25,26087.5
2849,Fauldhouse,2021,25,164624.5
2850,Forfar,2021,25,23996.5
2851,Forres,2021,25,3036
2852,Fort William,2021,25,39788
2853,Fraserburgh,2021,25,18155.5
2854,Galashiels,2021,25,55898
2855,Girvan,2021,25,2479
2856,Guardbridge,2021,25,2540
2857,Hamilton,2021,25,35312
2858,Harthill,2021,25,16546
2859,Hatton,2021,25,156071.333333333
2860,Hatton - Fintry East,2021,25,231782
2861,Hatton - Fintry North,2021,25,364435
2862,Hatton - Fintry West,2021,25,119202.5
2863,Hawick,2021,25,90782
2864,Helensburgh,2021,25,7004
2865,Huntly,2021,25,14136.5
2866,Inverclyde,2021,25,36714.5
2867,Inverclyde - Gourock,2021,25,120899
2868,Inverurie,2021,25,11722
2869,Ironmill Bay,2021,25,48870.5
2870,Kelso,2021,25,12497
2871,Kincardine,2021,25,NA
2872,Kirkcaldy,2021,25,171459.5
2873,Kirkwall,2021,25,19553
2874,Lanark,2021,25,51084
2875,Langholm,2021,25,3155.5
2876,Largs,2021,25,20690
2877,Lerwick,2021,25,NA
2878,Lesmahagow,2021,25,0
2879,Levenmouth,2021,25,27306.5
2880,Linlithgow,2021,25,22937.5
2881,Loch Ryan,2021,25,2503
2882,Lockerbie,2021,25,0
2883,Lossiemouth,2021,25,3880.5
2884,Mauldslie,2021,25,48573
2885,Maybole,2021,25,4654
2886,Meadowhead,2021,25,67107.3333333333
2887,Meadowhead - Kilmarnock HMP,2021,25,687
2888,Nairn,2021,25,51612
2889,Neilston,2021,25,15809.5
2890,New Cumnock,2021,25,9565
2891,Newburgh,2021,25,28362.5
2892,Newport & Tayport,2021,25,68473
2893,Newtown St Boswell,2021,25,402
2894,Nigg,2021,25,121654.5
2895,Paisley,2021,25,34501
2896,Paisley - Blackhall,2021,25,1069635
2897,Paisley - Brediland,2021,25,54166
2898,Peebles,2021,25,7420
2899,Penicuik,2021,25,112360
2900,Perth,2021,25,46431.5
2901,Peterhead,2021,25,4409.5
2902,Philipshill,2021,25,48232
2903,Sanquhar,2021,25,91303
2904,Seafield,2021,25,80383
2905,Seafield - Cockenzie,2021,25,292763
2906,Shieldhall,2021,25,72382.5
2907,Shieldhall - Barrhead,2021,25,136352.5
2908,Shieldhall - Gorbals,2021,25,78032.5
2909,Shieldhall - Pollockshields West,2021,25,100255.5
2910,Shotts,2021,25,17693
2911,Skellyton,2021,25,163450
2912,Springfield,2021,25,16915.5
2913,St Andrews,2021,25,63126
2914,Stevenston,2021,25,36668.5
2915,Stevenston - Stevenston East,2021,25,195847
2916,Stevenston - Stevenston West,2021,25,8434.5
2917,Stirling,2021,25,1360
2918,Stonehouse,2021,25,28740
2919,Stornoway,2021,25,2089
2920,Swinstie,2021,25,NA
2921,Tillicoultry,2021,25,75248
2922,Troqueer,2021,25,22360
2923,Turriff,2021,25,4563.5
2924,Whitburn,2021,25,105672.5
2925,Winchburgh,2021,25,64144.5
2926,Shieldhall,2020,26,237.8
2927,Allanfearn,2021,26,92686
2928,Allers,2021,26,317623
2929,Alloa,2021,26,81505
2930,Alva,2021,26,76066
2931,Annan,2021,26,61889
2932,Ardoch,2021,26,20484
2933,Armadale,2021,26,296756.5
2934,Banchory,2021,26,11440
2935,Banff,2021,26,58885.5
2936,Bathgate,2021,26,460664
2937,Blackburn,2021,26,155819
2938,Blackridge,2021,26,70590
2939,Blackwood,2021,26,17746
2940,Blairgowrie,2021,26,26308
2941,Boness,2021,26,96230.5
2942,Bonnybridge,2021,26,177681
2943,Bothwellbank,2021,26,25530
2944,Bowhouse,2021,26,31723
2945,Buckie,2021,26,64359
2946,Carbarns,2021,26,174552
2947,Coldstream,2021,26,151097.5
2948,Cumnock,2021,26,145126
2949,Cupar,2021,26,118531
2950,Dalbeattie,2021,26,2340
2951,Daldowie,2021,26,39220
2952,Dalmarnock,2021,26,212515.5
2953,Dalmuir - Auchinairn (6298),2021,26,239608
2954,Dalmuir - Auchinairn (6330),2021,26,93348
2955,Dalmuir - Clydebank,2021,26,310324.5
2956,Denny,2021,26,55968
2957,Dunbar,2021,26,126039
2958,Dunblane,2021,26,252254
2959,Dunfermline,2021,26,289435
2960,Dunnswood,2021,26,209630
2961,Duns,2021,26,30459
2962,East Calder,2021,26,47530
2963,Ellon,2021,26,11234.5
2964,Fairlie,2021,26,3104
2965,Falkirk,2021,26,151617
2966,Fauldhouse,2021,26,249993
2967,Forfar,2021,26,31129
2968,Forres,2021,26,190155
2969,Fort William,2021,26,43208
2970,Fraserburgh,2021,26,107879
2971,Galashiels,2021,26,3505
2972,Girvan,2021,26,45338
2973,Guardbridge,2021,26,9326
2974,Hamilton,2021,26,212218
2975,Harthill,2021,26,140820
2976,Hatton,2021,26,216362.5
2977,Hatton - Fintry East,2021,26,22523108.5
2978,Hatton - Fintry North,2021,26,544050
2979,Hatton - Fintry West,2021,26,502918
2980,Hawick,2021,26,36586
2981,Helensburgh,2021,26,3253
2982,Huntly,2021,26,18040
2983,Inverclyde,2021,26,93789
2984,Inverclyde - Gourock,2021,26,292274
2985,Inverurie,2021,26,28795
2986,Ironmill Bay,2021,26,277173.5
2987,Kelso,2021,26,44622.5
2988,Kincardine,2021,26,6057.5
2989,Kirkcaldy,2021,26,243596
2990,Kirkwall,2021,26,9078.5
2991,Lanark,2021,26,27687
2992,Langholm,2021,26,175574.5
2993,Largs,2021,26,33814.5
2994,Lerwick,2021,26,4534
2995,Lesmahagow,2021,26,6813
2996,Levenmouth,2021,26,154741
2997,Linlithgow,2021,26,58203.5
2998,Lockerbie,2021,26,35228
2999,Lossiemouth,2021,26,6192
3000,Mauldslie,2021,26,20158
3001,Maybole,2021,26,85800
3002,Meadowhead,2021,26,54177
3003,Meadowhead - Kilmarnock HMP,2021,26,239835
3004,Nairn,2021,26,87833
3005,Neilston,2021,26,16814.5
3006,New Cumnock,2021,26,145337
3007,Newburgh,2021,26,38383
3008,Newport & Tayport,2021,26,77043.5
3009,Newtown St Boswell,2021,26,6954.5
3010,Nigg,2021,26,269398
3011,Paisley,2021,26,82772
3012,Paisley - Blackhall,2021,26,279163
3013,Paisley - Brediland,2021,26,19145
3014,Peebles,2021,26,8945
3015,Penicuik,2021,26,263935
3016,Perth,2021,26,65651
3017,Peterhead,2021,26,9139.5
3018,Philipshill,2021,26,186421
3019,Sanquhar,2021,26,44717
3020,Seafield,2021,26,408015.5
3021,Seafield - Cockenzie,2021,26,1185244.5
3022,Selkirk,2021,26,48792.5
3023,Shieldhall,2021,26,139365.5
3024,Shieldhall - Barrhead,2021,26,231946.5
3025,Shieldhall - Gorbals,2021,26,185635.5
3026,Shieldhall - Pollockshields West,2021,26,160395.5
3027,Shotts,2021,26,98613
3028,Skellyton,2021,26,220162
3029,Springfield,2021,26,5300
3030,Stevenston,2021,26,50685
3031,Stevenston - Stevenston East,2021,26,265410
3032,Stevenston - Stevenston West,2021,26,58539
3033,Stirling,2021,26,26965
3034,Stonehouse,2021,26,11068
3035,Stornoway,2021,26,0
3036,Swinstie,2021,26,33704
3037,Tillicoultry,2021,26,12294
3038,Troqueer,2021,26,63443
3039,Turriff,2021,26,20755.5
3040,Whitburn,2021,26,75519
3041,Winchburgh,2021,26,66275
3042,Allanfearn,2020,27,0
3043,Dalmuir,2020,27,0
3044,Galashiels,2020,27,0
3045,Hawick,2020,27,0
3046,Levenmouth,2020,27,0
3047,Nigg,2020,27,0
3048,Peebles,2020,27,0
3049,Shieldhall,2020,27,0
3050,Stirling,2020,27,0
3051,Allanfearn,2021,27,156193.25
3052,Allers,2021,27,274111
3053,Alloa,2021,27,75838.5
3054,Alva,2021,27,72262.5
