Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Fife,Dunfermline,01/11/2021,10k - 100k,69986,Positive,112787,108 days
Fife,Dunfermline,08/11/2021,10k - 100k,69986,Positive,158798,101 days
Fife,Dunfermline,10/11/2021,10k - 100k,69986,Positive,132662,99 days
Fife,Dunfermline,12/11/2021,10k - 100k,69986,Positive,332454,97 days
Fife,Dunfermline,15/11/2021,10k - 100k,69986,Positive,583109,94 days
Fife,Dunfermline,17/11/2021,10k - 100k,69986,Positive,336767,92 days
Fife,Dunfermline,19/11/2021,10k - 100k,69986,Positive,403151,90 days
Fife,Dunfermline,23/11/2021,10k - 100k,69986,Positive,176911,86 days
Fife,Dunfermline,24/11/2021,10k - 100k,69986,Positive,127526,85 days
Fife,Dunfermline,06/12/2021,10k - 100k,69986,Positive,375256,73 days
Fife,Dunfermline,10/12/2021,10k - 100k,69986,Positive,97888,69 days
Fife,Dunfermline,13/12/2021,10k - 100k,69986,Positive,138049,66 days
Fife,Dunfermline,15/12/2021,10k - 100k,69986,Positive,346388,64 days
Fife,Dunfermline,17/12/2021,10k - 100k,69986,Positive,388732,62 days
Fife,Dunfermline,20/12/2021,10k - 100k,69986,Positive,452435,59 days
Fife,Dunfermline,29/12/2021,10k - 100k,69986,Positive,316913,50 days
Fife,Dunfermline,04/01/2022,10k - 100k,69986,Positive,139631,44 days
Fife,Dunfermline,05/01/2022,10k - 100k,69986,Positive,188531,43 days
Fife,Dunfermline,07/01/2022,10k - 100k,69986,Positive,168179,41 days
Fife,Dunfermline,10/01/2022,10k - 100k,69986,Positive,343029,38 days
Fife,Dunfermline,12/01/2022,10k - 100k,69986,Positive,107498,36 days
Fife,Dunfermline,14/01/2022,10k - 100k,69986,Positive,282218,34 days
Fife,Dunfermline,17/01/2022,10k - 100k,69986,Positive,61893,31 days
Fife,Dunfermline,19/01/2022,10k - 100k,69986,Positive,200467,29 days
Fife,Dunfermline,21/01/2022,10k - 100k,69986,Positive,277977,27 days
Fife,Dunfermline,24/01/2022,10k - 100k,69986,Positive,170343,24 days
Fife,Dunfermline,25/01/2022,10k - 100k,69986,Positive,326046,23 days
Fife,Dunfermline,27/01/2022,10k - 100k,69986,Positive,39634,21 days
Fife,Dunfermline,31/01/2022,10k - 100k,69986,Positive,232081,17 days
Fife,Dunfermline,02/02/2022,10k - 100k,69986,Positive,66730,15 days
Fife,Dunfermline,04/02/2022,10k - 100k,69986,Positive,351659,13 days
Fife,Dunfermline,07/02/2022,10k - 100k,69986,Positive,150958,10 days
Fife,Dunfermline,09/02/2022,10k - 100k,69986,Positive,389794,8 days
Fife,Guardbridge,29/01/2021,4k - 10k,4599,Positive (DNQ),2202,384 days
Fife,Guardbridge,04/02/2021,4k - 10k,4599,Negative,0,378 days
Fife,Guardbridge,11/02/2021,4k - 10k,4599,Negative,0,371 days
Fife,Guardbridge,12/02/2021,4k - 10k,4599,Negative,0,370 days
Fife,Guardbridge,16/02/2021,4k - 10k,4599,Positive (DNQ),3596,366 days
Fife,Guardbridge,17/02/2021,4k - 10k,4599,Weak Positive,658,365 days
Fife,Guardbridge,23/02/2021,4k - 10k,4599,Positive (DNQ),1463,359 days
Fife,Guardbridge,25/02/2021,4k - 10k,4599,Weak Positive,658,357 days
Fife,Guardbridge,01/03/2021,4k - 10k,4599,Weak Positive,658,353 days
Fife,Guardbridge,02/03/2021,4k - 10k,4599,Positive,22617,352 days
Fife,Guardbridge,09/03/2021,4k - 10k,4599,Positive (DNQ),1379,345 days
Fife,Guardbridge,10/03/2021,4k - 10k,4599,Weak Positive,658,344 days
Fife,Guardbridge,17/03/2021,4k - 10k,4599,Negative,0,337 days
Fife,Guardbridge,18/03/2021,4k - 10k,4599,Negative,0,336 days
Fife,Guardbridge,22/03/2021,4k - 10k,4599,Weak Positive,658,332 days
Fife,Guardbridge,23/03/2021,4k - 10k,4599,Weak Positive,658,331 days
Fife,Guardbridge,30/03/2021,4k - 10k,4599,Positive (DNQ),3234,324 days
Fife,Guardbridge,01/04/2021,4k - 10k,4599,Positive,12726,322 days
Fife,Guardbridge,08/04/2021,4k - 10k,4599,Positive (DNQ),1826,315 days
Fife,Guardbridge,09/04/2021,4k - 10k,4599,Weak Positive,658,314 days
Fife,Guardbridge,14/04/2021,4k - 10k,4599,Negative,0,309 days
Fife,Guardbridge,28/04/2021,4k - 10k,4599,Negative,0,295 days
Fife,Guardbridge,30/04/2021,4k - 10k,4599,Negative,0,293 days
Fife,Guardbridge,04/05/2021,4k - 10k,4599,Negative,0,289 days
Fife,Guardbridge,06/05/2021,4k - 10k,4599,Weak Positive,658,287 days
Fife,Guardbridge,10/05/2021,4k - 10k,4599,Negative,0,283 days
Fife,Guardbridge,14/05/2021,4k - 10k,4599,Negative,0,279 days
Fife,Guardbridge,19/05/2021,4k - 10k,4599,Negative,0,274 days
Fife,Guardbridge,21/05/2021,4k - 10k,4599,Negative,0,272 days
Fife,Guardbridge,25/05/2021,4k - 10k,4599,Negative,0,268 days
Fife,Guardbridge,27/05/2021,4k - 10k,4599,Negative,0,266 days
Fife,Guardbridge,31/05/2021,4k - 10k,4599,Positive (DNQ),1358,262 days
Fife,Guardbridge,03/06/2021,4k - 10k,4599,Weak Positive,658,259 days
Fife,Guardbridge,07/06/2021,4k - 10k,4599,Positive (DNQ),1643,255 days
Fife,Guardbridge,10/06/2021,4k - 10k,4599,Positive (DNQ),1465,252 days
Fife,Guardbridge,14/06/2021,4k - 10k,4599,Positive (DNQ),2881,248 days
Fife,Guardbridge,17/06/2021,4k - 10k,4599,Positive (DNQ),5852,245 days
Fife,Guardbridge,22/06/2021,4k - 10k,4599,Positive (DNQ),2540,240 days
Fife,Guardbridge,28/06/2021,4k - 10k,4599,Positive (DNQ),9326,234 days
Fife,Guardbridge,26/07/2021,4k - 10k,4599,Positive,21239,206 days
Fife,Guardbridge,04/08/2021,4k - 10k,4599,Positive,66984,197 days
Fife,Guardbridge,24/08/2021,4k - 10k,4599,Positive,98646,177 days
Fife,Guardbridge,27/08/2021,4k - 10k,4599,Positive,52329,174 days
Fife,Guardbridge,30/08/2021,4k - 10k,4599,Positive,170267,171 days
Fife,Guardbridge,01/09/2021,4k - 10k,4599,Positive,223510,169 days
Fife,Guardbridge,07/09/2021,4k - 10k,4599,Positive,259003,163 days
Fife,Guardbridge,13/09/2021,4k - 10k,4599,Positive,107561,157 days
Fife,Guardbridge,20/09/2021,4k - 10k,4599,Positive,304640,150 days
Fife,Guardbridge,22/09/2021,4k - 10k,4599,Positive,345793,148 days
Fife,Guardbridge,27/09/2021,4k - 10k,4599,Positive,17893,143 days
Fife,Guardbridge,04/10/2021,4k - 10k,4599,Positive,97005,136 days
Fife,Guardbridge,19/10/2021,4k - 10k,4599,Positive,30622,121 days
Fife,Guardbridge,21/10/2021,4k - 10k,4599,Positive,22499,119 days
Fife,Guardbridge,27/10/2021,4k - 10k,4599,Positive,45664,113 days
Fife,Guardbridge,29/10/2021,4k - 10k,4599,Positive,117259,111 days
Fife,Guardbridge,03/11/2021,4k - 10k,4599,Positive,77185,106 days
Fife,Guardbridge,05/11/2021,4k - 10k,4599,Positive,125148,104 days
Fife,Guardbridge,10/11/2021,4k - 10k,4599,Positive,12779,99 days
Fife,Guardbridge,12/11/2021,4k - 10k,4599,Positive,104128,97 days
Fife,Guardbridge,17/11/2021,4k - 10k,4599,Positive,381549,92 days
Fife,Guardbridge,19/11/2021,4k - 10k,4599,Positive,324265,90 days
Fife,Guardbridge,24/11/2021,4k - 10k,4599,Positive,91161,85 days
Fife,Guardbridge,08/12/2021,4k - 10k,4599,Positive,38625,71 days
Fife,Guardbridge,10/12/2021,4k - 10k,4599,Weak Positive,658,69 days
Fife,Guardbridge,13/12/2021,4k - 10k,4599,Positive,23967,66 days
Fife,Guardbridge,17/12/2021,4k - 10k,4599,Positive,204270,62 days
Fife,Guardbridge,04/01/2022,4k - 10k,4599,Positive,21039,44 days
Fife,Guardbridge,12/01/2022,4k - 10k,4599,Positive,81135,36 days
Fife,Guardbridge,18/01/2022,4k - 10k,4599,Positive,66270,30 days
Fife,Guardbridge,21/01/2022,4k - 10k,4599,Positive,72422,27 days
Fife,Guardbridge,31/01/2022,4k - 10k,4599,Positive,32350,17 days
Fife,Guardbridge,02/02/2022,4k - 10k,4599,Positive,92104,15 days
Fife,Guardbridge,07/02/2022,4k - 10k,4599,Positive,51265,10 days
Fife,Ironmill Bay,29/01/2021,10k - 100k,17128,Positive (DNQ),8982,384 days
Fife,Ironmill Bay,03/02/2021,10k - 100k,17128,Positive (DNQ),6896,379 days
Fife,Ironmill Bay,10/02/2021,10k - 100k,17128,Weak Positive,658,372 days
Fife,Ironmill Bay,24/02/2021,10k - 100k,17128,Positive (DNQ),4394,358 days
Fife,Ironmill Bay,25/02/2021,10k - 100k,17128,Positive (DNQ),7577,357 days
Fife,Ironmill Bay,02/03/2021,10k - 100k,17128,Positive,16289,352 days
Fife,Ironmill Bay,03/03/2021,10k - 100k,17128,Positive,25655,351 days
Fife,Ironmill Bay,08/03/2021,10k - 100k,17128,Positive,27376,346 days
Fife,Ironmill Bay,09/03/2021,10k - 100k,17128,Positive,17973,345 days
Fife,Ironmill Bay,17/03/2021,10k - 100k,17128,Positive (DNQ),8734,337 days
Fife,Ironmill Bay,19/03/2021,10k - 100k,17128,Positive,17165,335 days
Fife,Ironmill Bay,25/03/2021,10k - 100k,17128,Positive,16172,329 days
Fife,Ironmill Bay,26/03/2021,10k - 100k,17128,Positive (DNQ),2644,328 days
Fife,Ironmill Bay,29/03/2021,10k - 100k,17128,Positive,96596,325 days
Fife,Ironmill Bay,30/03/2021,10k - 100k,17128,Positive,25497,324 days
Fife,Ironmill Bay,06/04/2021,10k - 100k,17128,Positive (DNQ),2745,317 days
Fife,Ironmill Bay,09/04/2021,10k - 100k,17128,Positive (DNQ),2456,314 days
Fife,Ironmill Bay,15/04/2021,10k - 100k,17128,Positive (DNQ),4474,308 days
Fife,Ironmill Bay,27/04/2021,10k - 100k,17128,Positive (DNQ),2944,296 days
Fife,Ironmill Bay,30/04/2021,10k - 100k,17128,Negative,0,293 days
Fife,Ironmill Bay,05/05/2021,10k - 100k,17128,Negative,0,288 days
Fife,Ironmill Bay,07/05/2021,10k - 100k,17128,Weak Positive,658,286 days
Fife,Ironmill Bay,10/05/2021,10k - 100k,17128,Positive,55175,283 days
Fife,Ironmill Bay,12/05/2021,10k - 100k,17128,Positive (DNQ),4111,281 days
Fife,Ironmill Bay,17/05/2021,10k - 100k,17128,Weak Positive,658,276 days
Fife,Ironmill Bay,20/05/2021,10k - 100k,17128,Weak Positive,658,273 days
Fife,Ironmill Bay,24/05/2021,10k - 100k,17128,Positive (DNQ),6623,269 days
Fife,Ironmill Bay,27/05/2021,10k - 100k,17128,Positive (DNQ),7470,266 days
Fife,Ironmill Bay,01/06/2021,10k - 100k,17128,Positive,47510,261 days
Fife,Ironmill Bay,04/06/2021,10k - 100k,17128,Positive (DNQ),8591,258 days
Fife,Ironmill Bay,08/06/2021,10k - 100k,17128,Positive (DNQ),4462,254 days
Fife,Ironmill Bay,11/06/2021,10k - 100k,17128,Positive (DNQ),3545,251 days
Fife,Ironmill Bay,15/06/2021,10k - 100k,17128,Positive (DNQ),11421,247 days
Fife,Ironmill Bay,18/06/2021,10k - 100k,17128,Positive,54207,244 days
Fife,Ironmill Bay,23/06/2021,10k - 100k,17128,Positive,17134,239 days
Fife,Ironmill Bay,25/06/2021,10k - 100k,17128,Positive,80608,237 days
Fife,Ironmill Bay,29/06/2021,10k - 100k,17128,Positive,80220,233 days
Fife,Ironmill Bay,01/07/2021,10k - 100k,17128,Positive,474129,231 days
Fife,Ironmill Bay,05/07/2021,10k - 100k,17128,Positive,12171,227 days
Fife,Ironmill Bay,09/07/2021,10k - 100k,17128,Positive,11393,223 days
Fife,Ironmill Bay,13/07/2021,10k - 100k,17128,Positive,52641,219 days
Fife,Ironmill Bay,16/07/2021,10k - 100k,17128,Positive,64265,216 days
Fife,Ironmill Bay,20/07/2021,10k - 100k,17128,Positive,82606,212 days
Fife,Ironmill Bay,23/07/2021,10k - 100k,17128,Positive,64945,209 days
Fife,Ironmill Bay,27/07/2021,10k - 100k,17128,Positive,89533,205 days
Fife,Ironmill Bay,04/08/2021,10k - 100k,17128,Positive (DNQ),8307,197 days
Fife,Ironmill Bay,02/09/2021,10k - 100k,17128,Positive,77368,168 days
Fife,Ironmill Bay,07/09/2021,10k - 100k,17128,Positive,152882,163 days
Fife,Ironmill Bay,09/09/2021,10k - 100k,17128,Positive,143080,161 days
Fife,Ironmill Bay,15/09/2021,10k - 100k,17128,Positive,43108,155 days
Fife,Ironmill Bay,01/10/2021,10k - 100k,17128,Positive,42402,139 days
Fife,Ironmill Bay,19/10/2021,10k - 100k,17128,Positive,9926,121 days
Fife,Ironmill Bay,21/10/2021,10k - 100k,17128,Positive,21411,119 days
Fife,Ironmill Bay,25/10/2021,10k - 100k,17128,Positive,76349,115 days
Fife,Ironmill Bay,29/10/2021,10k - 100k,17128,Positive,59823,111 days
Fife,Ironmill Bay,01/11/2021,10k - 100k,17128,Positive,52604,108 days
Fife,Ironmill Bay,04/11/2021,10k - 100k,17128,Positive,150306,105 days
Fife,Ironmill Bay,08/11/2021,10k - 100k,17128,Positive,157498,101 days
Fife,Ironmill Bay,12/11/2021,10k - 100k,17128,Positive,67720,97 days
Fife,Ironmill Bay,15/11/2021,10k - 100k,17128,Positive,117547,94 days
Fife,Ironmill Bay,17/11/2021,10k - 100k,17128,Positive,83908,92 days
Fife,Ironmill Bay,22/11/2021,10k - 100k,17128,Positive,65073,87 days
Fife,Ironmill Bay,30/11/2021,10k - 100k,17128,Positive,71447,79 days
Fife,Ironmill Bay,06/12/2021,10k - 100k,17128,Positive,108802,73 days
Fife,Ironmill Bay,10/12/2021,10k - 100k,17128,Positive,88005,69 days
Fife,Ironmill Bay,14/12/2021,10k - 100k,17128,Positive,105380,65 days
Fife,Ironmill Bay,17/12/2021,10k - 100k,17128,Positive,21121,62 days
Fife,Ironmill Bay,04/01/2022,10k - 100k,17128,Positive,127032,44 days
Fife,Ironmill Bay,06/01/2022,10k - 100k,17128,Positive,141853,42 days
Fife,Ironmill Bay,03/02/2022,10k - 100k,17128,Positive,95011,14 days
Fife,Ironmill Bay,07/02/2022,10k - 100k,17128,Positive,37795,10 days
Fife,Ironmill Bay,10/02/2022,10k - 100k,17128,Positive,109450,7 days
Fife,Kincardine,29/01/2021,2k - 4k,3004,Positive,16877,384 days
Fife,Kincardine,03/02/2021,2k - 4k,3004,Positive,318595,379 days
Fife,Kincardine,10/02/2021,2k - 4k,3004,Positive,231347,372 days
Fife,Kincardine,18/02/2021,2k - 4k,3004,Positive,63554,364 days
Fife,Kincardine,24/02/2021,2k - 4k,3004,Positive,22378,358 days
Fife,Kincardine,25/02/2021,2k - 4k,3004,Positive,51210,357 days
Fife,Kincardine,01/03/2021,2k - 4k,3004,Positive,20759,353 days
Fife,Kincardine,02/03/2021,2k - 4k,3004,Positive (DNQ),3116,352 days
Fife,Kincardine,08/03/2021,2k - 4k,3004,Positive (DNQ),6651,346 days
Fife,Kincardine,09/03/2021,2k - 4k,3004,Positive,47684,345 days
Fife,Kincardine,17/03/2021,2k - 4k,3004,Positive,186539,337 days
Fife,Kincardine,19/03/2021,2k - 4k,3004,Positive,109947,335 days
Fife,Kincardine,25/03/2021,2k - 4k,3004,Positive (DNQ),6115,329 days
Fife,Kincardine,26/03/2021,2k - 4k,3004,Positive (DNQ),2703,328 days
Fife,Kincardine,29/03/2021,2k - 4k,3004,Positive (DNQ),4691,325 days
Fife,Kincardine,30/03/2021,2k - 4k,3004,Negative,0,324 days
Fife,Kincardine,09/04/2021,2k - 4k,3004,Positive,11909,314 days
Fife,Kincardine,12/04/2021,2k - 4k,3004,Positive,27567,311 days
Fife,Kincardine,13/04/2021,2k - 4k,3004,Positive (DNQ),5994,310 days
Fife,Kincardine,27/04/2021,2k - 4k,3004,Weak Positive,658,296 days
Fife,Kincardine,04/05/2021,2k - 4k,3004,Weak Positive,658,289 days
Fife,Kincardine,07/05/2021,2k - 4k,3004,Negative,0,286 days
Fife,Kincardine,10/05/2021,2k - 4k,3004,Negative,0,283 days
Fife,Kincardine,13/05/2021,2k - 4k,3004,Negative,0,280 days
Fife,Kincardine,17/05/2021,2k - 4k,3004,Negative,0,276 days
Fife,Kincardine,21/05/2021,2k - 4k,3004,Positive (DNQ),1843,272 days
Fife,Kincardine,24/05/2021,2k - 4k,3004,Positive (DNQ),1991,269 days
Fife,Kincardine,26/05/2021,2k - 4k,3004,Positive,10978,267 days
Fife,Kincardine,01/06/2021,2k - 4k,3004,Positive,17130,261 days
Fife,Kincardine,29/06/2021,2k - 4k,3004,Positive (DNQ),5822,233 days
Fife,Kincardine,01/07/2021,2k - 4k,3004,Positive (DNQ),6293,231 days
Fife,Kincardine,06/07/2021,2k - 4k,3004,Positive,41041,226 days
Fife,Kirkcaldy,29/01/2021,10k - 100k,51344,Positive,46998,384 days
Fife,Kirkcaldy,03/02/2021,10k - 100k,51344,Positive,12091,379 days
Fife,Kirkcaldy,10/02/2021,10k - 100k,51344,Positive,16042,372 days
Fife,Kirkcaldy,18/02/2021,10k - 100k,51344,Positive,41515,364 days
Fife,Kirkcaldy,19/02/2021,10k - 100k,51344,Positive,21392,363 days
Fife,Kirkcaldy,24/02/2021,10k - 100k,51344,Positive,50616,358 days
Fife,Kirkcaldy,25/02/2021,10k - 100k,51344,Positive,55792,357 days
Fife,Kirkcaldy,02/03/2021,10k - 100k,51344,Positive,18227,352 days
Fife,Kirkcaldy,09/03/2021,10k - 100k,51344,Positive,11416,345 days
Fife,Kirkcaldy,10/03/2021,10k - 100k,51344,Positive (DNQ),6659,344 days
Fife,Kirkcaldy,17/03/2021,10k - 100k,51344,Positive,67888,337 days
Fife,Kirkcaldy,19/03/2021,10k - 100k,51344,Positive,43821,335 days
Fife,Kirkcaldy,25/03/2021,10k - 100k,51344,Positive,27986,329 days
Fife,Kirkcaldy,26/03/2021,10k - 100k,51344,Positive,38507,328 days
Fife,Kirkcaldy,01/04/2021,10k - 100k,51344,Positive,38637,322 days
Fife,Kirkcaldy,02/04/2021,10k - 100k,51344,Positive,71596,321 days
Fife,Kirkcaldy,06/04/2021,10k - 100k,51344,Positive,36378,317 days
Fife,Kirkcaldy,08/04/2021,10k - 100k,51344,Positive,16870,315 days
Fife,Kirkcaldy,15/04/2021,10k - 100k,51344,Positive,15209,308 days
Fife,Kirkcaldy,27/04/2021,10k - 100k,51344,Positive,14655,296 days
Fife,Kirkcaldy,29/04/2021,10k - 100k,51344,Positive (DNQ),8401,294 days
Fife,Kirkcaldy,05/05/2021,10k - 100k,51344,Positive,28928,288 days
Fife,Kirkcaldy,07/05/2021,10k - 100k,51344,Positive,21471,286 days
Fife,Kirkcaldy,10/05/2021,10k - 100k,51344,Positive,14791,283 days
Fife,Kirkcaldy,12/05/2021,10k - 100k,51344,Positive,45828,281 days
Fife,Kirkcaldy,17/05/2021,10k - 100k,51344,Positive,23600,276 days
Fife,Kirkcaldy,25/05/2021,10k - 100k,51344,Positive,15592,268 days
Fife,Kirkcaldy,27/05/2021,10k - 100k,51344,Positive,10273,266 days
Fife,Kirkcaldy,01/06/2021,10k - 100k,51344,Positive (DNQ),4411,261 days
Fife,Kirkcaldy,04/06/2021,10k - 100k,51344,Positive,92777,258 days
Fife,Kirkcaldy,08/06/2021,10k - 100k,51344,Positive,72559,254 days
Fife,Kirkcaldy,11/06/2021,10k - 100k,51344,Positive,64634,251 days
Fife,Kirkcaldy,15/06/2021,10k - 100k,51344,Positive,22248,247 days
Fife,Kirkcaldy,18/06/2021,10k - 100k,51344,Positive,131148,244 days
Fife,Kirkcaldy,23/06/2021,10k - 100k,51344,Positive,182206,239 days
Fife,Kirkcaldy,25/06/2021,10k - 100k,51344,Positive,160714,237 days
Fife,Kirkcaldy,29/06/2021,10k - 100k,51344,Positive,228325,233 days
Fife,Kirkcaldy,01/07/2021,10k - 100k,51344,Positive,258867,231 days
Fife,Kirkcaldy,05/07/2021,10k - 100k,51344,Positive,287426,227 days
Fife,Kirkcaldy,13/07/2021,10k - 100k,51344,Positive,121388,219 days
Fife,Kirkcaldy,16/07/2021,10k - 100k,51344,Positive,189798,216 days
Fife,Kirkcaldy,20/07/2021,10k - 100k,51344,Positive,228267,212 days
Fife,Kirkcaldy,23/07/2021,10k - 100k,51344,Positive,180499,209 days
Fife,Kirkcaldy,27/07/2021,10k - 100k,51344,Positive,136757,205 days
Fife,Kirkcaldy,30/07/2021,10k - 100k,51344,Positive,185980,202 days
Fife,Kirkcaldy,04/08/2021,10k - 100k,51344,Positive,70003,197 days
Fife,Kirkcaldy,12/08/2021,10k - 100k,51344,Positive,157089,189 days
Fife,Kirkcaldy,31/08/2021,10k - 100k,51344,Positive,211211,170 days
Fife,Kirkcaldy,02/09/2021,10k - 100k,51344,Positive,701214,168 days
Fife,Kirkcaldy,07/09/2021,10k - 100k,51344,Positive,1789913,163 days
Fife,Kirkcaldy,09/09/2021,10k - 100k,51344,Positive,552020,161 days
Fife,Kirkcaldy,15/09/2021,10k - 100k,51344,Positive,347557,155 days
Fife,Kirkcaldy,17/09/2021,10k - 100k,51344,Positive,275281,153 days
Fife,Kirkcaldy,21/09/2021,10k - 100k,51344,Positive,344445,149 days
Fife,Kirkcaldy,24/09/2021,10k - 100k,51344,Positive,184320,146 days
Fife,Kirkcaldy,28/09/2021,10k - 100k,51344,Positive,317909,142 days
Fife,Kirkcaldy,01/10/2021,10k - 100k,51344,Positive,90879,139 days
Fife,Kirkcaldy,08/10/2021,10k - 100k,51344,Positive,226509,132 days
Fife,Kirkcaldy,12/10/2021,10k - 100k,51344,Positive,228073,128 days
Fife,Kirkcaldy,14/10/2021,10k - 100k,51344,Positive,283322,126 days
Fife,Kirkcaldy,19/10/2021,10k - 100k,51344,Positive,100587,121 days
Fife,Kirkcaldy,22/10/2021,10k - 100k,51344,Positive,99870,118 days
Fife,Kirkcaldy,25/10/2021,10k - 100k,51344,Positive,176988,115 days
Fife,Kirkcaldy,29/10/2021,10k - 100k,51344,Positive,105941,111 days
Fife,Kirkcaldy,01/11/2021,10k - 100k,51344,Positive,84008,108 days
Fife,Kirkcaldy,03/11/2021,10k - 100k,51344,Positive,128901,106 days
Fife,Kirkcaldy,05/11/2021,10k - 100k,51344,Positive,151488,104 days
Fife,Kirkcaldy,08/11/2021,10k - 100k,51344,Positive,241047,101 days
Fife,Kirkcaldy,10/11/2021,10k - 100k,51344,Positive,195732,99 days
Fife,Kirkcaldy,12/11/2021,10k - 100k,51344,Positive,284015,97 days
Fife,Kirkcaldy,15/11/2021,10k - 100k,51344,Positive,406615,94 days
Fife,Kirkcaldy,17/11/2021,10k - 100k,51344,Positive,210932,92 days
Fife,Kirkcaldy,19/11/2021,10k - 100k,51344,Positive,388796,90 days
Fife,Kirkcaldy,22/11/2021,10k - 100k,51344,Positive,197798,87 days
Fife,Kirkcaldy,24/11/2021,10k - 100k,51344,Positive,303967,85 days
Fife,Kirkcaldy,06/12/2021,10k - 100k,51344,Positive,243509,73 days
Fife,Kirkcaldy,08/12/2021,10k - 100k,51344,Positive,124017,71 days
Fife,Kirkcaldy,14/12/2021,10k - 100k,51344,Positive,274229,65 days
Fife,Kirkcaldy,15/12/2021,10k - 100k,51344,Positive,324202,64 days
Fife,Kirkcaldy,17/12/2021,10k - 100k,51344,Positive,259436,62 days
Fife,Kirkcaldy,20/12/2021,10k - 100k,51344,Positive,291605,59 days
Fife,Kirkcaldy,04/01/2022,10k - 100k,51344,Positive,214742,44 days
Fife,Kirkcaldy,07/01/2022,10k - 100k,51344,Positive,358839,41 days
Fife,Kirkcaldy,10/01/2022,10k - 100k,51344,Positive,336905,38 days
Fife,Kirkcaldy,12/01/2022,10k - 100k,51344,Positive,136398,36 days
Fife,Kirkcaldy,14/01/2022,10k - 100k,51344,Positive,222089,34 days
Fife,Kirkcaldy,17/01/2022,10k - 100k,51344,Positive,262015,31 days
Fife,Kirkcaldy,19/01/2022,10k - 100k,51344,Positive,355085,29 days
Fife,Kirkcaldy,21/01/2022,10k - 100k,51344,Positive,147484,27 days
Fife,Kirkcaldy,24/01/2022,10k - 100k,51344,Positive,177495,24 days
Fife,Kirkcaldy,26/01/2022,10k - 100k,51344,Positive,191567,22 days
Fife,Kirkcaldy,27/01/2022,10k - 100k,51344,Positive,73458,21 days
Fife,Kirkcaldy,02/02/2022,10k - 100k,51344,Positive,65601,15 days
Fife,Kirkcaldy,03/02/2022,10k - 100k,51344,Positive,236609,14 days
Fife,Kirkcaldy,07/02/2022,10k - 100k,51344,Positive,126531,10 days
Fife,Kirkcaldy,09/02/2022,10k - 100k,51344,Positive,186344,8 days
Fife,Levenmouth,28/05/2020,100k +,116205,Negative,0,630 days
Fife,Levenmouth,04/06/2020,100k +,116205,Negative,0,623 days
Fife,Levenmouth,08/06/2020,100k +,116205,Negative,0,619 days
Fife,Levenmouth,09/06/2020,100k +,116205,Negative,0,618 days
Fife,Levenmouth,10/06/2020,100k +,116205,Negative,0,617 days
Fife,Levenmouth,15/06/2020,100k +,116205,Negative,0,612 days
