Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Grampian,Nigg,29/12/2021,100k +,218123,Positive,755787,50 days
Grampian,Nigg,06/01/2022,100k +,218123,Positive,225081,42 days
Grampian,Nigg,07/01/2022,100k +,218123,Positive,387699,41 days
Grampian,Nigg,10/01/2022,100k +,218123,Positive,433102,38 days
Grampian,Nigg,12/01/2022,100k +,218123,Positive,176821,36 days
Grampian,Nigg,13/01/2022,100k +,218123,Positive,179012,35 days
Grampian,Nigg,14/01/2022,100k +,218123,Positive,243907,34 days
Grampian,Nigg,17/01/2022,100k +,218123,Positive,76574,31 days
Grampian,Nigg,18/01/2022,100k +,218123,Positive,119062,30 days
Grampian,Nigg,20/01/2022,100k +,218123,Positive,128362,28 days
Grampian,Nigg,21/01/2022,100k +,218123,Positive,195897,27 days
Grampian,Nigg,24/01/2022,100k +,218123,Positive,122631,24 days
Grampian,Nigg,26/01/2022,100k +,218123,Positive,167674,22 days
Grampian,Nigg,27/01/2022,100k +,218123,Positive,194584,21 days
Grampian,Nigg,28/01/2022,100k +,218123,Positive,106366,20 days
Grampian,Nigg,31/01/2022,100k +,218123,Positive,222799,17 days
Grampian,Nigg,01/02/2022,100k +,218123,Positive,229809,16 days
Grampian,Nigg,02/02/2022,100k +,218123,Positive,230158,15 days
Grampian,Nigg,04/02/2022,100k +,218123,Positive,369643,13 days
Grampian,Nigg,07/02/2022,100k +,218123,Positive,162174,10 days
Grampian,Nigg,09/02/2022,100k +,218123,Positive,183666,8 days
Grampian,Nigg,10/02/2022,100k +,218123,Positive,536705,7 days
Grampian,Persley,01/11/2021,10k - 100k,38352,Positive,180763,108 days
Grampian,Persley,05/11/2021,10k - 100k,38352,Positive,546994,104 days
Grampian,Persley,09/11/2021,10k - 100k,38352,Positive,436904,100 days
Grampian,Persley,11/11/2021,10k - 100k,38352,Positive,132012,98 days
Grampian,Persley,18/11/2021,10k - 100k,38352,Positive,265739,91 days
Grampian,Persley,22/11/2021,10k - 100k,38352,Positive,295004,87 days
Grampian,Persley,24/11/2021,10k - 100k,38352,Positive,393599,85 days
Grampian,Persley,29/11/2021,10k - 100k,38352,Positive,191888,80 days
Grampian,Persley,09/12/2021,10k - 100k,38352,Positive,87794,70 days
Grampian,Persley,14/12/2021,10k - 100k,38352,Positive,119446,65 days
Grampian,Persley,13/01/2022,10k - 100k,38352,Positive,364291,35 days
Grampian,Persley,04/02/2022,10k - 100k,38352,Positive,610173,13 days
Grampian,Persley,07/02/2022,10k - 100k,38352,Positive,144656,10 days
Grampian,Peterhead,25/01/2021,10k - 100k,22492,Positive (DNQ),7597,388 days
Grampian,Peterhead,29/01/2021,10k - 100k,22492,Positive (DNQ),4779,384 days
Grampian,Peterhead,01/02/2021,10k - 100k,22492,Positive,142942,381 days
Grampian,Peterhead,02/02/2021,10k - 100k,22492,Positive,40018,380 days
Grampian,Peterhead,03/02/2021,10k - 100k,22492,Positive,32945,379 days
Grampian,Peterhead,09/02/2021,10k - 100k,22492,Positive (DNQ),8357,373 days
Grampian,Peterhead,11/02/2021,10k - 100k,22492,Weak Positive,658,371 days
Grampian,Peterhead,12/02/2021,10k - 100k,22492,Positive (DNQ),1957,370 days
Grampian,Peterhead,15/02/2021,10k - 100k,22492,Positive (DNQ),5150,367 days
Grampian,Peterhead,18/02/2021,10k - 100k,22492,Positive (DNQ),4926,364 days
Grampian,Peterhead,19/02/2021,10k - 100k,22492,Positive (DNQ),1739,363 days
Grampian,Peterhead,22/02/2021,10k - 100k,22492,Positive (DNQ),7265,360 days
Grampian,Peterhead,23/02/2021,10k - 100k,22492,Weak Positive,658,359 days
Grampian,Peterhead,25/02/2021,10k - 100k,22492,Weak Positive,658,357 days
Grampian,Peterhead,02/03/2021,10k - 100k,22492,Weak Positive,658,352 days
Grampian,Peterhead,03/03/2021,10k - 100k,22492,Weak Positive,658,351 days
Grampian,Peterhead,08/03/2021,10k - 100k,22492,Weak Positive,658,346 days
Grampian,Peterhead,09/03/2021,10k - 100k,22492,Weak Positive,658,345 days
Grampian,Peterhead,11/03/2021,10k - 100k,22492,Weak Positive,658,343 days
Grampian,Peterhead,17/03/2021,10k - 100k,22492,Weak Positive,658,337 days
Grampian,Peterhead,18/03/2021,10k - 100k,22492,Positive (DNQ),1430,336 days
Grampian,Peterhead,19/03/2021,10k - 100k,22492,Positive (DNQ),1896,335 days
Grampian,Peterhead,22/03/2021,10k - 100k,22492,Negative,0,332 days
Grampian,Peterhead,23/03/2021,10k - 100k,22492,Weak Positive,658,331 days
Grampian,Peterhead,25/03/2021,10k - 100k,22492,Weak Positive,658,329 days
Grampian,Peterhead,29/03/2021,10k - 100k,22492,Weak Positive,658,325 days
Grampian,Peterhead,31/03/2021,10k - 100k,22492,Weak Positive,658,323 days
Grampian,Peterhead,02/04/2021,10k - 100k,22492,Weak Positive,658,321 days
Grampian,Peterhead,05/04/2021,10k - 100k,22492,Weak Positive,658,318 days
Grampian,Peterhead,06/04/2021,10k - 100k,22492,Negative,0,317 days
Grampian,Peterhead,09/04/2021,10k - 100k,22492,Negative,0,314 days
Grampian,Peterhead,12/04/2021,10k - 100k,22492,Weak Positive,658,311 days
Grampian,Peterhead,14/04/2021,10k - 100k,22492,Weak Positive,658,309 days
Grampian,Peterhead,22/04/2021,10k - 100k,22492,Negative,0,301 days
Grampian,Peterhead,27/04/2021,10k - 100k,22492,Weak Positive,658,296 days
Grampian,Peterhead,29/04/2021,10k - 100k,22492,Positive (DNQ),1588,294 days
Grampian,Peterhead,03/05/2021,10k - 100k,22492,Positive,17309,290 days
Grampian,Peterhead,04/05/2021,10k - 100k,22492,Positive (DNQ),3428,289 days
Grampian,Peterhead,10/05/2021,10k - 100k,22492,Weak Positive,658,283 days
Grampian,Peterhead,17/05/2021,10k - 100k,22492,Weak Positive,658,276 days
Grampian,Peterhead,19/05/2021,10k - 100k,22492,Negative,0,274 days
Grampian,Peterhead,24/05/2021,10k - 100k,22492,Negative,0,269 days
Grampian,Peterhead,25/05/2021,10k - 100k,22492,Negative,0,268 days
Grampian,Peterhead,27/05/2021,10k - 100k,22492,Positive (DNQ),3294,266 days
Grampian,Peterhead,31/05/2021,10k - 100k,22492,Negative,0,262 days
Grampian,Peterhead,03/06/2021,10k - 100k,22492,Positive (DNQ),3514,259 days
Grampian,Peterhead,09/06/2021,10k - 100k,22492,Weak Positive,658,253 days
Grampian,Peterhead,11/06/2021,10k - 100k,22492,Negative,0,251 days
Grampian,Peterhead,14/06/2021,10k - 100k,22492,Negative,0,248 days
Grampian,Peterhead,18/06/2021,10k - 100k,22492,Weak Positive,658,244 days
Grampian,Peterhead,21/06/2021,10k - 100k,22492,Weak Positive,658,241 days
Grampian,Peterhead,23/06/2021,10k - 100k,22492,Positive (DNQ),7678,239 days
Grampian,Peterhead,28/06/2021,10k - 100k,22492,Positive (DNQ),8047,234 days
Grampian,Peterhead,02/07/2021,10k - 100k,22492,Positive,10232,230 days
Grampian,Peterhead,07/07/2021,10k - 100k,22492,Positive (DNQ),8217,225 days
Grampian,Peterhead,09/07/2021,10k - 100k,22492,Positive (DNQ),8325,223 days
Grampian,Peterhead,16/07/2021,10k - 100k,22492,Positive (DNQ),9080,216 days
Grampian,Peterhead,23/07/2021,10k - 100k,22492,Weak Positive,658,209 days
Grampian,Peterhead,26/07/2021,10k - 100k,22492,Positive,13434,206 days
Grampian,Peterhead,27/07/2021,10k - 100k,22492,Positive,12286,205 days
Grampian,Peterhead,02/08/2021,10k - 100k,22492,Positive (DNQ),8978,199 days
Grampian,Peterhead,03/08/2021,10k - 100k,22492,Weak Positive,658,198 days
Grampian,Peterhead,09/08/2021,10k - 100k,22492,Positive,36189,192 days
Grampian,Peterhead,19/08/2021,10k - 100k,22492,Positive,55752,182 days
Grampian,Peterhead,24/08/2021,10k - 100k,22492,Positive (DNQ),7292,177 days
Grampian,Peterhead,26/08/2021,10k - 100k,22492,Positive,31007,175 days
Grampian,Peterhead,02/09/2021,10k - 100k,22492,Positive,166584,168 days
Grampian,Peterhead,03/09/2021,10k - 100k,22492,Positive,24635,167 days
Grampian,Peterhead,06/09/2021,10k - 100k,22492,Positive,68603,164 days
Grampian,Peterhead,17/09/2021,10k - 100k,22492,Positive,155661,153 days
Grampian,Peterhead,20/09/2021,10k - 100k,22492,Positive,27397,150 days
Grampian,Peterhead,29/09/2021,10k - 100k,22492,Positive,152821,141 days
Grampian,Peterhead,01/10/2021,10k - 100k,22492,Positive,56783,139 days
Grampian,Peterhead,04/10/2021,10k - 100k,22492,Positive,36425,136 days
Grampian,Peterhead,13/10/2021,10k - 100k,22492,Positive,74475,127 days
Grampian,Peterhead,15/10/2021,10k - 100k,22492,Positive,41692,125 days
Grampian,Peterhead,22/10/2021,10k - 100k,22492,Positive,23102,118 days
Grampian,Peterhead,28/10/2021,10k - 100k,22492,Positive,108967,112 days
Grampian,Peterhead,29/10/2021,10k - 100k,22492,Positive,103814,111 days
Grampian,Peterhead,01/11/2021,10k - 100k,22492,Positive,48826,108 days
Grampian,Peterhead,02/11/2021,10k - 100k,22492,Positive,48473,107 days
Grampian,Peterhead,11/11/2021,10k - 100k,22492,Positive,16367,98 days
Grampian,Peterhead,15/11/2021,10k - 100k,22492,Positive,52702,94 days
Grampian,Peterhead,19/11/2021,10k - 100k,22492,Positive,46629,90 days
Grampian,Peterhead,24/11/2021,10k - 100k,22492,Positive,43217,85 days
Grampian,Peterhead,25/11/2021,10k - 100k,22492,Positive,26722,84 days
Grampian,Peterhead,30/11/2021,10k - 100k,22492,Positive,53696,79 days
Grampian,Peterhead,07/12/2021,10k - 100k,22492,Positive,41342,72 days
Grampian,Peterhead,17/12/2021,10k - 100k,22492,Positive,69042,62 days
Grampian,Peterhead,29/12/2021,10k - 100k,22492,Positive,345196,50 days
Grampian,Peterhead,10/01/2022,10k - 100k,22492,Positive,109366,38 days
Grampian,Peterhead,11/01/2022,10k - 100k,22492,Positive,82927,37 days
Grampian,Peterhead,17/01/2022,10k - 100k,22492,Positive,51374,31 days
Grampian,Peterhead,27/01/2022,10k - 100k,22492,Positive,253208,21 days
Grampian,Peterhead,31/01/2022,10k - 100k,22492,Positive,80572,17 days
Grampian,Peterhead,03/02/2022,10k - 100k,22492,Positive,68331,14 days
Grampian,Peterhead,10/02/2022,10k - 100k,22492,Positive,294349,7 days
Grampian,Turriff,12/04/2021,4k - 10k,5501,Negative,0,311 days
Grampian,Turriff,27/04/2021,4k - 10k,5501,Negative,0,296 days
Grampian,Turriff,29/04/2021,4k - 10k,5501,Negative,0,294 days
Grampian,Turriff,06/05/2021,4k - 10k,5501,Negative,0,287 days
Grampian,Turriff,11/05/2021,4k - 10k,5501,Negative,0,282 days
Grampian,Turriff,13/05/2021,4k - 10k,5501,Negative,0,280 days
Grampian,Turriff,19/05/2021,4k - 10k,5501,Positive (DNQ),3254,274 days
Grampian,Turriff,20/05/2021,4k - 10k,5501,Negative,0,273 days
Grampian,Turriff,26/05/2021,4k - 10k,5501,Weak Positive,658,267 days
Grampian,Turriff,28/05/2021,4k - 10k,5501,Positive (DNQ),7021,265 days
Grampian,Turriff,02/06/2021,4k - 10k,5501,Positive (DNQ),2359,260 days
Grampian,Turriff,04/06/2021,4k - 10k,5501,Negative,0,258 days
Grampian,Turriff,11/06/2021,4k - 10k,5501,Negative,0,251 days
Grampian,Turriff,14/06/2021,4k - 10k,5501,Positive (DNQ),1667,248 days
Grampian,Turriff,17/06/2021,4k - 10k,5501,Weak Positive,658,245 days
Grampian,Turriff,21/06/2021,4k - 10k,5501,Weak Positive,658,241 days
Grampian,Turriff,23/06/2021,4k - 10k,5501,Positive (DNQ),8622,239 days
Grampian,Turriff,29/06/2021,4k - 10k,5501,Positive,13049,233 days
Grampian,Turriff,01/07/2021,4k - 10k,5501,Positive,28462,231 days
Grampian,Turriff,09/07/2021,4k - 10k,5501,Positive,28678,223 days
Grampian,Turriff,13/07/2021,4k - 10k,5501,Positive,12378,219 days
Grampian,Turriff,20/07/2021,4k - 10k,5501,Negative,0,212 days
Grampian,Turriff,27/07/2021,4k - 10k,5501,Negative,0,205 days
Grampian,Turriff,29/07/2021,4k - 10k,5501,Weak Positive,658,203 days
Grampian,Turriff,19/08/2021,4k - 10k,5501,Positive,36167,182 days
Grampian,Turriff,27/08/2021,4k - 10k,5501,Positive,24465,174 days
Grampian,Turriff,01/09/2021,4k - 10k,5501,Positive,552931,169 days
Grampian,Turriff,03/09/2021,4k - 10k,5501,Positive,1210042,167 days
Grampian,Turriff,06/09/2021,4k - 10k,5501,Positive,587036,164 days
Grampian,Turriff,30/09/2021,4k - 10k,5501,Positive,42651,140 days
Grampian,Turriff,04/10/2021,4k - 10k,5501,Positive,158347,136 days
Grampian,Turriff,20/10/2021,4k - 10k,5501,Negative,0,120 days
Grampian,Turriff,25/10/2021,4k - 10k,5501,Positive,366347,115 days
Grampian,Turriff,27/10/2021,4k - 10k,5501,Positive,141579,113 days
Grampian,Turriff,01/11/2021,4k - 10k,5501,Positive,23562,108 days
Grampian,Turriff,03/11/2021,4k - 10k,5501,Positive,103859,106 days
Grampian,Turriff,08/11/2021,4k - 10k,5501,Positive,191215,101 days
Grampian,Turriff,10/11/2021,4k - 10k,5501,Positive,66074,99 days
Grampian,Turriff,15/11/2021,4k - 10k,5501,Positive,58608,94 days
Grampian,Turriff,22/11/2021,4k - 10k,5501,Positive,32370,87 days
Grampian,Turriff,24/11/2021,4k - 10k,5501,Positive,130344,85 days
Grampian,Turriff,06/12/2021,4k - 10k,5501,Weak Positive,658,73 days
Grampian,Turriff,04/01/2022,4k - 10k,5501,Positive,21411,44 days
Grampian,Turriff,14/01/2022,4k - 10k,5501,Positive,29275,34 days
Greater Glasgow and Clyde,Ardoch,18/02/2021,10k - 100k,46376,Positive,24194,364 days
Greater Glasgow and Clyde,Ardoch,19/02/2021,10k - 100k,46376,Positive (DNQ),9969,363 days
Greater Glasgow and Clyde,Ardoch,23/02/2021,10k - 100k,46376,Positive (DNQ),4440,359 days
Greater Glasgow and Clyde,Ardoch,25/02/2021,10k - 100k,46376,Positive (DNQ),4022,357 days
Greater Glasgow and Clyde,Ardoch,04/03/2021,10k - 100k,46376,Positive (DNQ),4168,350 days
Greater Glasgow and Clyde,Ardoch,05/03/2021,10k - 100k,46376,Positive (DNQ),4560,349 days
Greater Glasgow and Clyde,Ardoch,11/03/2021,10k - 100k,46376,Positive,13892,343 days
Greater Glasgow and Clyde,Ardoch,12/03/2021,10k - 100k,46376,Positive,35547,342 days
Greater Glasgow and Clyde,Ardoch,18/03/2021,10k - 100k,46376,Positive (DNQ),7551,336 days
Greater Glasgow and Clyde,Ardoch,19/03/2021,10k - 100k,46376,Positive,10917,335 days
Greater Glasgow and Clyde,Ardoch,22/03/2021,10k - 100k,46376,Positive (DNQ),4511,332 days
Greater Glasgow and Clyde,Ardoch,23/03/2021,10k - 100k,46376,Positive,19306,331 days
Greater Glasgow and Clyde,Ardoch,29/03/2021,10k - 100k,46376,Positive (DNQ),4082,325 days
Greater Glasgow and Clyde,Ardoch,02/04/2021,10k - 100k,46376,Positive (DNQ),3113,321 days
Greater Glasgow and Clyde,Ardoch,05/04/2021,10k - 100k,46376,Positive (DNQ),4232,318 days
Greater Glasgow and Clyde,Ardoch,06/04/2021,10k - 100k,46376,Positive (DNQ),2440,317 days
Greater Glasgow and Clyde,Ardoch,12/04/2021,10k - 100k,46376,Positive (DNQ),1551,311 days
Greater Glasgow and Clyde,Ardoch,13/04/2021,10k - 100k,46376,Positive (DNQ),2613,310 days
Greater Glasgow and Clyde,Ardoch,26/04/2021,10k - 100k,46376,Weak Positive,658,297 days
Greater Glasgow and Clyde,Ardoch,28/04/2021,10k - 100k,46376,Positive (DNQ),1427,295 days
Greater Glasgow and Clyde,Ardoch,04/05/2021,10k - 100k,46376,Positive (DNQ),2105,289 days
Greater Glasgow and Clyde,Ardoch,05/05/2021,10k - 100k,46376,Negative,0,288 days
Greater Glasgow and Clyde,Ardoch,10/05/2021,10k - 100k,46376,Negative,0,283 days
Greater Glasgow and Clyde,Ardoch,12/05/2021,10k - 100k,46376,Weak Positive,658,281 days
Greater Glasgow and Clyde,Ardoch,17/05/2021,10k - 100k,46376,Weak Positive,658,276 days
Greater Glasgow and Clyde,Ardoch,19/05/2021,10k - 100k,46376,Negative,0,274 days
Greater Glasgow and Clyde,Ardoch,24/05/2021,10k - 100k,46376,Positive (DNQ),3430,269 days
Greater Glasgow and Clyde,Ardoch,27/05/2021,10k - 100k,46376,Weak Positive,658,266 days
Greater Glasgow and Clyde,Ardoch,31/05/2021,10k - 100k,46376,Positive (DNQ),1499,262 days
Greater Glasgow and Clyde,Ardoch,01/06/2021,10k - 100k,46376,Positive (DNQ),1996,261 days
Greater Glasgow and Clyde,Ardoch,08/06/2021,10k - 100k,46376,Positive (DNQ),6750,254 days
Greater Glasgow and Clyde,Ardoch,11/06/2021,10k - 100k,46376,Positive (DNQ),8087,251 days
Greater Glasgow and Clyde,Ardoch,15/06/2021,10k - 100k,46376,Positive (DNQ),5290,247 days
Greater Glasgow and Clyde,Ardoch,23/06/2021,10k - 100k,46376,Positive,17806,239 days
Greater Glasgow and Clyde,Ardoch,24/06/2021,10k - 100k,46376,Positive (DNQ),4794,238 days
Greater Glasgow and Clyde,Ardoch,29/06/2021,10k - 100k,46376,Positive (DNQ),4017,233 days
Greater Glasgow and Clyde,Ardoch,01/07/2021,10k - 100k,46376,Positive,36952,231 days
Greater Glasgow and Clyde,Ardoch,06/07/2021,10k - 100k,46376,Positive,109671,226 days
Greater Glasgow and Clyde,Ardoch,08/07/2021,10k - 100k,46376,Positive,47294,224 days
Greater Glasgow and Clyde,Ardoch,12/07/2021,10k - 100k,46376,Positive,39350,220 days
Greater Glasgow and Clyde,Ardoch,23/07/2021,10k - 100k,46376,Positive,23398,209 days
Greater Glasgow and Clyde,Ardoch,27/07/2021,10k - 100k,46376,Positive,60784,205 days
Greater Glasgow and Clyde,Ardoch,29/07/2021,10k - 100k,46376,Positive,46946,203 days
Greater Glasgow and Clyde,Ardoch,31/08/2021,10k - 100k,46376,Positive,17081,170 days
Greater Glasgow and Clyde,Ardoch,20/09/2021,10k - 100k,46376,Positive,9838,150 days
Greater Glasgow and Clyde,Ardoch,04/10/2021,10k - 100k,46376,Positive,88637,136 days
Greater Glasgow and Clyde,Ardoch,20/10/2021,10k - 100k,46376,Positive,79077,120 days
Greater Glasgow and Clyde,Ardoch,21/10/2021,10k - 100k,46376,Positive,26394,119 days
Greater Glasgow and Clyde,Ardoch,26/10/2021,10k - 100k,46376,Positive,62746,114 days
Greater Glasgow and Clyde,Ardoch,29/10/2021,10k - 100k,46376,Positive,16082,111 days
Greater Glasgow and Clyde,Ardoch,01/11/2021,10k - 100k,46376,Positive,96798,108 days
Greater Glasgow and Clyde,Ardoch,05/11/2021,10k - 100k,46376,Positive,47328,104 days
Greater Glasgow and Clyde,Ardoch,08/11/2021,10k - 100k,46376,Positive,69405,101 days
Greater Glasgow and Clyde,Ardoch,12/11/2021,10k - 100k,46376,Positive (DNQ),8674,97 days
Greater Glasgow and Clyde,Ardoch,15/11/2021,10k - 100k,46376,Positive,61792,94 days
Greater Glasgow and Clyde,Ardoch,19/11/2021,10k - 100k,46376,Positive,66780,90 days
Greater Glasgow and Clyde,Ardoch,22/11/2021,10k - 100k,46376,Positive,46229,87 days
Greater Glasgow and Clyde,Ardoch,29/11/2021,10k - 100k,46376,Positive,65417,80 days
Greater Glasgow and Clyde,Ardoch,06/12/2021,10k - 100k,46376,Positive,82005,73 days
Greater Glasgow and Clyde,Ardoch,09/12/2021,10k - 100k,46376,Positive,13519,70 days
Greater Glasgow and Clyde,Ardoch,16/12/2021,10k - 100k,46376,Positive,18602,63 days
Greater Glasgow and Clyde,Ardoch,29/12/2021,10k - 100k,46376,Positive,45194,50 days
Greater Glasgow and Clyde,Ardoch,04/01/2022,10k - 100k,46376,Positive,110730,44 days
Greater Glasgow and Clyde,Ardoch,07/01/2022,10k - 100k,46376,Positive,48409,41 days
Greater Glasgow and Clyde,Ardoch,14/01/2022,10k - 100k,46376,Positive,53734,34 days
Greater Glasgow and Clyde,Ardoch,18/01/2022,10k - 100k,46376,Positive,38544,30 days
Greater Glasgow and Clyde,Ardoch,20/01/2022,10k - 100k,46376,Positive,72393,28 days
Greater Glasgow and Clyde,Ardoch,24/01/2022,10k - 100k,46376,Positive,43254,24 days
Greater Glasgow and Clyde,Ardoch,26/01/2022,10k - 100k,46376,Positive,49155,22 days
Greater Glasgow and Clyde,Ardoch,31/01/2022,10k - 100k,46376,Positive,69952,17 days
Greater Glasgow and Clyde,Ardoch,01/02/2022,10k - 100k,46376,Positive,106461,16 days
Greater Glasgow and Clyde,Ardoch,09/02/2022,10k - 100k,46376,Positive,99633,8 days
Greater Glasgow and Clyde,Ardoch,11/02/2022,10k - 100k,46376,Positive,66663,6 days
Greater Glasgow and Clyde,Daldowie,07/01/2021,100k +,211013,Positive,189363,406 days
Greater Glasgow and Clyde,Daldowie,11/01/2021,100k +,211013,Positive,541165,402 days
Greater Glasgow and Clyde,Daldowie,18/01/2021,100k +,211013,Positive,46939,395 days
Greater Glasgow and Clyde,Daldowie,03/02/2021,100k +,211013,Positive,50893,379 days
Greater Glasgow and Clyde,Daldowie,09/02/2021,100k +,211013,Positive,46760,373 days
Greater Glasgow and Clyde,Daldowie,15/02/2021,100k +,211013,Positive,64725,367 days
Greater Glasgow and Clyde,Daldowie,26/02/2021,100k +,211013,Positive,24883,356 days
Greater Glasgow and Clyde,Daldowie,04/03/2021,100k +,211013,Positive,68141,350 days
Greater Glasgow and Clyde,Daldowie,12/03/2021,100k +,211013,Positive,30529,342 days
Greater Glasgow and Clyde,Daldowie,18/03/2021,100k +,211013,Positive,26113,336 days
Greater Glasgow and Clyde,Daldowie,24/03/2021,100k +,211013,Positive,30486,330 days
Greater Glasgow and Clyde,Daldowie,30/03/2021,100k +,211013,Positive,15444,324 days
Greater Glasgow and Clyde,Daldowie,05/04/2021,100k +,211013,Positive (DNQ),9870,318 days
Greater Glasgow and Clyde,Daldowie,12/04/2021,100k +,211013,Positive,39118,311 days
Greater Glasgow and Clyde,Daldowie,26/04/2021,100k +,211013,Positive (DNQ),7387,297 days
Greater Glasgow and Clyde,Daldowie,04/05/2021,100k +,211013,Positive,10344,289 days
Greater Glasgow and Clyde,Daldowie,10/05/2021,100k +,211013,Positive (DNQ),4384,283 days
Greater Glasgow and Clyde,Daldowie,19/05/2021,100k +,211013,Positive,14781,274 days
Greater Glasgow and Clyde,Daldowie,25/05/2021,100k +,211013,Positive,19115,268 days
Greater Glasgow and Clyde,Daldowie,04/06/2021,100k +,211013,Positive (DNQ),10724,258 days
Greater Glasgow and Clyde,Daldowie,07/06/2021,100k +,211013,Positive (DNQ),10230,255 days
Greater Glasgow and Clyde,Daldowie,14/06/2021,100k +,211013,Positive,50758,248 days
Greater Glasgow and Clyde,Daldowie,21/06/2021,100k +,211013,Positive,41747,241 days
Greater Glasgow and Clyde,Daldowie,30/06/2021,100k +,211013,Positive,39221,232 days
Greater Glasgow and Clyde,Daldowie,05/07/2021,100k +,211013,Positive,248915,227 days
Greater Glasgow and Clyde,Daldowie,21/07/2021,100k +,211013,Positive,290884,211 days
Greater Glasgow and Clyde,Daldowie,28/07/2021,100k +,211013,Positive,163726,204 days
Greater Glasgow and Clyde,Daldowie,03/08/2021,100k +,211013,Positive,215042,198 days
Greater Glasgow and Clyde,Daldowie,11/08/2021,100k +,211013,Positive,66182,190 days
Greater Glasgow and Clyde,Daldowie,17/08/2021,100k +,211013,Positive,94983,184 days
Greater Glasgow and Clyde,Daldowie,23/08/2021,100k +,211013,Positive,162267,178 days
Greater Glasgow and Clyde,Daldowie,31/08/2021,100k +,211013,Positive,196525,170 days
Greater Glasgow and Clyde,Daldowie,16/09/2021,100k +,211013,Positive,397204,154 days
Greater Glasgow and Clyde,Daldowie,23/09/2021,100k +,211013,Positive,157944,147 days
Greater Glasgow and Clyde,Daldowie,30/09/2021,100k +,211013,Positive,170722,140 days
Greater Glasgow and Clyde,Daldowie,07/10/2021,100k +,211013,Positive,49420,133 days
Greater Glasgow and Clyde,Daldowie,11/10/2021,100k +,211013,Positive,39942,129 days
Greater Glasgow and Clyde,Daldowie,13/10/2021,100k +,211013,Positive,50554,127 days
Greater Glasgow and Clyde,Daldowie,14/10/2021,100k +,211013,Positive,159796,126 days
Greater Glasgow and Clyde,Daldowie,20/10/2021,100k +,211013,Positive,70850,120 days
Greater Glasgow and Clyde,Daldowie,29/10/2021,100k +,211013,Positive,58342,111 days
Greater Glasgow and Clyde,Daldowie,01/11/2021,100k +,211013,Positive,44827,108 days
Greater Glasgow and Clyde,Daldowie,02/11/2021,100k +,211013,Positive,56867,107 days
Greater Glasgow and Clyde,Daldowie,03/11/2021,100k +,211013,Positive,24880,106 days
Greater Glasgow and Clyde,Daldowie,05/11/2021,100k +,211013,Positive,22632,104 days
Greater Glasgow and Clyde,Daldowie,08/11/2021,100k +,211013,Positive,28467,101 days
Greater Glasgow and Clyde,Daldowie,09/11/2021,100k +,211013,Positive,10844,100 days
Greater Glasgow and Clyde,Daldowie,04/01/2022,100k +,211013,Positive,208668,44 days
Greater Glasgow and Clyde,Daldowie,05/01/2022,100k +,211013,Positive,135331,43 days
Greater Glasgow and Clyde,Daldowie,07/01/2022,100k +,211013,Positive,421873,41 days
Greater Glasgow and Clyde,Daldowie,10/01/2022,100k +,211013,Positive,133028,38 days
Greater Glasgow and Clyde,Daldowie,11/01/2022,100k +,211013,Positive,101019,37 days
Greater Glasgow and Clyde,Daldowie,12/01/2022,100k +,211013,Positive,157308,36 days
Greater Glasgow and Clyde,Daldowie,14/01/2022,100k +,211013,Positive,164389,34 days
Greater Glasgow and Clyde,Daldowie,18/01/2022,100k +,211013,Positive,127319,30 days
Greater Glasgow and Clyde,Daldowie,19/01/2022,100k +,211013,Positive,95616,29 days
Greater Glasgow and Clyde,Daldowie,20/01/2022,100k +,211013,Positive,29802,28 days
Greater Glasgow and Clyde,Daldowie,21/01/2022,100k +,211013,Positive,59657,27 days
Greater Glasgow and Clyde,Daldowie,24/01/2022,100k +,211013,Positive,85998,24 days
Greater Glasgow and Clyde,Daldowie,25/01/2022,100k +,211013,Positive,138865,23 days
Greater Glasgow and Clyde,Daldowie,27/01/2022,100k +,211013,Positive,93525,21 days
Greater Glasgow and Clyde,Daldowie,28/01/2022,100k +,211013,Positive,97504,20 days
Greater Glasgow and Clyde,Daldowie,31/01/2022,100k +,211013,Positive,117387,17 days
Greater Glasgow and Clyde,Daldowie,02/02/2022,100k +,211013,Positive,128713,15 days
Greater Glasgow and Clyde,Daldowie,03/02/2022,100k +,211013,Positive,118179,14 days
Greater Glasgow and Clyde,Daldowie,04/02/2022,100k +,211013,Positive,225368,13 days
Greater Glasgow and Clyde,Daldowie,08/02/2022,100k +,211013,Positive,140025,9 days
Greater Glasgow and Clyde,Daldowie,09/02/2022,100k +,211013,Positive,178994,8 days
Greater Glasgow and Clyde,Daldowie,10/02/2022,100k +,211013,Positive,135987,7 days
Greater Glasgow and Clyde,Dalmarnock,27/01/2021,100k +,142556,Positive,21582,386 days
Greater Glasgow and Clyde,Dalmarnock,17/02/2021,100k +,142556,Positive,94128,365 days
Greater Glasgow and Clyde,Dalmarnock,24/02/2021,100k +,142556,Positive,52411,358 days
Greater Glasgow and Clyde,Dalmarnock,02/03/2021,100k +,142556,Positive,72451,352 days
Greater Glasgow and Clyde,Dalmarnock,10/03/2021,100k +,142556,Positive,22875,344 days
Greater Glasgow and Clyde,Dalmarnock,18/03/2021,100k +,142556,Positive,45942,336 days
