,2021-02-15,2021-12-14,2021-11-02,2022-01-17,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,1899-12-31,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2022-02-04,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2022-01-31,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-05-31,2021-09-08,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-05-12,2021-07-07,2021-09-30,2021-08-02,2020-11-23,2022-01-27,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-07-27,2021-09-14,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-02-22,2021-10-07,2021-09-01,2022-01-19,2020-11-30,2020-12-08,2021-05-19,2020-09-21,2020-10-05,2020-08-26,2020-11-11,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2022-01-20,2020-10-28,2021-05-23,2021-06-14,2021-09-20,2021-10-13,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-03-23,2021-07-12,2021-12-07,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2020-11-27,2021-08-06,2020-06-23,2020-07-15,2020-09-17,2021-03-31,2021-12-15,2021-11-03,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2022-02-09,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-02-07,2021-09-27,2021-08-11,2022-01-06,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2020-06-28,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-04-07,2021-07-06,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-06-26,2020-07-10,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2022-01-24,2021-06-21,2021-07-26,2021-09-15,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2022-01-18,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-08-25,2020-10-06,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-07-13,2020-09-11,2021-07-19,2020-10-29,2022-01-21,2021-07-29,2021-09-23,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2022-02-03,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-04-26,2021-09-03,2021-02-19,2021-10-05,2020-05-28,2020-09-02,2021-02-20,2021-03-11,2021-05-17,2020-08-28,2020-09-16,2021-07-02,2020-06-22,2020-07-14,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2022-02-08,2021-07-22,2020-10-12,2020-11-06,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2020-12-30,2021-02-01,2021-08-10,2021-10-15,2022-01-07,2021-01-17,2021-03-18,2020-10-02,2020-08-21,2020-11-16,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-01-29,2021-03-12,2021-07-01,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-07-17,2020-09-15,2020-10-31,2021-05-26,2021-11-23,2021-12-08,2021-06-01,2020-12-16,2022-01-25,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2021-06-11,2022-01-04,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-08-24,2020-10-07,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2021-08-20,2022-01-11,2020-08-14,2021-03-17,2021-05-11,2020-12-21,2021-04-05,2020-09-29,2020-11-19,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2022-01-26,2020-08-09,2021-06-16,2021-01-13,2021-02-05,2021-05-04,2022-02-02,2021-10-11,2022-01-03,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2022-01-28,2020-06-30,2020-08-07,2020-10-20,2021-07-10,2021-02-18,2021-04-27,2021-10-04,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-01-04,2021-11-01,2021-04-29,2022-01-14,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2022-02-01,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2020-11-24,2021-08-05,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Duns,0.93,30.32,,,,,,,,0.42,1.04,,62.81,,42.32,,,,0,,,,,,,0.92,,,,,,,,,,,0,,0.58,,,,,71.54,17.43,5.76,,,,,0,,,,,,,,,0,,0,,,,,,0.41,,,,,,,,,,,27.06,,,,,,,,,,,,,0.49,,,,11.7,,,,,NA,,,,,2.86,19.52,,0,,,,,,,,10.95,,,84.2,22.43,,,,0,43.43,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,37.46,6.48,,,,,,,,,,,,,NA,,,,,,13.78,,0,,,,,31,,,,3.36,0,5.22,,,,,,,,,,,,,,,,,,,128.08,,,8.95,,,,,,0,5.39,0,,,,,,,,,,1,,,,,,,,NA,,,13.52,,,,0,7.24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,38.68,,,,,,,,,,,,,,,1.27,19.39,,,,,17.05,,0.38,,,,,,,,161.49,0.31,,,,,,,,,,,0,,,,0,,0.51,,,,,,,,,,,,,,,,,,,,,,,NA,,,,0.36,,,,,,,,,1.78,,,,,,,,39.46,,,,,,,,29.6,,,,,,,,,,,,142.01,,,,3.24,,13.48,19.37,,,,,,0.48,39.78,,,,,18.27,,6.54,,,,,,,,,,103.94,3.04,,,,,0.36,,,,,,
East Calder,37.42,,,20.61,,,,,,17.11,,,150.23,,,,,,,,NA,,,101.39,158.75,19.11,,,,,,,,,,69.14,,,,,,5.12,66.75,,142.93,125.38,,,,,,,77.61,,,,,,,6.13,,,,,,,,18.86,,,,,,,,47.35,,79.81,73.11,,,0.41,,,,,,,,,,,29.99,,,,,,,,40,,,,,2.84,,90.6,11.11,17.22,,29.12,,,42.39,,58.4,,,,23.74,,,15,,79.26,35.21,,,,,,14.6,297.89,151.11,,,,,,,,239.3,16.38,138.9,,,,,1.57,21.9,49.82,,,44.22,107.81,18.2,,,,,,,,,,,,,,,,,9.22,,117.92,52.2,2.18,,,,27.23,102.32,,,65.03,14.33,52.41,140.23,,,,,,,,,,,NA,,,,,,,,,,,,50.34,,,,0.88,75.16,,,,,,30.68,,48.91,,,1.6,,,,,,,,,219.69,19.28,,,,,0.62,,,,,,,,1.52,,,,,,,,0.59,,,,,,118.18,,,,,,,,,,,,NA,,,5.61,,19.37,,,122.54,,,,,,,,241.28,,,,,,,,22.25,,,,,10.39,,38.68,,,,,46.44,,,,,122.54,46.36,,,13.23,1.58,,,,,,,95.52,,,,,,,,,,,,,53.8,,22.84,28.44,,,,,,,4.11,,,26.59,NA,,6.03,,,,31.02,143.17,NA,66.42,,,,42.8,41.39,,,,,,,261.26,,,,,,70.55,,,,106.6,37.64,132.08,,81.88,,,,66.17,38.9,,,,,,7.93,125.88,,,,,,273.72,,,,,,,,,,,74.17,,,,,,,,,,,,
Ellon,,,,,,,,,,7.72,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,10.67,36.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,,,,,,0.15,28.99,,,0,72.23,,4.1,,0,,,,,,72.26,,,,,,,,,,,,,,,,,32.32,39.8,,,,,,,,,,,,,216.93,,,,,,,,,,,,,,,,,,,,,25.23,,NA,,,,11.73,18.55,,0.57,,,,190.36,,,,,0.63,28.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,NA,96.53,,18.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.22,,111.88,,,,,,,,,,,,,,,,,,,,,9.21,,,,,,,,2.14,,67.65,,,,,,,32.22,,,,93.66,,,,,0,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,0,,,,,,,,,0.42,,,,35.56,,,,,,,,,,,1.26,121.33,115.68,,,,,,,0,,,,101.5,0.16,33.84,,,,69.63,,,,,,,0,,,,,,,,,,,,,,,,,,260.21,,,,,,,,23.91,,,,
Erskine,,131.8,,13.3,,,,,,,,,,,,,,,,,86.52,,,107.02,,,,,,,,,,,,50.95,,,,,,,,,83.74,33.58,,,,,,,,,,,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.87,,,,,,,,,,,,24.99,,,,,,,,,,,,,,42.85,,,52.13,,,,,,,,,,,,,,165.85,20.58,,,,,,,,,,,,,,,,,,,,21.51,,,67.61,,,,,,,,,,,,,,,,,,,,,,,,71.26,,,70.9,29.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.95,,,,,,,55.27,,,,,92.14,,,,,,,,,,,,,,,,,,,,,71.98,,,,,,,236.25,,,,,20.8,,,,,,,41.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,63.74,,,,,,,,,,75.51,14.49,,,,,,150.25,,,,,,,,,,,,,,,,29.49,,,,,,,,,,,,,,,70.77,39.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05,,,,,,,,,,,,,,,,,,,34.69,162.32,,,,,,,,,,,74.3,,,,,,,,,,,,
Eyemouth,,33.26,,,,,,,,,,,,,,,,,1.87,,,,,145.16,,,,,,,,,,,,,,,,,,,7.09,,,,,,,18.23,,0,,,,,,,,,0,,,,,,,,,,129.41,,,,,,81.61,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,,,,,31.41,,,,,,,,,,,,,,,,,0.67,,41.84,,,,,,,,,,30.32,,,,,0,0,59.12,,,,,3.6,59.1,0,,,,0.24,,,,,,,,,,,0,,27.07,,14.97,,,,,,0,,,,,15.83,,,,,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,59.95,,,,,141.48,,13.49,,,0.23,,,,,,,,,,,,,,,,,,,182.52,,36.21,,,,,0,15.35,32.56,,,,41.2,,,,,,,,,,,,,,,,,,79.9,,,,,,,48.44,7.9,,,37.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.63,,,,,,,,,56.32,,,,,,,,,,,,0,,,,,,,,,,,,,,1.01,,,,,,,0,,,,,,,,,,,,,,,2.9,,,,,,
Fairlie,,54.84,,,23.55,,,,,1.16,,,4.51,,,,,,0,,,,,,11.29,,3.22,1.77,,,,,,,,,,,,,,,8.75,,,,,,,12.18,,0,2.69,9.15,,,,9.12,,,0.6,,,,,,,,,,,,,,,,,2.02,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,7.14,,,,,,,,,,,,,,,,0.93,,,,,,0.89,69.07,80.38,,,,,,,,,,,2.17,,,,0.96,,27.46,,,,,0,,0,,,1.7,0,,,,,,,0.63,,,,,,,,,7.83,,,,,,,,,,,,,,,20.15,,,,,,0.02,,,,,,,9.68,,,,,,,,,,,3.03,,,,,,,,0,,,,,,,,,,,,,5.53,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,0.12,,,,,,,,,,,164.6,,,0,,,0,,,,,,,,,3.64,,,,,,,,0,1.61,,,,,0.45,,,,,,108.56,,1.66,3.6,,,,,0,,,,,,0.76,,,,,,,,,,,12.17,52.13,,,,,1.44,,,,,,11.73,,,,,,0,,,,0,,,,,,,,1.05,,,,,,,,,2.7,0,,29.61,,,,,,,0,,,,,,,11,,,,9.79,,,,,327.07,,,,,,,,,0.51,1,,,,,,,,,,,,,,,0,,,,,,
Falkirk,,,,69.08,,,,,,8,,,17.47,,160.44,,,,,,277.43,,,62.03,28.16,39.58,,,,63.31,,,,,,93.24,4.55,,,,,,146.04,181.79,200.31,41.07,,,,,,,119.37,,12.01,,,,25.92,,2.73,2.77,,,,43.81,145.76,4.92,,,66.99,,,,,46.05,,,73.38,,,,,,,,,32.42,,,,,126.24,,,35.5,,,,,29.56,,,,,,,54.89,10.05,96.03,0,,,26.3,75.61,,,,,,60.53,,,,,,,,,,,,17.14,196.47,42.34,104.6,3.64,,96.67,,,,139.31,,101.53,,0,,26.51,12.27,,23.78,,,57.89,,,,,,,,,,,3.32,,0,124.85,,,,,,,61.64,12.31,7.22,,,,66.31,,5.33,,38.19,30.28,,,14.57,,,,,,,,,,,,,30.07,,,,,,,,,110.2,,,,,,15.55,,,,,,,83.72,22.97,,,,,0,,,,,,122.42,22.22,,20.81,,,2.08,,,68.59,,,,,,,,,,,,,,,,47.93,31.62,,231.15,,,,,,47.77,,,,,,80.05,,,,,69.85,,134.89,154.28,,,,,15.7,,,343.02,,,,,168.43,,,,,,,,,,56.33,6.35,,,,243.34,,,,,,NA,,,,,17.98,139.28,20.49,,70.84,,132.24,,,0,34.48,,,,,1.86,65.95,,,,5.27,,11.87,,,41.7,,,,,,,,43.24,,,,,1.67,19.56,97.03,,79.57,,,,98.64,45.09,,,,,85.67,,,282.09,,,,2.3,,,13.42,,212.95,,61.1,,114.74,66.3,,,,,,,,,,,213.77,12.23,,,4.54,,,13.17,,,,,,21.64,,,,37.65,,,,,160.49,,,18.39,4.56,,,
Fauldhouse,5.74,NA,11.7,,,30.39,,,,60.16,,,140.92,,,,,,1.45,,,,,63.29,84.47,,,,,,,,,,,,,,,,,0.19,330.17,,,,,,,,NA,,,,,,,105.16,,,,,,,,66.82,243.79,,,,55.65,,,,,,,,,,,,,,,,,,,,,,,,,165.22,,,,,,,46.44,,,65.38,,,0,,,47.54,,,,42.87,,,,22.25,,,,,0.75,,,,,,,,,,,,,,,,61.04,,,,,,,,,11.57,3.07,,,,,,,,,,2.57,320.4,,,,,,,61.17,,,,,NA,310.52,37.85,,,,,,,,0,,,92.9,,,,,,,84.45,,,21.13,,,,,,2.64,,,,,,,389.78,,,,,,1.81,,,,,,,,,,33.74,143.46,,16.81,,,,35.28,,,,,,,,,33.27,0.86,548.1,3.2,,,,,17.84,,,,,,,,108.29,,,,,,,,21.21,,,,124.42,,,,,NA,0,,,,,,,,,,,19.9,,,,,15.85,NA,,,,2.44,93.5,,,7.71,,,,,1.66,127.01,,,,,,,26.15,,,,,,,,131.19,,,,,,,,154.69,,,,,,,65.04,,,,,,13.73,0.5,2.2,,,,,,,,28.57,,,,,,8.47,,19.6,5.05,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,85.88,,,,,,221.95,6.69,,0,,,0.49,,,,,,,,,18.08,,,,,,,,,392.63,3.41,,,,,,
Forfar,,33.98,21.99,,,,30.38,,,,,,,,,,,,,,,,,,,,16.09,,,,,1.86,,,,96.9,,49.86,9.32,,,0.33,,,,,,,,59.64,2.63,,,,31.78,,52.58,40.46,,,4.81,,,,,,,,,,219.02,,,,,,,,,,,0.33,,,,,,8.94,,,104.4,,,,,,,245.64,,,,,,,,44.33,40.87,,,,,,,4.96,,48.46,,,,70.5,,,,,,,,,,,,,2.98,,,73.08,,,,,,,,,,23.98,,,,28.69,9.33,,,,,,,287.97,,,,,1.43,,,,,,,,,,,,59.2,,,,,,,,,,,,3.08,22.3,,8.63,,,,54.6,,87.01,,,,,,,,,,,228.87,,,35.87,,,,,,,,,,,,,37.46,,,,,0.53,,,,65.12,,,,3.93,,,139.2,,,,0.42,71.59,,,,,,,,,,,,,,53.14,0.69,,,,,,59.56,,,,,,,,,,69.26,,,,,8.69,,,,,,,,,,,,,187.97,,,,,19.9,,0.82,,,,,,,89.8,,,,,148.79,,,20.34,,,53.02,,,,,,35.27,67.03,,,,,18.62,,,,,,,39.23,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,30.43,,,,,,,,,,,,,,,,,,,75.25,,,,,249.94,,,3.12,,,5.24,,,,,,14.62,,,,5.77,,,,,,,,,,,6.29,,,,
Forfar - Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,5.74,,,,,,,,
Forres,,186.2,,,,,,,,,,,,,,,,,,,96.79,,,,,,,4.11,,,,,,,,,,63.53,,,,,,,,,,,,,,0,,,3.78,,,226.62,,3.03,5.73,,,,,,,,,,109.19,,,,,,,,55.96,,,,,,,,,13.85,,,,,24.5,,,,,,,,,,69.2,,,,,20.53,,,,,,,,NA,,,,,118.82,,,,,,,,93.67,,,,,,,,,,27.98,,,,,,,,,,,1.03,,,,181.3,,,,,,,,,,,,,,,46.06,,,,,,42.22,55.02,,,,,,,,19.39,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,127.62,,,,,,,,,,,,,,,,0,,8.5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,36.17,,,,,,,,,55.49,,,,,,1.77,141.94,,,0.68,,,,,,,,,,,,,,,,,,95.7,,0.78,,,,,,,,,,,,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,,,,,,,,,,,,,4.06,,,,,,28.57,,,,,,,,,,,,,,,,,,,,17.19,,,,,,,0.63,,146.31,,,,,,,,248.07,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2.62,,,,
Fort William,0,,43,15.04,,,,,,,,,,,55.15,,,,,,,20.63,,,,0.62,,,,,,,,,,NA,0,,,,,,,,123.19,,,,,,0,,,,64.2,,14.02,13.27,,0,,0,,,,14.61,,1.11,,,,,,,,,,,,,,,,,,,,37.32,,,,,,,,46.45,72.7,21.44,,,0,13.82,41.26,,,6.79,,,0,416.18,,,,,,,91.92,,,,,,,,0,68.62,,,57.46,,,,,,,181.3,,,14.09,,,,,1.13,,,,55.41,,,,,,100.54,NA,71.82,,,0,,,,,,,31.44,,0,70.37,,1016.13,0,,,,,1.29,0.46,,,,10.88,,,19.11,42.1,21.74,,,,,9.14,,,,88.62,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,86.81,39.48,,,6.57,,,,,,18.34,53.73,0.42,45.46,,,,0.32,,,,,,,0.91,,0.43,,,,,,,,,97.9,1.93,,,44.56,15.04,,,,,,,1.41,,92.98,,,1.22,,,,0.61,,,,,,109.71,,,,,,,,,,25.99,,,,,,,179.35,,,,31.84,,,,2.7,,,,,13.14,,1.71,,12.67,0.15,,,,,88.91,,76.31,,,,,,,52.68,,,,,0,,,,,,,,,,0,,,,,,,,,,,,45.96,33.67,,,,,,,,0.51,,,,,40.5,,,,,,0,,0,,,0.2,,,,,,,,,,,,,2.57,,,,,NA,,,,,0,,,,,,,,,47.48,,,0.61,,,,,,,,,
Fraserburgh,22.12,19.28,154.65,,,,,,,,,,26.89,,,,,,4.12,,60.25,,,,29.09,82.84,,,,,,,,,,,,,,,,0.14,,,,,,13.04,,,0.47,,,48.28,,,,,,,0,0,,,,NA,,17.71,,,,,,,,35.56,,114.84,,,,,,,,,,,,,,,,,,54.77,56.87,,,,10.96,,,,,,57.05,,0.55,,,,,6.4,81.87,19.49,,,,,18.39,,,,0,83.48,,,,,,,1.51,,,,,,,,,1.67,,,,,,,,0.14,,78.6,,60.31,32.67,,,,,,,94.89,0.24,,,,,,,,127.91,7.25,,,,104.21,1.52,0,,,,,,,39.59,,,73.46,,3,,,,,,,,,,,,,,,,,,,,35.51,5.22,,,,,,45.27,,,,,,,,95.48,,,,32.48,,,,,,,0.22,,2.51,,,,,0.19,,39.88,26.71,,,,4.57,0,,,49.79,,,,,,10.51,,,,,,,,10.98,,158.33,,,,,,,,,,0.88,,,,,,,,,,,,5.61,,,,19.03,,,518.59,,,,,,,,42.12,,,,,,,47.06,,0.73,,,70.39,,,,0,,,33.14,19.54,,,,,,,,,,,78.2,,,,,12.18,0.18,,0.81,,,106.99,,,,,,0,33.65,,,,,7.04,,,,,,,,,,14.88,,,,,,4.19,,,,,,,58.92,,0,,,,320.29,,,,,,,,,,,,,0,310.74,,,,,50.86,338.3,0,,107.82,,,,,15.15,,,,,,,,,,,,,,,
Galashiels,,27.8,,,,,,,,33.03,0.62,,,,,,,,,,,,,,55.77,,,,,,,,,,,,,,,,,,52.34,,,,,,0.64,,,0,18.7,,,,,,,,0,,,,,,,,24.67,,,1.81,,,,,16.98,,,,0,0.14,,,,,,,,,,,4.75,,,,,,,,,,,,,,,4.37,,,,,,,,,,,,,1.94,,,,,,,,,,,,0.39,,18.34,,,4.84,,,,,19.56,,,,0,,2.69,1.36,1.8,26.73,,,,,30.92,,,,,,,,,0.28,,,,,,,,,,51.92,,,,,,,,,,,,,16.69,,,,,21.6,,,,12.14,,,0,,,,0,5.18,,,,,,,,,,,,0.64,1.36,,,,,,36.93,,,0,,4.85,,,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,20.56,,,,2.01,117.92,,,,,,,,,,0.56,,,,,9.87,,,,,,,,,,,,,,,,11.38,,,0,,1.06,,16.64,,,,,,,,,,,,,1.61,,,,73.87,0.59,,,,160.13,50.01,,,,,,58.49,,0,145.64,7.75,,,,,,,,,,,,,2.78,,105.21,,,,,2.42,,,,,39.43,11.4,,,,,0,,,,,,,107.77,,,,,,13.69,,,44.2,,,,42.4,249.25,1,,,14.22,,,,,253.03,,,,,,,23.88,157.03,,,40.93,,,,,,,,,0,0,,,,,13.63,,,,,
Galashiels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girvan,,,,,,,1.48,,,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,NA,,,,,646.78,83.16,,,,,,4.69,4.74,,,,,,,,,,,,,,,73.42,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,84.86,260.76,,,,,,,,,,48.2,,3.45,,,0,,,,,102.62,,,,32.05,,,,,,,,,,,,,,,,,,,,,,,,43.02,,,,,3.16,,37.14,,,,106.91,,,,,,,,,,,,,,,,,,,,,0.53,,,,,51.14,,,,,,,,,,,,,,,2.47,,,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,40.78,,,,,172.51,0,,,,,,,6.25,,,,,,,,,,,,,,2.53,,,,,,69.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.71,,,,,,,0,,,,,,,,,,2,,,,,,,,,75.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.13,,,,,,,,,,,,,,,,,,,,234.62,,0,NA,,,,,,,,,,,,,,,,,,,,
Grantown on Spey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardbridge,,,,,,,2.77,,,,20.74,,,,,,,,,,,,,,,,,1.23,,,,,,,,27.05,1.46,,,,,1.26,,19.2,,108.27,,0,,20.8,,,,,,,,,,,0.85,0,,,,,,0.59,,,,,,,,,,164.8,,,,0,,,,,,,,,,0,3.85,,,,77.15,31.54,,,,,,,,2.31,230.15,,,,0.21,,,1.05,,,,,,,,,,,,,0.45,,,,,,,,79.32,38.8,,,,,,,,,,,,,,,,83.44,,,27.59,14.88,,,,,,,0.34,,,,,,,,184.2,,,,,,,,,,,,,0,,,,16.17,,,,,,,,,0.78,53.35,,,,,,,,,141.76,,,,,67.51,,,,0,,,,,,,,,58.63,,,,0,4.71,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,0,0.2,81.44,,,,,,,,,,,,,,,0,69.43,,,0,,,,,,,0,,,,,0.32,,,,1.22,,,37.55,0,48.47,,,,,,,39.09,,,,,,,,1.99,,,11.03,,,7.17,,,22.76,1.26,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,259.54,,,,,NA,0,72.88,,,246.94,,,,313.6,,,,,,,,86.72,,,,,,,,,,155.36,,,,,,1.86,,,,,,,,,1.4,125.12,,,,,,,,,,,,,,,,,,,,,,,9.95,,,,,,
