,2021-02-15,2021-12-14,2021-11-02,2022-01-17,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,1899-12-31,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2022-02-04,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2022-01-31,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-05-31,2021-09-08,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-05-12,2021-07-07,2021-09-30,2021-08-02,2020-11-23,2022-01-27,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-07-27,2021-09-14,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-02-22,2021-10-07,2021-09-01,2022-01-19,2020-11-30,2020-12-08,2021-05-19,2020-09-21,2020-10-05,2020-08-26,2020-11-11,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2022-01-20,2020-10-28,2021-05-23,2021-06-14,2021-09-20,2021-10-13,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-03-23,2021-07-12,2021-12-07,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2020-11-27,2021-08-06,2020-06-23,2020-07-15,2020-09-17,2021-03-31,2021-12-15,2021-11-03,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2022-02-09,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-02-07,2021-09-27,2021-08-11,2022-01-06,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2020-06-28,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-04-07,2021-07-06,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-06-26,2020-07-10,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2022-01-24,2021-06-21,2021-07-26,2021-09-15,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2022-01-18,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-08-25,2020-10-06,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-07-13,2020-09-11,2021-07-19,2020-10-29,2022-01-21,2021-07-29,2021-09-23,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2022-02-03,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-04-26,2021-09-03,2021-02-19,2021-10-05,2020-05-28,2020-09-02,2021-02-20,2021-03-11,2021-05-17,2020-08-28,2020-09-16,2021-07-02,2020-06-22,2020-07-14,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2022-02-08,2021-07-22,2020-10-12,2020-11-06,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2020-12-30,2021-02-01,2021-08-10,2021-10-15,2022-01-07,2021-01-17,2021-03-18,2020-10-02,2020-08-21,2020-11-16,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-01-29,2021-03-12,2021-07-01,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-07-17,2020-09-15,2020-10-31,2021-05-26,2021-11-23,2021-12-08,2021-06-01,2020-12-16,2022-01-25,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2021-06-11,2022-01-04,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-08-24,2020-10-07,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2021-08-20,2022-01-11,2020-08-14,2021-03-17,2021-05-11,2020-12-21,2021-04-05,2020-09-29,2020-11-19,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2022-01-26,2020-08-09,2021-06-16,2021-01-13,2021-02-05,2021-05-04,2022-02-02,2021-10-11,2022-01-03,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2022-01-28,2020-06-30,2020-08-07,2020-10-20,2021-07-10,2021-02-18,2021-04-27,2021-10-04,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-01-04,2021-11-01,2021-04-29,2022-01-14,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2022-02-01,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2020-11-24,2021-08-05,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Banchory,,,,38.08,,,,,,0.28,,,,,,,,,,,,0.67,,,,,,0.9,,,0.27,,,,,NA,,8.86,4.41,,,,,,,,,,,,,,,,7.27,,,,,,0.32,0.2,,,,,49.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,10.63,,53.07,,,,4.79,,,,,,,,,,,,,76.4,36.46,,,,,,,,,,,,,56.93,,,,,,,,,5.8,,,,,,,,,,,,120.54,,578.64,,,,,46.48,,,,,,56.71,,0,31.14,,0.78,9.27,,2.86,,,,,,14.35,,,,,,,,,,,,,,153.72,,,,,,NA,18.94,,,,,,30.13,,,,,1.56,,,,120.19,,,,,14.59,,,,,,,,,,,,,,,,,6.27,,,,,1.32,,,,,,NA,,,,,,,,,,35.86,,56.31,,,0.14,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.26,,,,,,,,,83.46,73.82,,,,,,66.42,,,33.91,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4.93,,,,,,,,,,,,,,,,,,,81.79,91.89,,,,,,,0.48,,,,NA,,,,,,79.53,,,,,,,,,0,,,,,,,0.75,,,,,,,,,375.9,,,,,,,,4.2,,,,
Banff,,,,47.31,,,,,,0.27,,,,,57.44,,,,,,42.78,,,,48.16,,,,,,,,,,,,,33.75,26.81,,,0.12,133.15,,,NA,,,,,,0,9.6,,,,,,,,,0,,,,,,,,,,,,,,,,153.37,37.56,,,0,,,,,,,,,,,6.21,,,,,,,,,1.6,,,,0.04,148.53,NA,0.18,,,,,,NA,,59.74,,,,,,,,,57.45,,,,,,,,55.17,NA,73.36,,,125.1,,40.83,,,,,,,143.35,,0.18,,13.88,,,20.91,,,,,,,,,,,,,,,,,,,,,73.76,,,,,,53.35,,,,,0,21.38,,0.11,,,,,,18.96,,,,,,,,,,,200.68,,,,,,,,,0.3,19.05,,,,,,4.35,,27.35,,,0.41,,,,,,,,0,NA,,,,,,0,323.59,,,,,,,0.25,,,16.82,,,,,0.66,,,,,,139.27,,,1.84,,,,,,,,0.32,27.17,,,NA,,,,98.79,,,,,,,,,291.52,,0,,,,60.49,0,,,,,,0.38,,10.31,,,,,,,,,,14.79,13.79,,,17.59,0.24,2.21,,,,,,,,,,,,,,,,,,,,,,,,,24.85,,,,,,0,20.63,,,0.06,,,,,66.51,35.94,,,,,,NA,,,,,,,166.78,,,,,,,,,,71.48,,NA,,,,,,,,0,,,,,0.1,415.72,,,,,,,,0.43,,,,,,,,,35.64,,,,,,,,5.41,,,,
Bathgate,60.52,83.37,33.46,,,,,,,116.09,29.13,,94.73,,,,,,2.47,,,,,50.52,112.92,,,,,,,,,,0,,,,,,,0,103.31,,,,,,,,NA,,,,,,30.91,NA,39.29,,,,,,,29.21,134.84,,,,96.46,,,,,,,,,,,,,,,,,,,,21.53,,,,,64.59,,71.42,,,,,56.87,,,0.35,,,1.09,,,,,,,27.86,,,,40.01,,,,,16.46,,,,,,,,,,,,,,,,287.26,,,,,,,,,NA,8.99,,,,,,,,,,,168,,,,,,,94.88,,,,,NA,47.51,81.21,,,,,,,,4.52,NA,,13.4,,,,,,,197.21,,,12.7,,7.96,,,,,,,,,,,,9.87,,,,,NA,,,,,,,,,,30.72,,3.51,,,,,,,,,,,55.01,,,,2.11,100.71,34.35,118.35,,,,10.39,,,,,,,,49.44,,,,,,,186.27,,,,,83.12,,,,,110.13,NA,,,,,,73.38,,,,,10.68,,,,,62.26,,,,,9.83,316.58,,,,,,,,NA,NA,,,,,,190.3,17.48,,,,,,,,204.26,,,,,,,,55.94,,,,,,,71.62,,,,,,11.35,11.33,,,,,,,,,20.79,,,,,,NA,19.88,,2.05,,,,,,,,,,,,,,,2.54,,,,,,,46.81,,,,,,,,,,,,,,,,,,117.57,3.01,,4.29,,,1.74,37.34,,,,,,,NA,,,,,,,,,,NA,35.88,,,,,,
Biggar,,,,,,,,,,,,,,,,,,,,,,,,,,68.96,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,,30.77,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,0.99,,,,,,,,,,,
Blackburn,34.08,,,,,,,,,,,,,,,,,,,,,,,,37.86,5.94,,,,33.44,,,,,,,,83.55,,,,17.95,62.09,39.47,,32.13,,,,,,,,,,,,,,4.17,,7.96,,,,,,6.97,,,,,,,,27.72,,,68.24,,,,,,,,,,,,,,10.38,,,,,,,,11.37,7.82,,,,15.24,24.18,,2.86,20.85,,,,,50.78,,57.89,,,,,,,,3.23,NA,,,,,,,,,,,,9.33,,,,6.08,,18.41,,,,57.17,,,,32.71,,,32.18,,,,,,,,4.04,,,,,,3.22,,,,,,,,6.74,,,,,18.4,3.68,,,,13.31,53.71,,10.01,,,,,,81.42,,,,,,,,,,,566.64,,,,,,,,,1.21,58.82,,,,,,47.29,,26.2,,,,,,,,,,,8.11,129.88,2.05,,,,,6.61,56.61,,,,,,,9.89,,,44.74,,,,,,,,,31.8,,82.79,,,26.68,,,,,,,,1.29,,,,,,9.67,,60.38,,,,,,,,,166.96,,10.53,,2.48,,,0.58,,,,,,,,,,,,,19.79,,,,,52.53,,18.49,,67.87,3.34,14.37,,,,16.48,,,,,,,,,,,,,,,,,,9,,,20.68,,,,,,,23.96,,,,,,,,31.91,49.17,,,,,,59.6,,,,,,,21.53,,,,,,2.06,,,,NA,107.09,NA,,,,,,14.49,,,,,,,18.56,598.04,,,,,,,,1.6,,,,,,5.54,,,44.16,,,,,,,,,,,,
Blackridge,195.05,198.38,10.03,,,,,,,31.66,25.43,,,,,,,,4.17,,,,,15.41,67.03,,,,,,,,,,9.75,,,,,,,,,,,,,,,,108.95,,,,,,18.18,82.95,,,,,,,,231.19,714.25,,,,41.02,,,,,,,,,,,,,,,,,,,,37.45,,,,,60.58,,,,,,,8.03,,,1.45,,,270.72,,,,,,,117.85,,,,1.5,,,,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,16.4,7.4,,,,,,,,,,,1304.62,,,,,,,NA,,,,,66.34,240.51,43.94,,,,,,,,2.96,,,12.32,,,,,,,NA,,,273.55,,4.32,,,,36.14,,,,,,,,87.41,,,,,27.43,,,,,,,,,,105.58,,6.56,,,,,,,,,,,3070.11,,,2.12,6.39,100.81,192.41,,,,,0.7,,,,,,,,21.82,,,,,,,NA,,,,,114.29,,,,,75.91,19.94,,,,,,109.48,,,,,3.23,,,,,88.82,244.37,,,,0.51,39.61,,,,,,,,53.26,41.74,,8.29,,,664.59,191.8,3.77,,,,,,,,43.23,,,,,,,,76.57,,,,,,,29.71,,,,26.95,,2.2,20.02,0.85,,,,,,,,13.83,,,,,,28.68,3.44,,16.34,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,,,NA,,,,,,82.62,5.08,,15.22,,,,156.29,,,,,,,60.5,,,,,,,,,,41.99,24.93,,,,,,
Blackwood,83.12,172.64,,,,,,,,11.51,,,141.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,0,,479.79,,,,,,,,,,,,,155.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89,,16.75,,,,,10.43,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61,,,,,,,,,,,,,,,,,,,,,,,,38.48,,,,,,,,,,,,,68.8,,,,,,,,158.6,,88.03,,,,24.05,,,,,,,,6.21,,,,,0,,,,,,,,,,,,,,,,,,,,12.41,,,758.99,,,,,,,26.26,,,,0.84,,,,,,,,,,,,,,,,,,,,218.96,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,23.03,,,,,1.94,,,,,,,,,,36.55,44.99,,73.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.84,,,,376.18,,NA,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,373.24,,,,,,,323.59,NA,,,,,,23.9,,,,,,,1.43,,,,,,,,,,,,,,,
Blairgowrie,,29.65,147.64,115.16,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,1.34,40.66,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.69,,,,,,,,,65.26,723.84,,,,,,,,,136.74,,,,,,,,,18.73,,,,62.87,,,,,,,,,,,,,15.16,,,,,,,,,,,,,,,,,,40.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77,52.46,,,,,,,,,3.37,,,,,,,,,,301.65,,,21.03,,,,,,,,,,,,,15.99,,,,,0,,,,,,,,,,,141.72,,,,0.49,,1.24,,,,,,0.61,,,,,,,,,,,,,,NA,,,,,,,,,,65.08,,,,,,,,,,,,59.43,,,,,,,,,,,,,,,,,,,,292.02,,2.59,,,,,,,,,,,,,11.16,,,63.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,3.75,,,19.93,,,,,,,,,,,,,,,36.33,,,,
Boness,,,,,,,2.41,,,,1.74,,,,,,,,,,,3.86,,163.58,,3.16,,1.39,,17.24,,,,,,,,NA,38.58,,,,,77.18,,,,,,,,0.8,61.44,,,,,,,,7.07,,,,,,,1.06,,,67.69,,,,,13.99,,,38.4,,,,,,,,,,,,,,142.03,,,,,,,,3.01,,,,,0.19,,,2.79,,0.19,,,5.75,,73.59,,,,,13.98,,,,,,,,,,,,,154.56,20.62,,,,,,24.76,,,,,35.09,,,,,,,,,54.89,,,,,,,,,,,,,,36.86,,541.22,,,9.43,,12.74,1.51,2.11,,,,62.05,,,,,12.28,,32.93,,,,,,,200.15,86.55,,,,,,,,,,,,,,,,,,,,,23.68,,,,,,,,,,,,,,,,,,,,5.7,,,,,0.87,,10.81,13.31,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,147.34,,25.77,,,,,,,,,,,,,,,,,,,,,,172.95,,51.93,,,,,0,,,0,,,,,,,,,,24.67,,,,,,,0.96,,,,,,,,,,,,137.44,,,58.53,,,,,3.2,,,31.31,,,,,,2.39,17.62,,,0,,,0.26,34.81,,,,,,,,,,,,,28.73,0,,206.5,,,,,,,0.72,,,,35.67,,,,,,,52.29,,,,,,,,1.67,,,2.91,,,,,,,,,,,,,23.15,,,,,,,,,,,,
Bonnybridge,,168.84,NA,,,,,,,10.1,13.08,,,,,,,,,,,,,,,7.31,,,,,,,,,,,0.9,,,,,,149.82,,,40.02,,,,110.75,,,107,192.75,,,37.87,60.52,,,7.49,0.42,,,,,,84.03,,,43.88,,,,,46.65,,,,,,,,,,,,,,,,,,,,,,73.07,,,58.81,,,,,,,,3.33,,0.33,,,19.25,34.33,92.65,,,,56.25,61.92,,,,,,,,,,,,7.86,,,91.09,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84,9.15,,,,,,,,,17.48,42.4,168.77,4.03,,,,55.68,,,56.98,66.15,,74.93,,,,,,,114.23,,,127.56,,88.75,,,,NA,128.83,19.84,,,,,66.84,,,,,,,,,,,,,15.74,,24.39,,,,,1.28,127.02,52.04,,,,,,,,,128.82,,,,64.72,,,,,,,,,,,,,,,,,66.9,,,,,,,,,,,,,,,,,,358.79,,,,,,54.39,,,,,,,,263.84,,26.38,,,,,,,,,,,,,,,,,8.08,,,,,,,,,,,,,,,,,,,,11.65,,,,,,,,,19.68,,,,5.29,,,3.86,,,,,,,,,,,,,,108.97,,187.79,,,,,,,,2.82,,,,,,,,,,,,,,,,305.01,11.74,,2.43,,,0.72,122.18,,,,,,,247.83,,,,,,,,,,,,,58.72,,,,
Bothwellbank,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,4.12,,,,,,,,,,,69.99,,,,,,,,,,,,,,302.2,,,,,,,,,19.28,,,,,,1.59,,,,,,,,,,,,,,,,,,,3.98,,,,,8.95,166.21,,3.53,70.99,,,,,,,32.43,,,,,,,,,,,,,,,,,121.79,32.74,,,,,,,,,44.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47,,,,,,,,,,5.67,81.65,,,,,,43.43,,,,,38.31,,,,,,,,,,,,,,,,,,,,,,,,28.11,,,,,,,,,,,,,,15.97,3.77,267.17,,,,0.97,,,60.88,,,,,,,,,,,,,,,,,,,238,11.67,,,,68.49,,,,,,,,,,,,1.86,,,,,,,,,,,442.94,,,,,,71.1,,,,,,,,,,,,,,13.97,,,,,,,,,12.07,,,182.94,,,,,,35.67,,,,,,,,,,,,,,,3.77,,,54.06,,,,,,3.78,,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.42,,,,,,,,45.29,3.96,451.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowhouse,,,,,,,0.54,,,,4.34,,,,,,,,,,74.56,,,,,,,1.12,,,,,,,,,0,13.13,,,,1.31,,,,252.57,,2.62,,57.35,,,,,,,48.64,,,,0.69,0,,,,,,0.92,,,,,,,,,,59.52,,,,0.75,,,,,,,,,,10.72,11.52,,,,177.74,99.35,,,,,,,,18.56,37.86,,,,0,,,0.68,,,,,,,23.71,,,,,,1.8,,,,,,,,34.61,98.52,,,,,,,,,,21.19,,,,,,80.65,,,96.96,77.91,,,,,,,0,,,,,,,,234.46,,,,,,,,,,,,,0.37,,,,,,,,,,,,54.91,0.66,,,,,,,,,,203.06,,,,,81.76,,,,NA,12.61,,,,,,,,31.23,,,,7.56,6.39,,,,,,,,0.27,34.43,,,,,,,,,,,,,,,,,,,,0.22,0.3,,,,,,,,,,,,,,,,0,50.6,,,NA,,,,,,,0.27,,,,,0,,,,23.39,,,112.89,,,,,,,,,56.98,,,,,,,,52.68,,,135.07,,,13.81,,,122.78,4.38,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,0.46,NA,,,,,,0,,,,27.25,,,,68.81,,,,,,,,105.82,,,,,,,,,,75.68,,,,61.41,,0.88,,,,,,,,,6.18,463.36,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,
Buckie,,17.31,82.35,,,,,,,,,,,,29.44,,,,,,,4.62,,,,,,,,,,,,,,,,26.63,34.18,,,,,,,61.32,,,,,,,,,,,,,,,,,,,,14.77,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,30.71,,,44.61,,,,,,,,,,,,,,,,,,,,15.85,,,,50.67,4.6,,,,,,,,,,,,,,,22.09,,,,,5.78,,,,,,,32.92,,,,27.83,,,,,,,,,,,,,,,,,,,NA,,,,92.77,NA,,,,,,,,,,,,,,NA,,,,,,45.28,,,,,,,,,,,290.61,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,49.32,,,,,NA,,43.83,,,,,,,,36.53,,,,,,,,,,,,,,30.3,,90.95,,,,,11.24,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,39.5,,,,,,,,,0.28,,,,,,,,0.12,30.11,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,NA,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,NA,,256.02,,,NA,,,,,,,,,,86.3,,,,,,,
Carbarns,18.54,,37,,,,,,0,9.29,,49.5,,,231.13,,28.91,,,,99.48,9.39,,90.94,127.83,25.6,,,,,,,,,,74.03,,,,,,5.78,,113.39,197.39,,1.7,,11.95,,13.98,3.36,67.88,,,27,,,,,4.66,,,,,,441.71,10.08,,,39.46,93.09,,,,,,101.69,,60.12,19.14,,25.7,124.33,13.41,37.59,19.32,108.25,NA,0,,,34.09,10.16,,,,,22.51,,30.14,,59.22,39.26,,,174.42,55.02,22.21,57.2,3.51,,,,135.75,,89.02,,,114.67,,0,,,,,,,,,,,,199.08,113.33,199.76,6.57,,,,,,NA,,,,,,27.38,,13.47,,,,,171.13,,NA,17.69,38.69,,61.92,,,25.09,9.02,,,,,1233.16,,,,,59.7,,3.18,227.41,,,94.83,,1.12,,60.01,,68.31,,,90.21,23.37,,,122.74,,26.79,118.77,,102.02,4.84,29.28,,21.19,2.64,37.89,,,0,109.23,41.7,99.96,,0,,,,,23.42,15.52,,1.09,90.03,29.27,104.6,134.35,140.77,,,8.13,,,,16.77,,3.65,129.92,15.63,,65.52,,,,,,116.93,0,4.68,,,,5.58,0.4,,,,,,,,,,49.2,0,309.07,,,29.74,,131.88,110.04,13.77,77.25,,,3.46,63.07,94.81,,,,103.13,61.2,,,,21.4,20.27,0,52.44,,,NA,,,,,68.59,167.55,,57.48,9.66,,4.99,,,73.91,17.1,,,98.97,,,,20.32,,,,30.51,,115.1,,,,NA,14.55,,,,,,26.49,0,30.99,111.51,,,,,,,0,25.4,,,9.99,12.5,,,,,,,55.61,,,,,11.64,,,,NA,97.44,,,,,,,70.15,,0,,,,,,,,,,,67.28,37.89,,,181.57,,109.97,4.67,82.97,,,0,108.7,,,,,,,12.06,403.23,2.26,,,,,360.14,,2.05,,57.85,,,,,41.31,,102.88,,0,2.01,,89.82,9.55,72.41,,,1.5,,0
Coldstream,2.01,,,11.56,,,,,,2.9,31.81,,NA,,41.43,,,,0.5,,,,,,,2.63,80.44,,,,,,,,,9.7,0,,6.16,,,,,453.04,,,,17.57,,,NA,,,,23.33,,,,,0.34,,0.18,,,,,,44.36,,,,,,,,,,,,,,,,,,,,116.96,,,,2.85,,,,78.21,,,,,,,,,,0.08,,,0,,,NA,,,42.51,,270.48,,,91.13,,,,,,,,,159.88,,,,0,,,100.56,,,,,,,,,,,,208.07,,,,,,,10.04,6.33,,,,,,,,,,,,,78.1,,,,,,57.84,,0.27,,,,,65.05,,,,,0,97.62,,,,,,,,,,,,,,,,,,,23.75,,,67.44,,,,,,0,44.34,0.84,,,,,,,,,,,,,,,,,,0.31,15.13,,28.13,,,,0.22,345.65,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,82.39,,,,,,,33.71,0.87,,,,,,,,,0,,,,,,,,,,,0.2,,113.84,,0,,1.88,,NA,,,,,,,,,,,,,,,,,,,,,13.28,,,,0.88,,,,,,,,,0,,,,,,,,,,,,,,,,19.72,,,,,,,,,,,,7.63,,,,2.64,,46.45,22.32,,,,,,0,322.66,,,,,,,3.3,,,,,,,,,,,18.19,,,,,0,,,,,,
Cumnock,,23.83,,,,,25.31,,,,,,,,,,,,,,,,,,,7.22,69.87,,,,,,,,,,,,,,,,,,,573.18,,,,,2.7,,,,,,,142.59,,,,,,,,,,19.91,,,,,,,,,,,,,,0,,,,,,,,,,,,,,16.28,,,,,,,,,,,,,1,,,,,,,115.31,,,,,,,,,,,,,,,,,,,,,,,,,,,96.36,,,,,,,11.91,,,,,,,,,,,,,,,,,,,,,,,,,272.39,,11.56,,,,,,,,,35.58,,67.65,230.02,,,,,,,,53.98,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,73.32,,,,,,17.84,25.2,,,,,,119.42,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.94,,,,,,142.05,,,,,,,0.62,,,,,,,,,,10.69,,,,,,,,,210.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.13,,,,,,,,119.66,,,,,,,,1.22,,,,28.52,,,,,,,,,,,,,,,,,
Cumnock - Netherwood,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,,,,,,,,,,,,,,,,12.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,
