,2021-02-15,2021-12-14,2021-11-02,2022-01-17,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,1899-12-31,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2022-02-04,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2022-01-31,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-05-31,2021-09-08,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-05-12,2021-07-07,2021-09-30,2021-08-02,2020-11-23,2022-01-27,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-07-27,2021-09-14,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-02-22,2021-10-07,2021-09-01,2022-01-19,2020-11-30,2020-12-08,2021-05-19,2020-09-21,2020-10-05,2020-08-26,2020-11-11,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2022-01-20,2020-10-28,2021-05-23,2021-06-14,2021-09-20,2021-10-13,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-03-23,2021-07-12,2021-12-07,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2020-11-27,2021-08-06,2020-06-23,2020-07-15,2020-09-17,2021-03-31,2021-12-15,2021-11-03,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2022-02-09,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-02-07,2021-09-27,2021-08-11,2022-01-06,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2020-06-28,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-04-07,2021-07-06,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-06-26,2020-07-10,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2022-01-24,2021-06-21,2021-07-26,2021-09-15,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2022-01-18,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-08-25,2020-10-06,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-07-13,2020-09-11,2021-07-19,2020-10-29,2022-01-21,2021-07-29,2021-09-23,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2022-02-03,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-04-26,2021-09-03,2021-02-19,2021-10-05,2020-05-28,2020-09-02,2021-02-20,2021-03-11,2021-05-17,2020-08-28,2020-09-16,2021-07-02,2020-06-22,2020-07-14,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2022-02-08,2021-07-22,2020-10-12,2020-11-06,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2020-12-30,2021-02-01,2021-08-10,2021-10-15,2022-01-07,2021-01-17,2021-03-18,2020-10-02,2020-08-21,2020-11-16,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-01-29,2021-03-12,2021-07-01,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-07-17,2020-09-15,2020-10-31,2021-05-26,2021-11-23,2021-12-08,2021-06-01,2020-12-16,2022-01-25,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2021-06-11,2022-01-04,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-08-24,2020-10-07,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2021-08-20,2022-01-11,2020-08-14,2021-03-17,2021-05-11,2020-12-21,2021-04-05,2020-09-29,2020-11-19,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2022-01-26,2020-08-09,2021-06-16,2021-01-13,2021-02-05,2021-05-04,2022-02-02,2021-10-11,2022-01-03,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2022-01-28,2020-06-30,2020-08-07,2020-10-20,2021-07-10,2021-02-18,2021-04-27,2021-10-04,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-01-04,2021-11-01,2021-04-29,2022-01-14,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2022-02-01,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2020-11-24,2021-08-05,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Hatton - Fintry East,,51441,32753,,,,,,,,,,,,,,,,,,,0,,,,,942360,,,,,,,,,,,62187,20087,,,,,,,23351,,,,,,,,,,,,,,,,0,,,,,1424406,,,,45196,,,,,,,,,,,,,,,,,,,,,,51338,,,53955,,56606,,,,0,,,,,,,,,,,,,,NA,,,,78497,,,0,,,,,,,,,,,,,NA,,,,,18612,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,1395889,,,,2318393,,,,26020,,,,,,,,,,,674439,,,,,,212620,,,,,,,,,,,590647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273,,,58400,,,,,,,NA,,,,,,,,44103857,,,,,,,13075,,,,,,,361335,,NA,,,,,NA,0,,,,,,,3960,,478716,,,,,,,,,,700,,,,,916,,,,,,,NA,,4899,,,,,,,102229,,,,,,,,18962,,,,15404,,,,,,,,,,,,149503,NA,,,,,,,,669593,,,,,,0,NA,,,,,,6392,,,,,,,,,42516,,,,,,0,,,,,,,,,0,,NA,,,,,,,,,,2466,,,,,,,,,,,,,8125,0,,NA,,,,,,,,,,,266,211419,,,,,,,
Hatton - Fintry North,,14890,56931,,,,,,,,,,,,,,,,,,,16087,,,128464,,,,,,,,,,,,,600048,400315,,,,,,,76302,,,,,,,,,,,,,,,,0,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,51218,,,156189,,132018,,,,21113,,,,,,,,,,,,,,65694,,,,32988,,,9697,,,,,,,,,,,,,391863,,,,,18093,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,1631776,,,,393508,,,,204857,,,,,,,,,,,78230,,,,,,872483,,,,,,,,,,,39379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55308,,,48990,,,,,,,33878,,,,,,,,544050,,,,,,,252886,,,,,,,391470,,,,,,,322518,0,,,,,,,169774,,183065,,,,,,,,,,,,,,,0,,,,,,,38342,,24648,,,,,,,337400,,,,,,,,54416,,,,27338,,,,,,,,,,,,48392,42736,,,0,,,,,224923,,,,,,7401,136639,,,,,,0,,,,,,,,,NA,,,,,,1978,,,,,,,,,0,,72364,,,,,,,,,,,,,,,,,,,,,,,133049,0,,4761,,,,,,,,,,,21995,51937,,,,,,,
Hatton - Fintry West,,2234697,,,,,,,,,,,,,,,,,,,,180772,,,,,,,,,,,,,,,,296276,41649,,,,,,,3042,,,,,,,,,,,,,,,,0,,,,,,,,,14776,,,,,,,,,,,,,,,,,,,,,,26785,,,84572,,227359,,,,36483,,,,,,,,,,,,,,17769,,,,26241,,,726,,,,,,,,,,,,,19992,,,,,174064,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,194662,,,,162730,,,,,,,,,,,9321,,,,,,1987397,,,,,,,,,,,35374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,,,420294,,,,,107269,,205112,,,,,,,,502918,,,,,,,159352,,,,,,,120349,,,,,,,334062,0,,,,,,,12287,,NA,,,,,,,,,,17639,,,,,630,,,,,,,NA,,0,,,,,,,118056,,,,,,,,1095746,,,,6837,,,,,,,,,,,,1385,22542,,,2207,,,,,35383,,,,,,1497,247670,,,,,,11573,,,,,,,,,64166,,,,,,0,,,,,,,,,0,,42352,,11652,,192947,,,,,,1153,,,,,,,,,,,,,24177,0,,NA,,,,,,,,,,,14551,124948,,,,,,,
hatton - Fintry West,,,,,,,,,,,,,,,,,,,,,,,,,346153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawick,,,,,,,,,,90782,354,,28097,,,,,,,,98648,,,,,,,,,,,,,,,,,,,,,,28458,,,,,690,10720,,,4787,961455,,,,,213626,,,,,,,,,,,1068,,,8703,,,,,,,74067,,46942,2573,,,,,,,51798,,,,,,,,,,,,,,,,,,,47717,,,,,,,,,,,,,36586,,,,,,,,,,,,2124,,72898,,,185436,,,,,131256,,149677,,,,754,,1041,301695,,,,,,,,,,,877,,,12933,,,,,,,,,,0,,,,,,,,,,,,,37390,,,,,,,,,,,6454,6326,,,,3893,7474,,,,,,120606,,,,,,446,12892,,,,,,,,,0,,2845,0,,196615,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,563428,,,,55307,,,,,,,,66385,,,0,,,11563,,,,,,,,,,,,,,,,,,30827,,,0,,398,,68833,,,,,,,,,,,,,5541,,,,143258,1296,,,,36091,63795,,,,,,,,5498,,,,,,,,11577,,,,,,,14559,,,93351,,,,5439,,27407,,,22251,91694,,,,,0,,,,,,,123645,,,,,,11284,,,,,,,,155165,6871,,,55408,,,,,,,,,,,,,,,,173948,,,,,,,,,0,0,,,,,30986,,,,,
Helensburgh,,,,,,,,,,,,,,,,,,,,,,3424,,,,,3253,,,,,,,,,77317,,,,,2403,,,,,71722,,230990,,,,1966,,,,,,,,,,,,,,22123,,,,,,,,,,,,,,,,678,,0,,,,,3872,,,,,12884,,,,,,,27059,,48277,3763,,,,,26832,,,,,,0,,141586,36441,,,,,,,,,,7772,15142,,,,,,,,,,,,40713,,,,120720,7004,,,,,,115682,,,,,,,,,,8427,,,,,0,,,,,,,,,42304,,,,,,40481,,3009,,,,,73612,,,,,,,,,50961,30581,,0,,,,0,3975,,,,,,,,,,,,,,,,,,,,,,3263,,,,,,,,,106599,28812,,,,,,,,,,,,13762,,,,,,,,24719,1176,,,,,,172661,44852,209144,,,123679,,,91754,,0,,,,,,,,9231,,,,24424,,,,,56401,977285,,,15342,,,,,,,,,,,,,7290,,,,,,,,60947,,,,,,,,133670,,,,7822,,,,,,2374,,,,,3482,,,,,,49627,,,,,,6237,,,,28066,,,,,8180,,,,,207269,,0,,,,,,,,85921,,141026,,,,,,,,,,73199,,62487,,,3923,,,,,,,,,,,,,,,,55980,105312,0,,,,,,36142,,,0,73147,,,,,50074,,,,,,,
Huntly,,,,,,,,,,4303,,,,,,,,,,,,,,,,,16611,,,,,23031,,,,,,3006,,,,,,,,,,,,,,,,269050,,,,,,,,,,,,10738,,,,,,,,,,,,214353,,,,,,,,,,,,,,,,,,28940,,,,,,0,,,,0,,,,,,,,,,,91790,,,,,,,,,107334,,,,,,,,180475,42686,550601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4618,186798,,,105582,,,161364,,,,,23970,,,,,,,,,,,,,78365,,,,,,,,,,,,,,,,,,,,,,,,,,15361,,,,1672,,,,,,,19032,,10079,,,,,292831,,,,,,,,,,,,,,,,,34190,,,,,,,,,,,,,,,,188764,,,,,,1894,,,,,,,,,,34182,,,,,19469,332853,,90542,,,,,,,4219,,,,,,,21332,,,,34189,,,,,0,28140,,,,,,,,,,,,,36493,,,,,,,,,,,,,,,602,,,,,,,,,,22097,,,,,,,,26139,,,,,,,391355,,,,,,,,,,,,40092,,,,,,,,,,,,,0,,,,,,,791460,,,,2789,,6948,,,,,50930,,,,,,,,,,,,
Inverclyde,,,,32873,,,3124,,,,,,135803,,260727,,,,,,56909,,,,78111,3255,,16301,,,,27378,,,,46378,,,109694,,,10574,137624,48645,,150437,,,,,8277,,,,,,,,,,,,,,102232,,97718,,,,,,,,76307,12723,,,46380,,,,,,,,,,97610,,,,67946,,13813,48628,,,,,,11690,,,5391,9116,72758,,2835,62520,,50142,,,,68885,80634,,,34723,,,,,4314,,,,,,,,,132890,69592,124452,,,20897,,,16407,,,64037,,,,,,5783,,,59531,26696,142612,,,,,,98061,6100,,,,,,,,631878,,,,,33545,,,,,,,,,,46157,,54454,,,,,,,,70184,,,,,,,,,,,40109,,,87646,17942,54423,,,28494,,111648,13135,,,,,,,53210,,81958,2040,15852,,,,,,,5142,,,46185,,,,,,,28461,,,,,7334,,,,,,,,,,,,233525,,,,,45499,,,,,,,200950,,,,,4402,,,,,112022,30566,8013,,,,68325,,,,3519,21154,1774,129859,,16973,,,,,,,68390,,,,,,,,,27930,,145200,,4333,,57719,,,,,,,,,,,,,,,,,,,,,,12731,31766,,,,,,,,22026,18141,,79378,68790,,3234,,,,38471,,,,,,,40877,20672,,,,92110,,2410,37533,253459,,,210566,,,,,,,,42,12892,133836,,8979,,52692,,,,,,68086,9328,,6897,,,,,313095,,1681,62650,,,,,,,,,,,,,67452,,,,,,,
Inverclyde - Gourock,,12486,10165,,330788,,,,,,,,,,,,,,,,,,,199240,,,,,,,,NA,,,,,59238,160473,59146,,,,,,56903,,,,,,27211,,,,,,,40605,,,144433,,,,,,,,,,1382,,,,,,29421,,,,,,,,,,,,,,,,,,,2166,154482,21055,,,,,,,,,,,96874,,8909,,,,,38504,,,,64605,306343,,,,,,,,,,,,,,,,,,,,54875,,,,,,,,,809572,,,,,,,,,,,,,28369,,,,,,,,,,,25580,,,,351277,309464,,,,,,,,,,,111818,,,,92251,,76945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195962,,,,,,,,,,,,,,37737,,,179903,,,,,,,126284,,,,,,,130221,,,,,,,,44428,,,,,,,,,,,,,,,278205,,,,,,,,,132025,,,,,,,,12817,115514,,,,,,,,167340,,,,,,14101,,,,,,,74733,117133,,,,,,,,,,,,,,,,,,,,,23427,,,,,,,,94495,,,,,,,,,,1081,,,,,,,,,,,,,,93192,,,,,,,372138,,,,43502,,,,,,,,,,13908,,231923,,,,,,,,,,,,9364,,,68658,,,,
Inverurie,,,,,,,,,,7865,,,,,,,,,,,,,,,,,,,,,,,,,,,,389075,47855,,,,,,,,,,,,,,,,,,,,,,,422,,,,,218584,,,,252431,,,,,,,,,,,,,,,,,,,,,,,,,109973,,,,,,10530,NA,,,3471,,,,,,,,,,,,,,,28795,,,,,351522,,,,,,,,145362,68104,,,,,,,,,,,,,350198,,,,,,,,,32306,,4987,,,,,,,,,,,,1235415,,,,192207,591190,,37271,,,,263259,,,,,15579,110066,,19134,,,,,,NA,,53745,,,,,,,,,,,,,,,,,,26904,,,,,,,,,,,,,,,,,,,,10528,33250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368369,,,,,,,,,,,,,,,,,,,,,,533568,,,,,,,432,,,,,,,,,,,,,43873,,,,,746,239685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,5666,NA,,,,,,,,107369,,,,,,0,448251,570794,,,,,,,3618,,,,149452,,184399,,,,240360,,,,,,,1340,,5264,,,13370,,,,11055,,,,169833,,,,,129752,,,,,,,,,,,,
Ironmill Bay,,105380,,,,,25497,,,17133,16288,,,,,,,,16172,,,4462,,,,27375,80219,,,,,,6896,,,,,11393,,,,,,,,,,,,21410,2744,4111,,,,,,,,6623,,0,,,,89532,,,,,,,,,,,,,,,,,,,,,,,,,,,88004,,,82605,,9926,,,96596,8591,,,,,,,,,,,,,,,117547,,,,,,,,,76348,,,,,,,,,,,,,,,64945,,,,,,,,,,,67720,,,37794,,,141852,4474,,,,2456,,,,,,42402,4393,152881,,,,,,,,,,,65073,,7469,,,,,43107,54206,,,,,,64264,,,,,,,,,,,59823,,,,1189,,,,,55175,12170,,,,,,,,,,,0,,,,95011,,,,,108801,,52641,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,80608,,,,,,,,,,,,,,,,,,,,,,,,7576,,,,8982,,474128,,,8307,,,,,,,,47509,,,,,25654,,,,,,2643,,,,3545,127031,17973,,,,,,,,,,,150305,143080,,,,,8734,,,,,,,,,,,,,,,,,,,,,,,,,,,83908,,,,,,,2944,,77367,,,,,,,,,21121,,52604,,,,,,,,,,,,,,,774,,,,,,11421,961,,,,71447,,17165,,,157497,,,,,,,,,,,,
Jedburgh,,,,,,,,,,,,,,,,,,,,,,,,21003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268185,,,,,,,,,,,,11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201544,,,,,,,,,,,,,,,,,89040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62069,,,,,,,,,,,,,,,,,,,,,,,,,,,40110,,,,,,,,,,,,,,,,,,,,37988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337450,,,,,,,,,,,,,,,,,,,26223,,,,,,,16767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelso,,220036,,,,,,,,10400,,,0,,,,,,0,,,,,68710,,,,0,,,,,,,,,,,,,,,135542,,,,,,,7414,,0,40824,5573,,,,,,,0,,,,,,,,,,59688,,,,,,,,125991,,,3925,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,628,,,,,51373,,,,,15495,,,,,,,,,,,,0,,63963,,,,,,,,,,105273,14594,,,,,323,19782,,,,,,,0,,,10722,0,,,,,,,,,,,0,,9039,,4977,,,,,,0,,,,,35011,,,,,11811,,,,32737,,4901,,,,,,,39923,,,,,62191,,,,,,,,,,,,,,17405,41296,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,82613,,,,,15351,,49054,,,314,,,,,,,,,,,,,,,,,,73750,,,,,,,,0,32013,30299,,,,54319,,,,,,,,,,,,2939,52428,,,,,89550,,,,,,,18152,67391,,,152439,,,,,,,,,,,,0,,,,71134,,,,,,21058,,,21962,,,,204594,,,,,,,,,80130,,,,,,,,,,,,0,,,,,,11992,,,,,,,,666,,,,79770,,,477,,,,,,,,,,,,,,,0,,,,,,
Kincardine,,,,,,,NA,,,,3115,,,,,,,,6115,,,NA,,,,6651,5822,NA,,,,,318594,,,,,,,,,,,,,,,,,,NA,,,,,,,,,1991,,,,,,,,20759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690,NA,,,,NA,,,27566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908,,,,,,,22377,,,,,41041,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231346,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,NA,,,,,,,,1843,,,,,,,,,,,,,,,,51210,,,,16876,,6293,,,,,,,,10978,,,17129,,,,,,,NA,,,,2702,,,,,,47683,,,,,,,,,,,,,,,,,186539,,,,,,,,,,,,,,,,NA,,,1188,,,,,,,,,,,,,,63553,454,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,5993,,,,0,,,,,,109946,,,,,,,,,,,,,,,
Kinneil,,,,,,,,,,,,,,,,,,,,,NA,,,56923,215437,,,,,,,,,,,148327,,,,,,,,183656,,296021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248525,,,,,,,,,,,,,,130962,,,,,,,,,,,,,,,,,,,,,,,,159931,,,,,,,,,,,,,,,,,612145,144020,,,,,,,,,,113428,,,,,,,177913,,,14736,,,,,,,,,,,,,,,,,,,,,,,,,,,269381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86657,,,,,,,,,,,63914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449719,,,,,,,,,,,,,,155850,153534,,,,,,,,,,,,,,,,,413153,,32288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263716,,,,,,,,,,,,
Kirkcaldy,,274228,,262015,,,,,,182206,18226,,,,275281,,,,27986,,,72559,,,,,228325,,,184319,,157089,12091,,,NA,16870,NA,185980,,,,,,336905,151488,,,,,36378,45828,,,,,73458,,,,,,,,,136756,,,,,,,,,,,,,355084,,,,,,,,,,,,,,,,,228266,,100587,,,,92777,,,,,,,,,,,,,,,406614,,,,,,,,71595,176988,6659,,,,,,,324202,128901,,,,226509,,180499,,,,186344,,,,,,,284014,,283322,126531,,,NA,15209,,,,,,,,,,90879,50616,1789912,,,,,,,,,,,197797,,10273,,177494,,,347556,131147,,,,,,189797,,,,,,,,,,,105940,,,,16041,136398,,,,14790,287425,,,,,,,,147483,,,28927,,,,236609,,,,,243509,,121387,,,,,,21391,,,,,,23599,,,,,,,,,,,,,,291605,,317908,160713,,,,,,,211211,,303966,,,,,,,,358838,,,,,,,55791,,,,46997,,258867,,,70003,,,,,,,124017,4411,,,,,,,,,,195731,38506,,,,64633,214741,11415,,,,,,,,,,,,552020,,,,,67888,,,,,,99869,,,,,,15591,388796,191566,,,,,,65601,,,,,,,210931,,,,,,41515,14655,,701213,,,,,,,,,259436,,84007,8400,222089,,,,,,,,,,,,,,,344445,,,,22247,21471,228072,,,,,43821,,,241046,,,,,,38636,,,,,,
Kirkwall,0,,8765,,,1062,0,,6066,,,,80590,,,0,0,,,,15416,6437,,,,0,13224,,,,,5910,0,,,34888,0,,,,,0,,,23036,,0,,0,19860,0,0,,16365,,0,,136805,,0,0,,,,,18027,,0,,,,,,,,0,17800,22317,14609,0,374,0,517,,4418,0,,,,,,,,0,,11457,,,0,,712,,,,,,,,0,1982,0,,,0,,,,0,,36319,,,0,,,,,,,,,,0,4584,,,0,452,,,,,,2895,,33033,,,,0,0,,,,81113,,,77521,,,,13430,,,516,,,,,0,,,,0,9605,,0,700,12762,,,,,317,8845,,6073,,,,0,,,,,,3480,,,,,318,,,,,,0,,,0,12747,,,,,,0,0,,,,,986,,,19378,,,2247,0,50838,559,,,,,0,58392,,,,0,,,,,0,,,,,,,,,,,0,0,20943,,497,,,758,,,1264,,,0,,,,,32602,,,968,,,,,116370,,,,,0,,,,,,,,4933,18938,,25372,0,,,,,,7235,,0,,,,0,53285,,,,40174,,,,,,,0,0,,0,,3570,,,,,0,25876,73920,,,,,0,,,,,0,,,,,,0,,,,,,,,0,,,,,,,,97096,,,,,,,NA,,,,,,,0,,0,,,,,,,,380,,,,,,,,,,,,,20735,0,,,3470,,12850,,,,,,,36871,,,,,,,,0,,,0,,
Lanark,38818,,,,,,,,,51084,,,136108,,,,,,,,NA,,,,,58277,,,,,,,,,,38984,,,,,,,,,,19334,,,,NA,,,11460,,,,,,,,40004,,,,,108909,,,,,,,,,,,,,103239,,,,,,,,,,,,,74165,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,27687,,,,10910,,,,,,,,,,,,,,,,,,,,,,,,,,,48636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,184799,,63779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42849,,,,,,,17298,,,,,1195,,,,,,,NA,,,,,,,,,,,16013,67423,,,,,,,,,,,,18103,,,,,3126,,,,,,791669,,,,,,,,,,,,,,,,,,,,,64385,,,,,,5706,,,,6425,51584,,,,55489,,NA,,,,,,,,,,,,,NA,,22343,,,,,,,,,2822,68979,,,,,,,,,,NA,,,,,,,,,,,651,,,,,,,,,,,,,,,242907,,,,,23777,,,,,,,234979,,,,,,167773,41809,,,,,,,,,,,,,,,,,,,,,,
Langholm,,,,,,,,,,6311,,,,,,,,,,,,0,,,52783,,125287,NA,,,,22243,,,,,,,,,,,,,,,,,,,,,13506,,59976,,,,,,0,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,12184,,,,,5571,,,,464692,14774,,,,,,,,,412849,,,,NA,,,,,,9725,,,,,,,,,,,,4318,,,,,9890,35743,39693,,,,,,,,,97396,,,,,,,,,,,,,44742,,,,,,,,,,,,,1636393,,,,42788,57341,,,,,,48057,,0,,,0,172819,,NA,,,,,,NA,,131332,,,,,,,,,27518,,,11215,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,38535,,,,,,,4846,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,28178,,,,,,,,,,,,,,,,,,,,,225862,,,,,,,,,,,0,,,,,,,,,,NA,,,,,,,,,,,NA,,,,,,,,NA,,NA,,,,,,,,,,,,,,,0,,,,0,,,,NA,,,,56261,,,0,27000,,,,,,,,,,,,,,,0,,,,37790,,,,,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,13730,,,,,,,,,,,,
