,2021-11-02,2021-10-09,2021-08-26,2021-03-30,2021-02-15,2021-01-07,2020-08-12,2021-09-17,2021-08-18,2021-06-23,2021-05-08,2021-03-02,2021-02-09,2020-10-14,2020-09-30,2020-03-07,2021-12-01,2021-06-08,2021-03-25,2021-09-24,2021-06-29,2021-06-10,2021-05-02,2021-04-16,2021-03-08,2021-02-03,2021-01-15,2020-07-27,2021-07-30,2021-07-09,2021-04-08,2021-01-21,2020-09-24,2020-06-10,2021-11-05,2021-09-08,2021-05-31,2020-09-09,2021-10-21,2021-09-30,2021-08-02,2021-07-07,2021-04-06,2020-11-23,2020-05-08,2021-11-21,2021-11-18,2021-06-03,2021-05-24,2021-04-30,2020-12-14,2020-08-31,2020-08-08,2021-09-14,2021-07-27,2021-06-19,2020-06-07,2020-04-09,2020-02-10,2021-12-04,2021-11-16,2021-07-11,2021-03-20,2020-10-21,2020-08-06,2021-10-07,2021-02-22,2021-01-09,2020-12-08,2020-11-30,2020-03-11,2021-08-09,2021-05-19,2020-12-29,2020-11-11,2020-09-21,2020-09-18,2020-08-26,2020-06-15,2020-01-10,2021-12-10,2021-11-06,2021-02-28,2021-02-11,2021-01-03,2021-10-19,2021-09-13,2021-07-20,2021-03-06,2021-06-04,2021-05-23,2021-03-29,2020-10-28,2021-10-13,2021-09-20,2021-08-16,2021-06-14,2021-02-07,2021-01-11,2020-03-09,2021-12-07,2021-11-15,2021-03-23,2020-10-22,2020-01-06,2021-10-02,2021-09-04,2021-06-30,2021-04-21,2021-02-27,2020-08-19,2021-10-25,2021-08-06,2021-07-03,2021-04-02,2020-11-27,2020-09-17,2020-07-15,2020-06-23,2021-11-03,2021-10-08,2021-08-27,2021-03-31,2021-01-06,2020-08-13,2021-09-29,2021-07-23,2021-06-24,2021-03-05,2021-01-18,2020-10-13,2021-06-09,2021-03-24,2020-07-07,2021-10-14,2021-09-27,2021-08-11,2021-05-01,2021-04-15,2020-12-31,2020-11-09,2021-01-20,2020-09-25,2020-08-22,2020-06-28,2020-06-11,2021-09-07,2021-04-22,2021-02-24,2020-09-06,2021-10-20,2021-08-03,2021-07-06,2021-05-13,2021-03-15,2020-09-12,2020-07-10,2020-06-26,2021-11-22,2021-05-27,2020-12-17,2021-09-15,2021-07-26,2021-06-21,2021-06-18,2020-10-16,2020-06-06,2020-02-11,2021-12-03,2021-11-11,2021-07-16,2020-10-26,2021-10-06,2021-02-23,2021-10-29,2021-01-27,2020-11-12,2020-10-06,2020-09-22,2020-08-25,2020-06-16,2021-12-11,2021-08-23,2021-01-02,2020-08-17,2021-07-05,2021-05-10,2021-03-16,2020-11-18,2020-09-28,2020-09-11,2020-07-13,2021-07-19,2021-06-05,2020-10-29,2021-09-23,2021-07-29,2021-06-17,2021-05-05,2021-04-11,2021-02-04,2020-10-19,2020-07-20,2020-06-09,2021-07-13,2021-05-28,2021-03-22,2020-12-18,2020-10-23,2020-01-07,2021-10-05,2021-09-03,2021-04-26,2021-02-20,2021-02-19,2020-05-28,2021-08-07,2021-05-17,2021-04-03,2021-03-11,2020-11-26,2020-09-16,2020-08-28,2020-07-14,2020-06-22,2021-08-24,2021-04-28,2021-02-17,2020-02-09,2021-09-28,2021-09-11,2021-07-22,2021-06-25,2021-01-19,2020-10-12,2020-05-10,2021-11-24,2021-08-31,2021-05-21,2020-12-11,2020-07-08,2021-10-15,2021-08-10,2021-04-14,2021-01-17,2020-12-30,2020-11-08,2021-03-18,2021-01-23,2020-11-16,2020-08-21,2020-06-12,2021-09-06,2021-04-23,2021-02-25,2021-10-27,2021-08-04,2021-07-01,2021-05-14,2021-01-29,2020-11-25,2020-10-31,2020-10-08,2020-09-15,2020-07-17,2021-12-08,2021-11-23,2021-06-01,2021-05-26,2020-12-16,2020-04-11,2020-01-09,2021-09-16,2021-08-19,2021-06-22,2021-03-03,2021-02-08,2020-10-15,2020-03-06,2020-02-12,2021-12-02,2021-11-10,2021-03-26,2020-10-27,2021-08-13,2021-06-28,2021-05-03,2021-03-09,2021-02-02,2021-01-14,2021-10-28,2021-01-26,2020-11-13,2020-10-07,2020-09-23,2020-08-24,2020-06-17,2020-01-12,2021-09-09,2021-08-20,2020-09-08,2020-08-14,2021-10-22,2021-08-01,2021-07-04,2021-05-11,2021-04-05,2021-03-17,2020-12-21,2020-11-20,2020-11-19,2020-09-29,2020-09-10,2020-07-12,2020-06-24,2021-11-19,2021-06-02,2021-05-25,2020-12-15,2020-08-09,2020-04-12,2021-10-11,2021-09-22,2021-07-28,2021-06-16,2021-05-04,2021-04-10,2021-01-13,2020-04-06,2021-12-05,2021-11-17,2021-07-10,2020-10-20,2020-08-07,2020-06-30,2021-10-04,2021-09-02,2021-04-27,2021-02-21,2021-02-18,2020-05-29,2020-03-12,2020-02-06,2021-05-18,2021-01-25,2020-09-20,2021-11-01,2021-08-25,2021-04-29,2021-02-16,2021-01-04,2021-10-18,2021-07-21,2021-04-19,2020-10-11,2020-07-28,2021-11-25,2021-08-30,2021-06-07,2021-05-20,2020-12-10,2020-07-09,2021-09-21,2021-08-17,2021-06-15,2021-05-07,2021-04-13,2021-02-06,2021-01-10,2020-03-08,2021-03-19,2021-01-22,2020-11-17,2020-08-20,2021-11-08,2021-10-03,2021-04-20,2021-02-26,2020-08-18,2021-10-26,2021-04-01,2020-11-24,2020-10-30,2020-10-09,2020-09-14,2020-06-19
Forres,,,,,,184422,,,,,4552,,34801,,,,,208846,,,,,,,,,,,,,,,,,,23609,,,,,,,,,,,348534,,4873,,,,,,,,,,,,160173,,,,,,,,,,,,,,,,,,,,,,,,,,,,9222,,,,,33839,,,,,,,,,,,,,,195888,,,,,,,,,,,,,,,,,,,,,,,,,,,305688,,,,,,,,,,,,104737,,,,90700,,,,,,,,,28190,,,,3036,,,,,,,,,6150,,,,,,,,,,,,,0,,,,,,,,,,,,14921,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,59636,0,,,,,,,,,,234000,,2909,,,,53158,1159,,,,,,,,,1704,,,,,,1229,,,,,,,,,,,,,,15415,,,,6225,,,,,,,,,,,,,,,,,,,,,,,18904,,,,,,,,,,,,,,,,,,,,,,,,,47108,,,,,0,,,,,,,,,,,,,,1044,,,,,,,,408981,,,,,,,79523,,,,,,,,,6557,75941,,,,,,,,,,,,,,,,,
Fort William,,94151,,,0,60334,,77329,,,,,,,,,,80568,,,,,,,,,,,,1424782,,,,,,66999,,,,,5581,,33716,,,,13151,,0,0,,,,,20481,,,560,132153,0,,,,,,,,,,,,,,,,,,,,,,,,60287,1560,30069,168727,65124,,0,,0,,,,,11532,,,,,102905,,,,,,,,,,55979,28924,,,,,,,827,,254207,,44650,,,,,385,1018,,,,,119599,93619,53156,,0,,0,,58658,0,,1503,,0,,,,1012,,1002,1366,,,,51770,,,,,39788,,16112,,,,,124266,,,,,,1847,,,,,,,954,,0,,,,,,,,,,69569,168597,8564,,69620,0,,,,63748,25719,831,,,,0,,835,,,,,,24675,,,,689,,,137274,,,,,,,,,,,,130366,,,626,,14897,,,,,,,,,,,,,,0,,,,,164110,,,,,,,,,,,,,,,149003,,,,,71702,2400,,124666,26082,,,,,55283,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,2130,,,,,,42357,,,,,,,,,,,,,,,,,0,0,,416885,,,,,,,,,,3303,,,,,,,,,,,,98675,,,,,,,,,,,,336,,,,,
Fraserburgh,,,,,35762,,,,80651,,,,,,,,,,11672,,,,10555,,,,,,,448711,,,,,494,,446,,,163805,,,,,,,,,,0,,,,,,,,,,852,,,,,,,87610,389664,,,,,,,,,,,,,140353,,,177833,50222,,235433,185845,0,888,,31062,,,256698,,,174681,401774,,302608,,18140,,,11619,432,41077,,,,257886,,,60561,,,,,10744,,,3678,,,,,,0,,,,,,148599,,,,,,,,,,,,,22071,,,149793,106503,0,0,4181,,,,,,,,271528,,8401,,,,,,,,,,,,,,,,,193682,118549,,,,80130,,,,,,,,,,,,,,0,,,,,364,6939,,,,,47967,569,,86878,,166436,0,,,,,,,,,,19959,,,,,33934,,,,,,,,,,,2216,,,,,,,,,442,,13827,688059,,,,23116,,,,,,,114703,,,,,,,,2377,133435,,,,,26995,,,,,,4553,,33697,,,,,,,,,,252886,,,,144742,,,,,17268,,,,,,,,95408,,0,,,,167465,,,,1953,,,,,,,,,,,,8343,,,,,,0,72760,,,,,,,,,,,,,646405,,,,,,,0,164378,,,,,38234,,,,,,,,,,,,,,,
Galashiels,,,,,,,0,,,55898,,,197061,,,,27588,,,,,,1381,,,926,,,,,22846,,,3991,,,,,,,,24645,,,,,,,,,,,,,,,,,,,,,,3431,,,,,,,21303,94555,335,,,,,,,,70946,,,,,,,,0,,,,,8321,,,,,,,,,,,,,,3505,,,,,,,,,,,,,,,486,,,31000,,,,,3927,,3766,,,,,,,,,,743,,,,,,,,72844,,,,,,,,,,,29333,,,,,,,,33999,,,,,,,,,,0,,47804,,,,,,1162,2621,,,,,,,,,8766,0,74842,,,,,,,,,,,,1088,,,,,,,,17465,,,,,,,338,,,,,,,1886,,,,,,,,,,1221,,,,,,,,,2436,,,,,,,,,,,0,,,,7025,1127,,,0,,,,,,,0,,,,,2273,,,,,,,216518,68542,,,,,,1195,,312430,,,,,,,,,,,,,,,,189813,,,2214,0,,,66468,23892,,,,,,0,,24597,,,0,,,,,,,,,,,,,425367,,801,,,38377,,23879,,505333,,,,,,,,,,,,,,,,,,46982,,,0,0,,,25862,,,,
Girvan,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934,,,,,,,,,,,,,,,,111650,,,,,3558,,,,,,,,,,,,367662,0,,,,,,,,,,,,0,,339667,130916,,4836,,,,,58743,0,,,25241,,,50265,,,,,,45338,,,,,,,,,,,,,,,,,,,,,,,,,,,,160044,,,,,,,,,,,,,,,,2198,,,399,,,,38972,,,,,,,,,,,,,,,1382,,,,,,,,28045,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2898,,,,,,,,,,,,3038,,,,,,,,,,,,,,,,,,,,,,,,,,3816,,,49714,,,,,,,,,,,,,0,,,,,,2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,,,,,,,,,,,,,,,,,,
Grantown on Spey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardbridge,0,,,3233,,,,,,,,,,,,,,,,,,,,,,22616,,,,259002,66983,,,,,,1357,,22499,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,223510,,,,,0,,,,,,,,,,,,680,30621,107561,,1092,,,,,,304640,,2881,,,,,,1221,,,,422,,,,,,,,0,,,,,,,52328,,,,,,,,,,,,,,17893,,,,,,,,,,,,,,,,,1643,,,,,,,0,,,21238,,,,,,,,,,1465,1462,117259,,,,,,,104128,,,,,,,,,,,,228,,,,5852,,,,,,,,,321,,,,0,1379,,,,,,,,77184,,,,,,98646,0,354,,,,,,,,,91160,,0,,,,,0,,,,0,,,,,,,312,45663,1825,,0,2202,,,,,,,,,,,,,,,2540,,,,,,0,,,,,9326,,,,,,,,,,,,,,,,,,,,125148,0,0,,,,,,,,324264,,0,,,,12778,345793,,,,97005,,,,381549,,,,,,,,,,,,,,,,,,,3595,12726,,,,,,,170266,,,,,,,,,,,,,,,,,,475,,,,,,,,,,
Haddington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64866,,,,,,,,,,,,34208,,,,,,,,,,,,,,,,,,94849,,,,,,,,,,,,,,,,,,,,145503,,,,,,,,,,,,,,,,,848994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,,,,,,365802,52795,,,,,,,,,,,,,,58634,59606,,,167051,,,,,3615392,200505,,,,,220828,38031,,,,28703,116267,,20464,,,,,14586,,,,,779925,,,,,,11884,202610,,,,,,58110,,,41982,207349,,,60740,139534,,,,,,,,,106133,,,,,17316,14654,,22191,,,278980,294199,42564,,232243,,193743,140725,,,,,,,,,,,14514,,,,12714,,,,102854,687899,,,,188923,,36467,,29083,,1333720,26949,,186622,550272,144348,50476,28735,,,,17191,,,,,,,,163930,10960,28870,40440,15038,16466,,,659422,,,,322880,34157,35878,285166,,,,,,,,,,,,,,,,,221116,78899,,16399,127657,,30165,,84032,,239725,25676,,395020,225291,,,,,114042,,,247955,,51888,,,,,66377,,,,,,,16405,138891,,,698,,,,,50942,1870,,83562,,,,,,195460,,5686,,,168103,,,,,,,,26921,,,,,,323412,,,,,,,,,,,66043,,,33453,,,,321375,,,,,,37079,,,,,,,,724836,,,,41554,,,,,,66589,,,,,,,10900,,,18214,,,,41927,,153480,,,,18501,,,,80736,,,,26622,,,,5686,,,,,,,,,,,,,,,,,102951,,49006,,37767,119881,215067,,30188,,,1335330,,22678,,,,,,250479,,,,,,,79608,,,,,,954,159096,,57085,,,,
Harthill,,,,,,,,,,16546,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367,570925,,,,,,,,,,,,311,,,,,,,,,,,92778,,,,185202,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,14112,,,,,,,,,,,,,,,,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342,,,257455,,,,,,,,,,1090666,,,,,,,,234345,,,,,,797,,,,,,168586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140820,46298,,,,,,,,,,,,,,,,,26527,,,604,2096,,,,,,,,,,3208,,,,,,,109664,,,37161,,,,,,,,,143407,1905,,,,,,,,,,,,26544,,139810,,,,,,,,,,,,,,,,,12595,,,,,,,25457,,,,262691,,,,,,
Hatton,,217302,,,15525,,,397773,132704,139547,,58695,,,20627,,,26477,,129594,,147635,,,,,42214,,36306,,55852,,,9348,,49623,35270,1351,,,5129,294593,30434,,,,,,20676,,,,,,,48986,,,,8255,158796,,,22225,,,8669,635498,,,,230088,13900,51249,20969,,,8360,,,,95796,,,5585,,277856,,,18437,,9735,41811,86692,226424,100462,22247,289190,46369,,153805,112438,,,,31264,,,,,10714,69908,,,,,3366,,,,,243586,24902,,,83256,24948,,2992,77908,,581718,23696,,,259920,93997,,,,,9058,,,,,559887,,11907,,130563,7301,77245,,11941,,,,153712,,,,93872,127024,,,,,4247,,217107,,,,304256,,22938,,,,,134290,216108,,,11394,,,13486,,,,152106,,,,,,2627,,26543,,,,,,11802,,,,8624,,,,7494,,,5736,,49634,,,,,,,,1637,1870,,114140,,201643,,,,284870,,6642,,,347986,136736,,,,,,,,,,31865,4470,,123588,,,9745,82124,,,,,,,115546,95158,3943,,58928,,,,,25383,49831,,,,11689,76931,,,59460,143535,14452,497450,,,,,,,11912,,,,,,,,118279,79699,,10321,,23110,,,,,,,,169220,,,,,29775,108549,174437,86700,59056,,219397,78432,,4241,,,,,,,,,,,1752,,1175,,50996,,113745,107295,,,,33203,97954,,,,,438350,,,,,,,,599429,13513,27052,200016,,10761,64406,,,21042,18837,,5655,,,49397,,,,,
Hatton - Fintry East,,,,,,,,,,,,,,,,,,,,,942360,,,,26020,,,,20087,1395889,,,,,,,,,,,,,0,,,,,,,0,,,,1424406,,,,,,,45196,,,,,,,,,,,,,,,,,,,,,18962,,32753,,56606,,53955,,,,,,,,,,44103857,,,,,,,,,,,0,,,,0,,,,,,,,3960,,,4899,,,18612,,,,,,,,,,,,,,,,,,,,62187,,,,,,,,,,,,,,,,,,674439,,,,,,212620,,,,590647,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,58400,2273,,,,,,,,,,,,,,,,,,,,13075,,,,,78497,,361335,,,,,,0,,,,,,,,,,,,,,,700,,,,,916,,,,,,,,,,,,,,,,102229,,,,,,,,,,15404,,,,,,,,,,,,,,,149503,,,669593,,,23351,6392,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,2466,,,,,2318393,,,,,,8125,,,,,,,,,,,,266,,,211419,,,,,,
Hatton - Fintry North,,,,,,,,,,,,,,,,,,,,,,,,,204857,,,,400315,1631776,,,,,0,,,,,,,,21113,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54416,,56931,,132018,,156189,,,,,,,,,,544050,,,,,,,,,,,9697,,,,16087,,,,,,,,169774,391863,,24648,,,18093,,,,,,,,,,,,,,,,,,,,600048,,,,,,,,,,,,,,,,,,78230,,,,,,872483,,,,39379,,,,,,,,,,,0,33878,,,,,,,,,,,,,,,,,,48990,55308,,,,,,,,,,,,,,,,,,,,252886,,,,,32988,,391470,,,,,322518,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,38342,,,,,,,,337400,,,,,,,,,,27338,,,,,,,,,,,,,,,48392,,,224923,,,76302,0,,,,,,,,,136639,,7401,,,,,,,,,,,,,,,,,,,,1978,,,,,,0,,,,,,,,,,,,,,,393508,,,,,4761,133049,,,,,,,,,,,,21995,,,51937,,,,,,
Hatton - Fintry West,,,,,,,,,,,,,,,,,,,,,,,,,162730,,,,41649,,,,,,2207,,,,,,,,36483,,,,,,,0,,,,,,,,,,,14776,,,,,,,,,,,,,,,,,,,,,1095746,,,,227359,,84572,,,,,,,,,,502918,11652,,,,,,,,,,726,,,,180772,,,,,,,,12287,19992,,0,,,174064,,,,,,,,,,,,,,,,,,,,296276,,,,,,,,,,,,,,,,,,9321,,,,,,1987397,,,,35374,,,,,,,,,,,0,205112,,,,,,,,,,,,,,,,,,420294,786,,,,,,,,,,,,,,,,,,,,159352,,,,,26241,,120349,,,,,334062,0,,,,,,,,,,,,,,,17639,,,,,630,,,,,,,,,,,,,,,,118056,,,,,,,,,,6837,,,107269,,,,,,,,,,,,1385,,,35383,,,3042,11573,,,,,,,,,247670,,1497,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,1153,,,,,194662,,,,,,24177,,,,,,,,,,,,14551,,,124948,,,,,,
Hawick,,,,,,,46942,,28097,90782,,,123645,,,,196615,,,,,6454,5439,,,354,,,,,30827,,,7474,,,,,,,,961455,,,,,213626,,,,,,,,,,,,,,,,,8703,,,,,,,1068,28458,2573,51798,,,,,,,173948,,,,,,,,,,,,,47717,,,,,,,,,,,,,877,36586,,,,,,,,,,,,,11563,,2124,,,131256,,,,,754,,1041,,,,,,,,,,12933,,,,,,,0,0,,,,,,,,,,,37390,,,,,,,,,,,,,,,,,,3893,,301695,,,,,,446,12892,,,,,,,,,2845,0,,,,,,,,,,,,,1296,,,,,,,,72898,,,,,,,,,,,,,,55307,,,66385,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,185436,398,,,6326,,,,,,,,,690,,,5541,,,,,,,36091,63795,,,,,,10720,,,,,,,,,,,,,,11577,,,,,,,14559,5498,,,22251,91694,,,,,,4787,,,,,0,,,,,,,,,,,,,155165,,6871,,,55408,,11284,,,,,,,,,,,,,,,,,,,,,,,0,0,,,30986,,,,
Helensburgh,,,,,,,,,,,,,,,,,,15142,,,3253,,8180,,,,,,,,,,2403,3975,,,,,,,,,,,,,,,,,,,,,22123,,,,,26832,,,,,0,,,,,,,,678,3872,,,,,,0,,,,,,,,,,,,27059,3763,,,,,,62487,,0,141586,,36441,,,,,,,,,3424,,,7772,,,,13762,9231,,,7290,,,40713,7004,,,,977285,,,,,73147,,,,,,,,,91754,,,,,42304,,,,,,,,40481,3009,,73612,,,,,,,,,,,,,,,,,,0,,115682,,,,,,,,,,,,,,,,,3263,,,,,,,,28812,,,,,,,,,,8427,,44852,,,,,,,,1176,,,209144,,,,,,0,,0,,,,,,,,,,24424,,,,,,,56401,,,,,15342,,,,,,,,,,,,0,,,,,,60947,,12884,230990,,,,,,,,,7822,,,2374,,,,,,,3482,,,,30581,,71722,,,,6237,,,,,,28066,,,,,,,207269,,,49627,141026,,,1966,,,,,,,,,,85921,,,,,,,,3923,,,,,,,,,,,,,,,,,0,,,,,,,36142,,0,,,,,,50074,,,,,,
Huntly,,,,,,19469,,,,4303,,,,,,,,,,,16611,78365,,,105582,,,,,,90542,,,,,,,,,269050,,,0,,,,,,,,,,,,10738,,,,,,,,,,,,,214353,,,,,,,,,,,,,,0,,,,,,28940,,,,,,,,,0,,40092,,,91790,,,,,,,,,,107334,,,,,,,,,1894,550601,,,,,,,,,,34182,,,,,50930,,,,,,,,,,3006,,,,186798,,0,,,,,,161364,,,,,23970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15361,1672,,,,,,,10079,,,,,,,,,,,,,,,42686,,,,,,34190,,,,,,,,,,,188764,,,,,,,,,,,,,,,,,,,332853,,,,,,,,,,23031,,,,,,,,21332,,,,,,,,,,,,,,292831,,,,,,,,,,,36493,,,,,,,,,,,,,,,,,,,,,,,34189,,,,,391355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4618,,,,,2789,,,,602,,,,,,,,,,,,,,,,,,
Inverclyde,,,,3124,,129859,,260727,135803,,,,253459,,,,,,,,,,,,,,,,109694,631878,,,,,12731,,10574,,,,,,11690,,,102232,,,,,,,,97718,,,,,,2835,,28494,,,,92110,12723,,,,,137624,,97610,,,,,,,62650,,13813,,,,,48628,,8277,5391,,,,72758,50142,9116,,42,,,80634,,,,17942,6100,,,,,,,,15852,,,,,,,124452,,,,,,,,,,,5783,,59531,142612,,233525,,,,,,,,,,,,,33545,3255,9328,,,,,,,,,,54454,,,,,,1774,,70184,,16301,,40109,,,,,,,,87646,,,1681,28461,13135,,,,,,,,81958,,,2040,,4314,,,,46185,5142,,,,,,,,,,,98061,7334,,69592,,,,,,,,,,,34723,,45499,,,,,200950,,,,,20897,4402,30566,,,8013,68325,,,,,3519,,,,,16973,21154,,,,,,27378,68390,,,,,,,,27930,,,,,,,,4333,,,57719,16407,,,,,,,,,,,,,,,,,,,150437,,,31766,,,,,,,79378,,,18141,,,,,,3234,,37533,,,,40877,,,,,,,2410,,,,,,,,,62520,,12892,8979,,52692,,,,,68086,,,6897,,,,,,111648,,22026,,,,,,,,,,,,67452,,,,,,
Inverclyde - Gourock,,,330788,,,278205,,,,,68658,,,,,,,,,,,,,,309464,,,,59146,,,,,,,,,,,,,,,,,,40605,,,,,,,,,,,,,96874,1382,,,,,,,,,,,,,,,,,,,,,167340,,10165,,21055,154482,2166,144433,27211,,,,,,,,,,,,,,,,,28369,306343,,,,,,,,,,,,,44428,,,,,,54875,,,,,,,,,,,,,,,,,,,,160473,,,,,,,351277,,,,,,,,,,,111818,,,,,92251,76945,,,,,,,,,,,,,,,13908,,,,,,,,8909,,,,,,74733,,,,,,,,,,,,,,,,,,,,,,,,,,179903,,,,,64605,,126284,,,,,130221,,,,,,,,,,,,,,,809572,,,,59238,,,,,,,,,,132025,,,,,,,12817,115514,,,,,,,,,,,,,195962,,,14101,,,,,,,,117133,,,,,,25580,,,,,,,,,,,,,,,,,,,94495,23427,,,,,,,29421,,,,,,1081,,,,,,,,,,,93192,,,,,372138,,,43502,,,,,,,231923,,,,,,,,,,,,,,,,9364,,,,,,
Inverurie,,350198,,,,,,,,7865,,,570794,,,,,,,,,,,,,,,,47855,1235415,,,,,,,,,,,,,10530,,,,,,,422,,,,218584,,,,,,,252431,,,,,,,,,,,,,,,,,,,,,746,,,,,,109973,,,,,,,,,3471,,149452,,,,,,,,,28795,,,,351522,,,,,,,,,,,,,,,,,,,,,,,,,129752,,4987,,,,,,,,389075,,,,591190,,1340,37271,,,,,263259,,,,110066,15579,19134,,,,,,,,,,,,,,,,,,,,,11055,,,,,,,,,,,,,,,,,,,,10528,,,,,26904,,,,,,,,,68104,,,,,,,,,,,,,,,,,368369,,,,,,,,,,,,,,,,,,,533568,,,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5666,,,,,,,,,,,,,,,43873,,,,,448251,,,,,,,,,,,0,,,,,,3618,,,,,,,,240360,,,,,,,192207,5264,,,,,,,13370,,,,,,,,32306,,,,,,,,,,,
Ironmill Bay,,,,25497,,474128,,,,17133,,6896,77367,,,,,,16172,,80219,,,,,16288,,,,152881,8307,,,,,,,,21410,,,,8591,,,,,,6623,0,,,,,89532,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,,,,9926,,82605,,2744,,96596,,,,,,,52604,,,117547,,,,1189,2456,,,,,76348,4462,,,,,,,,,,,47509,,,64945,,,,,,,,,,157497,,4474,,,,,,,,11393,,4393,,,27375,,,,,,,65073,7469,,43107,,,54206,,,,,,64264,,,,59823,,,,,,,67720,,,,961,,,,,,,,,,,,,0,150305,,,,,52641,,,,,,55175,17973,,,,,,700,,,,,,,,,,,,,,,80608,,,,,,,,,,,,,,,,,,,,,,7576,,,,,8982,,,,,,,,,,,,,,,,25654,,,,,,,2643,,,,,,,,,,,,,,,,143080,,,,,,,,,8734,,,,,,,,,,,,,,,,,,,,,,4111,83908,,,,,,,2944,,,,,,,,,,,,,,,,,,,,,,774,,,,,11421,12170,,,42402,,17165,,,,,,,,,,,,,,,
Jedburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89040,,,,,,,,,,,,,,,,,,337450,,,,,,,,,,,,,,,,,,,,201544,,,,,,,,,,,,,,,,,9730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
