,2021-11-02,2021-10-09,2021-08-26,2021-03-30,2021-02-15,2021-01-07,2020-08-12,2021-09-17,2021-08-18,2021-06-23,2021-05-08,2021-03-02,2021-02-09,2020-10-14,2020-09-30,2020-03-07,2021-12-01,2021-06-08,2021-03-25,2021-09-24,2021-06-29,2021-06-10,2021-05-02,2021-04-16,2021-03-08,2021-02-03,2021-01-15,2020-07-27,2021-07-30,2021-07-09,2021-04-08,2021-01-21,2020-09-24,2020-06-10,2021-11-05,2021-09-08,2021-05-31,2020-09-09,2021-10-21,2021-09-30,2021-08-02,2021-07-07,2021-04-06,2020-11-23,2020-05-08,2021-11-21,2021-11-18,2021-06-03,2021-05-24,2021-04-30,2020-12-14,2020-08-31,2020-08-08,2021-09-14,2021-07-27,2021-06-19,2020-06-07,2020-04-09,2020-02-10,2021-12-04,2021-11-16,2021-07-11,2021-03-20,2020-10-21,2020-08-06,2021-10-07,2021-02-22,2021-01-09,2020-12-08,2020-11-30,2020-03-11,2021-08-09,2021-05-19,2020-12-29,2020-11-11,2020-09-21,2020-09-18,2020-08-26,2020-06-15,2020-01-10,2021-12-10,2021-11-06,2021-02-28,2021-02-11,2021-01-03,2021-10-19,2021-09-13,2021-07-20,2021-03-06,2021-06-04,2021-05-23,2021-03-29,2020-10-28,2021-10-13,2021-09-20,2021-08-16,2021-06-14,2021-02-07,2021-01-11,2020-03-09,2021-12-07,2021-11-15,2021-03-23,2020-10-22,2020-01-06,2021-10-02,2021-09-04,2021-06-30,2021-04-21,2021-02-27,2020-08-19,2021-10-25,2021-08-06,2021-07-03,2021-04-02,2020-11-27,2020-09-17,2020-07-15,2020-06-23,2021-11-03,2021-10-08,2021-08-27,2021-03-31,2021-01-06,2020-08-13,2021-09-29,2021-07-23,2021-06-24,2021-03-05,2021-01-18,2020-10-13,2021-06-09,2021-03-24,2020-07-07,2021-10-14,2021-09-27,2021-08-11,2021-05-01,2021-04-15,2020-12-31,2020-11-09,2021-01-20,2020-09-25,2020-08-22,2020-06-28,2020-06-11,2021-09-07,2021-04-22,2021-02-24,2020-09-06,2021-10-20,2021-08-03,2021-07-06,2021-05-13,2021-03-15,2020-09-12,2020-07-10,2020-06-26,2021-11-22,2021-05-27,2020-12-17,2021-09-15,2021-07-26,2021-06-21,2021-06-18,2020-10-16,2020-06-06,2020-02-11,2021-12-03,2021-11-11,2021-07-16,2020-10-26,2021-10-06,2021-02-23,2021-10-29,2021-01-27,2020-11-12,2020-10-06,2020-09-22,2020-08-25,2020-06-16,2021-12-11,2021-08-23,2021-01-02,2020-08-17,2021-07-05,2021-05-10,2021-03-16,2020-11-18,2020-09-28,2020-09-11,2020-07-13,2021-07-19,2021-06-05,2020-10-29,2021-09-23,2021-07-29,2021-06-17,2021-05-05,2021-04-11,2021-02-04,2020-10-19,2020-07-20,2020-06-09,2021-07-13,2021-05-28,2021-03-22,2020-12-18,2020-10-23,2020-01-07,2021-10-05,2021-09-03,2021-04-26,2021-02-20,2021-02-19,2020-05-28,2021-08-07,2021-05-17,2021-04-03,2021-03-11,2020-11-26,2020-09-16,2020-08-28,2020-07-14,2020-06-22,2021-08-24,2021-04-28,2021-02-17,2020-02-09,2021-09-28,2021-09-11,2021-07-22,2021-06-25,2021-01-19,2020-10-12,2020-05-10,2021-11-24,2021-08-31,2021-05-21,2020-12-11,2020-07-08,2021-10-15,2021-08-10,2021-04-14,2021-01-17,2020-12-30,2020-11-08,2021-03-18,2021-01-23,2020-11-16,2020-08-21,2020-06-12,2021-09-06,2021-04-23,2021-02-25,2021-10-27,2021-08-04,2021-07-01,2021-05-14,2021-01-29,2020-11-25,2020-10-31,2020-10-08,2020-09-15,2020-07-17,2021-12-08,2021-11-23,2021-06-01,2021-05-26,2020-12-16,2020-04-11,2020-01-09,2021-09-16,2021-08-19,2021-06-22,2021-03-03,2021-02-08,2020-10-15,2020-03-06,2020-02-12,2021-12-02,2021-11-10,2021-03-26,2020-10-27,2021-08-13,2021-06-28,2021-05-03,2021-03-09,2021-02-02,2021-01-14,2021-10-28,2021-01-26,2020-11-13,2020-10-07,2020-09-23,2020-08-24,2020-06-17,2020-01-12,2021-09-09,2021-08-20,2020-09-08,2020-08-14,2021-10-22,2021-08-01,2021-07-04,2021-05-11,2021-04-05,2021-03-17,2020-12-21,2020-11-20,2020-11-19,2020-09-29,2020-09-10,2020-07-12,2020-06-24,2021-11-19,2021-06-02,2021-05-25,2020-12-15,2020-08-09,2020-04-12,2021-10-11,2021-09-22,2021-07-28,2021-06-16,2021-05-04,2021-04-10,2021-01-13,2020-04-06,2021-12-05,2021-11-17,2021-07-10,2020-10-20,2020-08-07,2020-06-30,2021-10-04,2021-09-02,2021-04-27,2021-02-21,2021-02-18,2020-05-29,2020-03-12,2020-02-06,2021-05-18,2021-01-25,2020-09-20,2021-11-01,2021-08-25,2021-04-29,2021-02-16,2021-01-04,2021-10-18,2021-07-21,2021-04-19,2020-10-11,2020-07-28,2021-11-25,2021-08-30,2021-06-07,2021-05-20,2020-12-10,2020-07-09,2021-09-21,2021-08-17,2021-06-15,2021-05-07,2021-04-13,2021-02-06,2021-01-10,2020-03-08,2021-03-19,2021-01-22,2020-11-17,2020-08-20,2021-11-08,2021-10-03,2021-04-20,2021-02-26,2020-08-18,2021-10-26,2021-04-01,2020-11-24,2020-10-30,2020-10-09,2020-09-14,2020-06-19
Aviemore,,,,,,,,,,,,,187173,,,,,,,,,,,,,,,,,135083,311606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316250,,,,,,,305242,,,,,,,,,,,,,399814,,,,,,,,,,,,,,,,,,,,893406,,,,,,,,,,,,,,,,,,,,,,,,,,302987,,,,,,,,489578,,,,,,,,,,,,,,,,216143,,,,,,,,,,,,,26286,,,,,,315450,,,,,,,,,,,,,,,,,,,,,,,,,,,157391,19084,,,,,,,,,,,,,,,,,,,,,,,,,,,,144177,,,,,,,,,,,161916,,,,,,,,,,,,,,,,769,,,347819,,,,,,,,,,,,,,,,,,,,,147073,,,,,,,,,,,,,,,,,,,,,,189280,,,,,,,,,,,,,,,,,,,,,,,,,156320,2854,,77299,,,,,,,,,,,,,,,,,,,,,,,,,146890,311244,,,,,,451782,,,,,72017,,639509,,,,,,,,,,,,,,,,,,,,
Banchory,,114549,,,,,,,,583,8330,,202202,,,,,,,,,,,587,,,,,7295,1118946,,,,,,,,,,,,,,,,,,,,369,,,,87542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,15506,,12901,,,22461,92211,,,,,,9979,,,,,1225,,,,,,,,,,,426,,,,,,,,,,,,,640384,,,,,,,,,,18342,,,,75863,,,,,,,,86454,0,,,19651,1462,5795,,,,,,30711,,1675,,,,,,,,,,247314,,,1308,,,,,,,67907,,,,,,2203,,,,,,,,,,,,,,,,,,,,,44657,,,,,,,2392,,,,,,,,,,87808,77486,,,,,,289,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,13843,,,,,,,,49422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,122832,,,9716,,121617,,,,,,,,,,,,,,,,,993,,,,,,,,123604,,,,,,,,0,,,,,,35086,,,191309,,,,,,6874,,,,,,,,,,,
Banff,,677737,,,,,,271561,,1175,21459,,,,,,,,,,,,,,,,,,35817,,,,,,,,430,,,,,20337,6326,,,,,,,0,,,,,,,,,,465,,,,,,,,725114,,,,629511,0,,,,,,,,,9360,,,,,,,,,,,,,445335,,150,82690,,,,146879,,,,,,,,,,201780,,,,,,,,,,375741,,,,,193025,,444,,,1279859,,,,,89417,,,,,,,,,,143045,,,,98550,,402,,,,,,115065,,,,97349,0,337,,,,,,77679,,,,685265,,,,,,,46116,,,,1649,,,,,,,18419,,,,,,924,,,,,,,0,,,,,1133,,0,,,,,949,,,,,,,,,1792,,,,,,8076,,,,95417,,936,,,142876,145079,,,,,,,,,,767,0,,79960,,,0,,,,,,,,,,901,,,,,,,,,,,,,177742,,,,35081,,1657434,,,,,,,,,,,,,,,40190,,,,,,,,,,,,,81824,,0,,,,41354,,,211,,640685,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,871845,,,,,,,,50219,,,,,,,,,,,,,,,,,,,,
Bathgate,,,,,40004,558525,,,161264,197241,,,,,,,,,3682,,,,,,,54297,,,,,,0,,,18425,,0,,,,110433,,,,,,,,,,38394,,,233655,54632,,,,,1785,120845,,,,,,,,,,,205206,,,,,,,,,,,,30381,,85045,,114721,,,,,,,,,599,,,,,,,,,12926,,,,,,,,,,,,,,7454,,,,,,,513757,,,,,,11927,,,,,,,,,,,,,,,,,,97351,,5091,,,,,,,5542,,,,22554,,,,,9954,275018,,,,18848,,,,,,,,,,72119,,,168380,,,,,,,,,,51751,,5835,90602,24433,,,,93447,,,,,,,,3651,,46940,,265670,,,,,,,,,,,,,,48230,,,,,,,203006,,,,,,,,,,13436,,,,,,,59636,,,,,,,,,,,,,,,,,,,,,33989,,,,,,,,,,362803,,194213,,,41717,,,,,,,,,,,,,12293,,,3445,13965,,,,,,,,,,,,,,,,,,,,13479,,,,,,,,,,4468,,,,,,,61048,,,,,,51697,,,,,,191942,,66978,6906,,,,,,,2950,33808,89090,,,,,,,,,,,,,,,,,
Biggar,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1277,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,64461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20530,,,,,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,641,,,,,,,,
Blackburn,,133705,,,56749,,,,,,,,,,,,,,,122511,,,,,,,,,,,,,,,,,55582,,,,43062,,27283,,,,,,8909,30175,,,,,,,,,,9532,,,,,,,49144,,,,,252766,,,,,,,,,,52663,,,11786,,,,,,,23351,,,65610,,55844,172561,,,180053,128547,,,,,12176,,,,,,,,,,,,,,,,,,,,,,12251,14462,,667298,,,,,107865,42841,,,,,,,,,296220,,,,,16111,68005,,11392,,,,53918,,4447,,108830,26107,21155,,,,3924,,169580,,,,344623,,,,,,,77323,,22147,,3143,,,,,,,98734,,,,,,,,8877,,,,,25475,5434,,,,3255,,24216,,,,,29388,,,,,,,,,,,,,,,46866,,,,,,3188,,,195192,,,,,,,,,,,,35621,,,,,1498,,,,,,,,,23016,,,,,,,,,,,,,,76257,47815,,42617,139077,15539,230443,,,,,,,,,,,,,,,45915,,,75945,,,,,,,,,,60535,,,,,,,,,,23828,38787,,,,,,,,,,,,,,,,,,2450,,21683,,,,,30045,,,,,,1239318,,,,,,,,142083,,,4363,,13685,,,,,,,,,,54829,,,,,
Blackridge,,,,,49866,66281,,,,53228,,,,,,,,,5157,,,,,,,16631,,,,,,6648,,,27365,,,,,,70668,,,,,,96790,,,,,,,1165431,409003,,,,,405827,49798,,,,,,,,,,,,,,,,,,,,,,,9406,,,,103366,,157271,,,,,,,2462,,,,,,,,,33872,,,,,,,,,,,,,,840,,,,12490,,,,,,,,439697,9940,,,,,,,,,,,,,,,,,,37892,,8670,,,,,,,3357,,,,21593,,,,,385,,,,,137177,,43456,,,,,,,,97715,,,,,,,,,,,,,156533,,7316,33931,19474,,,,5007354,,,2065,,,39428,,10367,,93822,,2126044,,,,,,,,,,,,,,1749,,,,,,,134875,27670,,,,,,,,,3908,,,,,27227,,86958,,,,,,,,,,,,57562,,52673,,,,,,,2711,,,,,,,,,,74899,,174238,,,62614,,,,,,,,,,,,,2365,94463,,17639,2404,999,,,,,,,,,,,,,,,,43639,,,3979,,,,,,,,,,8272,,,,,,,,,,,,,29152,,,,,,117296,,274474,22111,,,,,,,,21356,,,,,,,,,,,,33320,,,,,,
Blackwood,,,,,55129,,,,232701,18537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710422,,,,,,,,,,,,,269243,,,,,,,,,,,,,,,,,,,,,,,,,,,59357,,,,,,,,0,,,,,,,,,,,,,8858,,,9784,,17746,,,,,,,,,,,,633,,,,36023,,,,,,,,,,,,,,,,,,,,,,,,,,,49997,,,,,,,,,,,93197,,,,,,,,,,,,93444,,25518,,,,,,64848,,,,,30680,,,,,,,,,,,,,,6116,,,,1222774,17432,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4736,,,,,,,,,,,,,98253,,,,,,,,,,,,,,,120248,,22253,,,,,,,,,,51225,,,,,,,,,,,,406621,,,,,,,,,,591,,,,,,,,,,,,,,,644470,,,,,557769,,,,,,,38819,,,,,,1988,,,,,,,,,,,,,,,
Blairgowrie,,,,,,,,,,,81673,,,,,,,,,,,,,,,,,,,,,,,,,57652,,,,,,85490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181488,,1130147,149057,,,,,,,,277884,,,,,,,,,,,,,,,,,,4231,2614,,,,,,,,,30109,13043,,,,,,,,,82158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121448,17855,,,,,,,,,,8067,452409,,,,,,,,102601,,,,,,,,,,38453,,,,,,0,,,,,,275281,,,,,,,,1133,,3130,,,2470,,,,,,,,,,,,,117032,,,,,,,155956,,,,,,,,,,127712,,,,,,,,,16660,,,,,,,,,,613077,,,,,,,,,,,,,,,,,,,26308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31463,,,5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111647,19224,,,,,,,,,,,,,,,,,,,,,
Boness,,,,2546,,,,,,,,,372499,,,,,,,29819,,,,,,3327,,,70719,1000681,90181,,,,,,,,,,,91907,,,,,,,,,,,,,,,,,,4525,86006,,,,,,25461,,,,,,,,,,,,,,,,,,2034,,,,11915,,,4370,,,,,310,170294,35568,,,,8187,,,,,22167,,,,,6646,,,,,,,,,,,0,,,42165,55544,,,,,,,,,31028,,,,,,,,,,,,,,16752,4384,,2436,1929,,,,85246,,,42662,,20065,,,,,,,336147,,2254,170938,,,,,,,,,,,,,20156,31599,,,,,,397,,,,,,,,,,,,,8128,,,,,1299,1469,,18497,,,,,26147,,,,,,,,,,,,,,,,,35143,273959,,,,,,,,,,,,,,,,,,266724,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244206,,,,42134,,14794,,322,,,,,,,,,23725,,2819,,,,31314,,,0,5066,,,,1312,,,,,,,,0,,48793,,,,1157,,,,,,,,,84470,,,,,,,2810,,,,,,,4861,,35057,,,,,,,,,,,,,,,,,
Bonnybridge,,,,,,,,,,17589,119024,,,,,,,,,,,110571,,,,19936,,,,,,,,,,,,,108100,293844,,146492,,,,,73771,,,750,,,,,,,,,,5485,54771,,,,,,39955,,,,,287601,,,,,,,,,,,,,122460,85899,,,13320,,,73785,,,,,,241480,,,46302,,29800,,,,,113882,,,,,,,,,,,,,,148862,8837,40522,,,,,,,,679911,,,,,,,,,,,,,,,,,,,,11405,23140,15895,11166,,,,,,,287630,76161,30656,7366,,,,,68111,,,,53914,121156,,,,,,,,218560,,,,,25104,,,,,113820,547,,,,,,,,,,,,23711,35084,,,,,12785,2287,,44559,,,,,,,,,,,,,,,,72641,,,,,,,110970,,,,,,,,,,,,,,,2997,,,57133,1450,,,,,,,,,,407266,,,,,,,,,,,,,,,,,,,,,231872,,,,,,,,,,,,,,,,,,48195,6321,,,,,,,,,,,30121,,,,,,,9692,16234,272790,,,,,,,,,,,,,84615,,,,4118,,,,,,,,,,,,,472239,,,3910,,,,,,240127,1209,,,,,,,,,,,,,,,,,,,
Bothwellbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11258,,,,20710,158116,,,,,,,,,,,,658297,,,,,,8236,,,,,,,25492,,,,,,3117,,,,,,,,,,,,,,,,,,,7377,,,311387,,17020,,,,,68928,,,,,,,,,,,,,,,,,,,,,,,,,,,,31869,,1298700,,,,,,,,,,,,,,,,,,,,10933,10441,,15112,,,,,,,,196492,14392,,,,,,94872,,,,,,,,,,,,,,2885,,,129797,,,,,,66028,,,,,,,,,,,,479350,,8447,,,,,,2303,,,,,,24338,70341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25530,,,,,,52351,,,,,,,,,,,119477,50564,,,4731,,,,,,,,,,,7115,,,,,,,,8169,,,,,,,,,,,,,,,,,,,,,67947,,,46224,,,,,,,101074,904681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowhouse,16320,,,608,,,,,,,,,,,,,,,,,,,,,,4400,,,,409775,,,,,,,1548,,78510,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,111089,,,,,1101,,,,,,,,,,,,1048,115134,314952,,923,,,,,,61145,,29098,,,,,,869,,,,0,39580,,,,,,,10342,,,,,,,219176,,,,,,34818,,,,,,,,133036,,,,,,,,,,,20671,,,,,,8975,,,,,,,389,,,,,,,,,,,89756,,1951,1064,216359,,,,,,,116259,,,,,,,,,,,,0,,,,10378,,,,,,,56598,,342,,,,,5492,,,,,,,,38250,,,,,,,338,461,,,,,,,,,76947,,0,,,,,,,,,322,,,,,,,0,164499,0,,,32051,,,,,,,,,,,,,,,84589,,,,,,4175,,,,,23866,,,,,,,,,,,,,,,,,,,,317055,0,1327,,,,,,,,,,475,,,,190655,48357,,,,190533,,,,74342,,,,,,,,,,,,,,,,,,,1304,753,,,,,,,826366,,,,,,,,20178,,,,,,,,,,2314,,,,,,,,,,
Buckie,,99632,,,,,,113008,,,,,,,,,,,,,,,,,,,,,55454,,,,,,,,,,,,,,,,,,,,,,,,,61420,45579,,,,,,,,,,,,,,,,,,,,,,,,,,312356,405,,105372,,,,149386,,,,,,,,,,117335,,,,,,,,,,11383,,,,,15799,,,,,,,,,77262,,,,,18573,,,,,,,,,,,,,,,,,,,,83831,,,,,,,,,,,,,,,,,,,,,,,,161953,,,,714639,,,,,,,82655,,,,,86226,,,,,,,,,,,,,,,,,,149260,,,,,,,,,,,,,,,,,,,,,,,,,,106330,,74902,,,,,25202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124322,,,,,,,,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324439,,,,,,,,,,,,,,,,,,,,,261192,,,,,,
Carbarns,,,,,23692,174552,45852,585505,,23012,,,,123713,75439,,,,,,,237130,,,650623,,,,,3353197,169370,,,59558,,253173,13315,2754,,,,151368,,39938,,,,,,,,,,886406,,,,3205,55566,54393,83257,,,112348,,,,275439,0,137712,,,,,79639,87009,53798,9785,0,,,,,68779,21873,,,,11479,36724,,57107,87038,119166,340933,,,,222725,,336637,175108,,,,72778,,,,,0,,23786,,,,,,,,146485,514650,,,,,,,,,43318,,31356,,,389370,193289,98845,45424,,2505,34941,27573,,,153409,,,,,130370,51730,30787,5376,,34999,60027,,217768,2311,,,176516,,,66513,,65402,,,,203646,,48323,,,200869,,71228,6811,0,,259367,168393,0,4490,263237,,29840,51618,46252,,236968,8324,43032,311653,357881,19642,,,,47709,,,,7739,33907,,135226,,,28097,,,,0,146856,,,201012,,1218,4107,,,,,,11620,,234267,293703,65976,,,128115,151143,,7269,,0,,,,,,0,45899,,67226,0,,,,,346503,,,,,6972,,0,10541,,,177230,,,,21233,12854,,49488,,,,,,23853,,207104,,175764,,,,,,,,,198753,,70168,0,,26955,,,,0,,,,,,46749,,,,31216,,72567,,,,,57628,,,53469,,,27862,20599,,,,6156,,,,,,,,,,,,,,,101195,,106825,,12130,,19625,221238,,,68405,,,1018394,,5205,32978,,,129402,,,,,,,,,59625,,,,,,0,174943,,65585,,,1988,0
Coldstream,5569,269381,,,3928,,,76026,,5071,,,,,,,,288140,836,,127303,,,,,45257,,,13618,,,,,,,160692,,,,,,,,,,,,,484,335,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,61339,,,132603,,,,,,,,,128,,4999,,57193,407491,,,,,,,,,,,,,,,,,,,,191987,0,0,,,,,,,,,,,,10415,,,,,,,,,,,,,,,,4034,0,,443,,,,96537,,,,173925,0,,,,,,,,,,,15652,,,,,,,,108297,,,,,1352,,,,,,,,,,,,,,,,,40625,481,,,,,0,2884,392,,,,,0,,,,,,,,,,,,,133659,,,,,,,,0,,,,,,,,,,,,,,,,59636,59669,0,,1460,,,,,,,,,,,,,,,,,,43090,,,,40602,,317,,,174892,,674858,,,,,,,,,,,,,,,18765,,,,0,,,,,,,,,,,,,,,,,,,,28456,,,,,,,,,,,,,,,,,,,,,,,7441,0,63471,35044,,,,,603839,59841,,,,,,4815,19602,,1598,93153,,,,,,,,,16550,,,,,,,,
Cumnock,,,,9513,,,,,,,,,,,,,,,,,145126,,,,,,,,,,,,,,,,,,,,,,,,,,199297,,,,,,,,,,,,,2989,,,,,,,,,,,,,0,,,,,,,,,,,,42624,,,75879,,7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94953,,,,,,143341,,,,,,,,,,,,,,,,,,,,12468,,,13535,,,,,,,446588,161820,,,,,,,,,,,75691,,,,,,,,,,,,842,,,,,,,,,,,,,,,,,,,107927,,30013,,,,1580,,,,85619,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,,,24304,,,200253,,,,,,,,,,,,,1377,,,,,,22342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781473,,,,,,,,,,,,,,,,,,,17045,,,,,,,,,,,,,,,,,,,,,,,,,,,71331,,,,,,254938,440415,,,,,,,,,43794,,,,,,,,,,,,,,,,,,
Cumnock - Netherwood,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,9652,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13792,,,,,,,,,,,,,,,,,,,21076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178,,,,,,,,,,,,,,,
Cupar,441,,,1393,,,,,,,,,,,,,,,,,,66647,7785,,,15681,,,,285446,,,,,,,3830,,74425,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,96862,,,,,329,,,,,,,,,,,,341,58624,,,0,,,,,,,,23563,,,,,,1345,,,,1308,,,,,,,,3918,,,,,,,,,,,86126,,15041,,,,,,,,104550,,,,,,,,,,,,,,,,,542,,,,,,,0,,130009,34196,,,,,,,,75836,,583,20524,40606,,,,,,,125213,,,,,,,,,,,12456,0,,,,4786,,,,,,,39699,,920,,,,7124,14727,,,,,,,,48641,,,,,,,0,626,,,,,,,,,125869,,0,,,,,3962,,,,27712,,,,,,,351,166743,870,,0,1645,,,,,,82022,,,,,,,,229309,103427,,,,,,1214,,,,,118531,,,,,,,,,,,,,,,,,,,,83312,0,34726,,,,,,,,189139,,0,,,,60111,31081,,,,,,,,107175,,,,,,,,,,,,,,,,,,,0,1031,,,,,,,144724,,,,,,,,,,,,,,,,,,941,,,,,,,,,,
Dalbeattie,,,,,,,,,,,,,315605,,,,,,,,,75700,,,48651,40128,,,,,,,,,,,,,,,2918,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,2270,,,,,161616,,,,,,73584,,,0,,540,,100264,,,5281,,,,,39954,45707,,,,,2340,,,,50837,,,,0,,,,,32342,,,,,,,,,,12905,,,,,150482,128074,,,,,,,,,,,,,,137231,1365,,,2931,,,,146533,,,,,,,,,,,,,,0,3081,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9748,,,,,,0,,0,,,,,0,,,,,,,,657226,,,,,,,,,,7650,,,,,,193586,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,773950,,,,,,,,,,610,,,,,,1535,,,,,,0,,,,,,,,944,,,,,,,,20441,,,,,,,,,582,,,,,,,,,,,,2498,,,,,,,,,,,,,,,,,,,,63969,,4541,,,,,,,,33876,,,6697,,0,,,,,,,,,,,,,,,,,0,
Daldowie,,,,15443,64724,,,,,,,50893,,,,,,,,,,,,,215042,,,,,,,,,,,,,,,170721,,,10724,,,,,,,,,,,,,,,,,39118,,,,,,,,,,,,,14780,,,,,,,,,,,56866,,,,,,,,,,50554,,,50757,,44826,,,,,,,,,39220,,,,,,,,,,,,,,,,,,,,,,46938,,,30486,,159796,,28467,,,,,,,,,,,,,,70849,,10230,,,,,,,,,,,41747,,,,,30529,,,,,,58342,,,,,,,,162266,,,,,,,,,,,,,157944,,,,,,,,,,,,,,,4384,,7386,,,,,,68140,24880,,,,,,,,,,,10844,,,,,,,196525,,,,,,,,,,26113,,,,,,,,,,189362,,,,,,,,,,,,,,,397203,,,,,,,,,39942,,,,,,,,,,,,,,,,,,,,,,,,22632,10344,,,,,,,,,,,19115,,,,,,163726,,9870,,,,,,49419,,,,,46759,,,,,,,,,,541165,,,,,,290884,,,,,,,,,,,94982,,248915,,,,,,,,,66182,,,24883,,,,,,,,
Dalmarnock,,752865,,,,287728,,238238,361123,,,,,,,,,,27003,290834,,109195,,,,72450,,,222315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23115,,,,,,,,,,,,815348,,,,,,,,,,,,,,57287,,,,,,,,40380,,245754,,,,,329167,,,,,,,,,,,126806,,,,,,,,,,,,,,,,109902,,,,,,,,,,,,,,,,,,,,,52411,,,,52676,,,,,,,,,,,55171,64449,,,,,,,,,,,21582,,,,,,,,,,,,,,,,,174583,,,,,,7421,,,,,,,,,,,,34154,,,,,,113224,,,,,,,,,,,94128,,199017,,,,,,,,549909,,,,95060,188354,,,,,45941,,,,,60788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128095,,,,137303,,,,,,,,,,,,,,,,,,,8788,,,,,,,,,,,,,,,,,,,,21492,,,,,,,,,,,,,14420,,,,,,,,,,264205,,,,74546,,,,,,1098979,,,,,,,,319612,,,135776,,,,,,46509,22874,,,,,,,,,,
